fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away
35476,"Jailson Macedo Freitas, Brazil",UTC,2017-05-13T19:00:00+00:00,1494702000,1494702000,1494705600,,Estádio do Maracanã,Rio de Janeiro,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,127,Flamengo,https://media.api-sports.io/football/teams/127.png,,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,,1,1,1,0,1,1,,,,
35475,"Elmo Alves Resende Cunha, Brazil",UTC,2017-05-13T22:00:00+00:00,1494712800,1494712800,1494716400,,Arena Corinthians,Sao Paulo,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,131,Corinthians,https://media.api-sports.io/football/teams/131.png,,132,Chapecoense-sc,https://media.api-sports.io/football/teams/132.png,,1,1,1,0,1,1,,,,
35474,"Reway Wagner, Brazil",UTC,2017-05-14T14:00:00+00:00,1494770400,1494770400,1494774000,,Estadio Giulite Coutinho,Rio de Janeiro,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,124,Fluminense,https://media.api-sports.io/football/teams/124.png,True,128,Santos,https://media.api-sports.io/football/teams/128.png,False,3,2,2,1,3,2,,,,
35470,"Flavio Rodrigues De Souza, Brazil",UTC,2017-05-14T19:00:00+00:00,1494788400,1494788400,1494792000,,Arena Fonte Nova,Salvador,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,118,Bahia,https://media.api-sports.io/football/teams/118.png,True,134,Atletico Paranaense,https://media.api-sports.io/football/teams/134.png,False,6,2,5,2,6,2,,,,
35472,"Rodolpho Toski Marques, Brazil",UTC,2017-05-14T19:00:00+00:00,1494788400,1494788400,1494792000,,Allianz Parque,Sao Paulo,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,True,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,False,4,0,2,0,4,0,,,,
35471,"Marcelo De Lima Henrique, Brazil",UTC,2017-05-14T19:00:00+00:00,1494788400,1494788400,1494792000,,Estádio Mineirão,Belo Horizonte,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,True,126,Sao Paulo,https://media.api-sports.io/football/teams/126.png,False,1,0,0,0,1,0,,,,
35473,"Marcos Mateus Pereira, Brazil",UTC,2017-05-14T19:00:00+00:00,1494788400,1494788400,1494792000,,Moisés Lucarelli,Campinas,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,139,Ponte Preta,https://media.api-sports.io/football/teams/139.png,True,123,Sport Recife,https://media.api-sports.io/football/teams/123.png,False,4,0,2,0,4,0,,,,
35469,"Felipe Gomes Da Silva, Brazil",UTC,2017-05-14T19:00:00+00:00,1494788400,1494788400,1494792000,,Estádio da Ressacada,Florianopolis,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,145,Avai,https://media.api-sports.io/football/teams/145.png,,136,Vitoria,https://media.api-sports.io/football/teams/136.png,,0,0,0,0,0,0,,,,
35468,"Braulio Da Silva Machado, Brazil",UTC,2017-05-14T22:00:00+00:00,1494799200,1494799200,1494802800,,Arena do Grêmio,Porto Alegre,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,130,Gremio,https://media.api-sports.io/football/teams/130.png,True,120,Botafogo,https://media.api-sports.io/football/teams/120.png,False,2,0,1,0,2,0,,,,
35467,"Luiz Cesar de Oliveira Magalhaes, Brazil",UTC,2017-05-15T23:00:00+00:00,1494889200,1494889200,1494892800,,Estádio Couto Pereira,Curitiba,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2017,Regular Season - 1,147,Coritiba,https://media.api-sports.io/football/teams/147.png,True,144,Atletico Goianiense,https://media.api-sports.io/football/teams/144.png,False,4,1,2,0,4,1,,,,
