fixture_id,fixture_date,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_short,league_id,league_season,league_round,teams_home_id,teams_home_name,teams_away_id,teams_away_name,goals_home,goals_away,score_fulltime_home,score_fulltime_away,kickoff_time_known,source
9020180001,2018-02-27T22:15:00+00:00,,Estadio Luis Franzini,Montevideo,FT,13,2018,Group Stage - 1,2350,Defensor Sporting,130,Gremio,1,1,1,1,True,2018 Copa Libertadores group stage
9020180002,2018-02-27T22:15:00+00:00,,Estadio Monumental de Maturín,Maturín,FT,13,2018,Group Stage - 1,2811,Monagas,1176,Cerro Porteño,0,2,0,2,True,2018 Copa Libertadores group stage
9020180003,2018-02-28T00:30:00+00:00,,Estadio Monumental David Arellano,Santiago,FT,13,2018,Group Stage - 1,2315,Colo-Colo,1137,Atlético Nacional,0,1,0,1,True,2018 Copa Libertadores group stage
9020180004,2018-02-28T00:30:00+00:00,,Estadio Presidente Juan Domingo Perón,Avellaneda,FT,13,2018,Group Stage - 1,436,Racing,135,Cruzeiro,4,2,4,2,True,2018 Copa Libertadores group stage
9020180005,2018-02-28T22:15:00+00:00,,Estadio Gran Parque Central,Montevideo,FT,13,2018,Group Stage - 1,2356,Nacional,450,Estudiantes,0,0,0,0,True,2018 Copa Libertadores group stage
9020180006,2018-03-01T00:45:00+00:00,,Estádio Olímpico Nilton Santos,Rio de Janeiro,FT,13,2018,Group Stage - 1,127,Flamengo,435,River Plate,2,2,2,2,True,2018 Copa Libertadores group stage
9020180007,2018-03-01T00:45:00+00:00,,Estadio Jocay,Manta,FT,13,2018,Group Stage - 1,1149,Delfín,3702,Bolívar,1,1,1,1,True,2018 Copa Libertadores group stage
9020180008,2018-03-01T00:45:00+00:00,,Estadio El Campín,Bogotá,FT,13,2018,Group Stage - 1,1125,Millonarios,131,Corinthians,0,0,0,0,True,2018 Copa Libertadores group stage
9020180009,2018-03-01T22:15:00+00:00,,Estadio Metropolitano de Cabudare,Cabudare,FT,13,2018,Group Stage - 1,2812,Deportivo Lara,453,Independiente,1,0,1,0,True,2018 Copa Libertadores group stage
9020180010,2018-03-01T22:15:00+00:00,,Estadio El Campín,Bogotá,FT,13,2018,Group Stage - 1,1139,Santa Fe,1148,Emelec,1,1,1,1,True,2018 Copa Libertadores group stage
9020180011,2018-03-01T22:15:00+00:00,,Estadio Garcilaso,Cusco,FT,13,2018,Group Stage - 1,8000030,Real Garcilaso,128,Santos,2,0,2,0,True,2018 Copa Libertadores group stage
9020180012,2018-03-02T00:30:00+00:00,,Estadio Nacional,Lima,FT,13,2018,Group Stage - 1,2553,Alianza Lima,451,Boca Juniors,0,0,0,0,True,2018 Copa Libertadores group stage
9020180013,2018-03-02T00:30:00+00:00,,Estadio Metropolitano Roberto Meléndez,Barranquilla,FT,13,2018,Group Stage - 1,1135,Junior,121,Palmeiras,0,3,0,3,True,2018 Copa Libertadores group stage
9020180014,2018-03-13T22:15:00+00:00,,Estadio Monumental José Fierro,Tucumán,FT,13,2018,Group Stage - 1,455,Atlético Tucumán,1179,Libertad,0,2,0,2,True,2018 Copa Libertadores group stage
9020180015,2018-03-14T00:30:00+00:00,,Estádio São Januário,Rio de Janeiro,FT,13,2018,Group Stage - 1,133,Vasco DA Gama,2323,Universidad de Chile,0,1,0,1,True,2018 Copa Libertadores group stage
9020180016,2018-03-14T00:30:00+00:00,,Estadio General Pablo Rojas,Asunción,FT,13,2018,Group Stage - 2,1176,Cerro Porteño,2350,Defensor Sporting,2,1,2,1,True,2018 Copa Libertadores group stage
9020180017,2018-03-14T22:15:00+00:00,,Estadio Hernando Siles,La Paz,FT,13,2018,Group Stage - 2,3702,Bolívar,2315,Colo-Colo,1,1,1,1,True,2018 Copa Libertadores group stage
9020180018,2018-03-14T22:15:00+00:00,,Estadio Ciudad de La Plata,La Plata,FT,13,2018,Group Stage - 2,450,Estudiantes,8000030,Real Garcilaso,3,0,3,0,True,2018 Copa Libertadores group stage
9020180019,2018-03-15T00:45:00+00:00,,Estadio Atanasio Girardot,Medellín,FT,13,2018,Group Stage - 2,1137,Atlético Nacional,1149,Delfín,4,0,4,0,True,2018 Copa Libertadores group stage
9020180020,2018-03-15T00:45:00+00:00,,Estadio George Capwell,Guayaquil,FT,13,2018,Group Stage - 2,1148,Emelec,127,Flamengo,1,2,1,2,True,2018 Copa Libertadores group stage
9020180021,2018-03-15T00:45:00+00:00,,Arena Corinthians,São Paulo,FT,13,2018,Group Stage - 2,131,Corinthians,2812,Deportivo Lara,2,0,2,0,True,2018 Copa Libertadores group stage
9020180022,2018-03-15T22:15:00+00:00,,Estádio do Pacaembu,Santos,FT,13,2018,Group Stage - 2,128,Santos,2356,Nacional,3,1,3,1,True,2018 Copa Libertadores group stage
9020180023,2018-03-15T22:15:00+00:00,,Estadio Hernando Siles,La Paz,FT,13,2018,Group Stage - 1,3711,The Strongest,2348,Peñarol,1,0,1,0,True,2018 Copa Libertadores group stage
9020180024,2018-03-16T00:30:00+00:00,,Estadio Libertadores de América,Avellaneda,FT,13,2018,Group Stage - 2,453,Independiente,1125,Millonarios,1,0,1,0,True,2018 Copa Libertadores group stage
