fixture_id,fixture_date,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_short,league_id,league_season,league_round,teams_home_id,teams_home_name,teams_away_id,teams_away_name,goals_home,goals_away,score_fulltime_home,score_fulltime_away,kickoff_time_known,source
9020160001,2016-02-16T23:45:00+00:00,,Estadio Domingo Burgueño,Maldonado,FT,13,2016,Group Stage - 1,8000008,River Plate,121,Palmeiras,2,2,2,2,True,2016 Copa Libertadores second stage
9020160002,2016-02-17T01:30:00+00:00,,Estadio Polideportivo de Pueblo Nuevo,San Cristóbal,FT,13,2016,Group Stage - 1,8000018,Deportivo Táchira,1182,Olimpia,2,1,2,1,True,2016 Copa Libertadores second stage
9020160003,2016-02-17T02:00:00+00:00,,Estadio El Campín,Bogotá,FT,13,2016,Group Stage - 1,1139,Santa Fe,1176,Cerro Porteño,0,0,0,0,True,2016 Copa Libertadores second stage
9020160004,2016-02-17T21:30:00+00:00,,Estádio do Pacaembu,São Paulo,FT,13,2016,Group Stage - 1,126,Sao Paulo,3711,The Strongest,0,1,0,1,True,2016 Copa Libertadores second stage
9020160005,2016-02-17T23:45:00+00:00,,Estadio El Cobre,El Salvador,FT,13,2016,Group Stage - 1,8000013,Cobresal,131,Corinthians,0,1,0,1,True,2016 Copa Libertadores second stage
9020160006,2016-02-17T23:45:00+00:00,,Estadio Monumental de la UNSA,Arequipa,FT,13,2016,Group Stage - 1,2554,Melgar,1062,Atletico-MG,1,2,1,2,True,2016 Copa Libertadores second stage
9020160007,2016-02-18T02:00:00+00:00,,Estadio Nemesio Díez,Toluca,FT,13,2016,Group Stage - 1,8000017,Toluca,130,Gremio,2,0,2,0,True,2016 Copa Libertadores second stage
9020160008,2016-02-19T00:45:00+00:00,,Sangolquí,,FT,13,2016,Group Stage - 1,1153,Independiente del Valle,2315,Colo-Colo,1,1,1,1,True,2016 Copa Libertadores second stage
9020160009,2016-02-19T00:45:00+00:00,,Estadio Nacional,Lima,FT,13,2016,Group Stage - 1,2546,Sporting Cristal,2348,Peñarol,1,1,1,1,True,2016 Copa Libertadores second stage
9020160010,2016-02-19T03:00:00+00:00,,Estadio Olímpico Universitario,Mexico City,FT,13,2016,Group Stage - 1,8000025,Pumas UNAM,1148,Emelec,4,2,4,2,True,2016 Copa Libertadores second stage
9020160011,2016-02-23T22:30:00+00:00,,Estadio de Liga Deportiva Universitaria,Quito,FT,13,2016,Group Stage - 1,1158,LDU Quito,8000028,San Lorenzo,2,0,2,0,True,2016 Copa Libertadores second stage
9020160012,2016-02-24T00:45:00+00:00,,Estadio Tomás Adolfo Ducó,Buenos Aires,FT,13,2016,Group Stage - 1,8000005,Huracán,1137,Atlético Nacional,0,2,0,2,True,2016 Copa Libertadores second stage
9020160013,2016-02-24T22:30:00+00:00,,Estadio Monumental David Arellano,Santiago,FT,13,2016,Group Stage - 2,2315,Colo-Colo,2554,Melgar,1,0,1,0,True,2016 Copa Libertadores second stage
9020160014,2016-02-24T22:30:00+00:00,,Estadio Presidente Juan Domingo Perón,Avellaneda,FT,13,2016,Group Stage - 1,436,Racing,3702,Bolívar,4,1,4,1,True,2016 Copa Libertadores second stage
9020160015,2016-02-25T00:45:00+00:00,,Estádio Independência,Belo Horizonte,FT,13,2016,Group Stage - 2,1062,Atletico-MG,1153,Independiente del Valle,1,0,1,0,True,2016 Copa Libertadores second stage
9020160016,2016-02-25T00:45:00+00:00,,Estadio Deportivo Cali,Palmira,FT,13,2016,Group Stage - 1,1127,Deportivo Cali,451,Boca Juniors,0,0,0,0,True,2016 Copa Libertadores second stage
9020160017,2016-02-25T22:30:00+00:00,,Estadio Defensores del Chaco,Asunción,FT,13,2016,Group Stage - 2,1176,Cerro Porteño,8000013,Cobresal,2,1,2,1,True,2016 Copa Libertadores second stage
9020160018,2016-02-25T22:30:00+00:00,,Estadio Gigante de Arroyito,Rosario,FT,13,2016,Group Stage - 1,8000027,Rosario Central,2356,Nacional,1,1,1,1,True,2016 Copa Libertadores second stage
9020160019,2016-02-26T00:15:00+00:00,,Estadio José Alberto Pérez,Valera,FT,13,2016,Group Stage - 1,8000032,Trujillanos,435,River Plate,0,4,0,4,True,2016 Copa Libertadores second stage
9020160020,2016-02-26T00:45:00+00:00,,Estadio Reales Tamarindos,Portoviejo,FT,13,2016,Group Stage - 2,1148,Emelec,8000018,Deportivo Táchira,2,0,2,0,True,2016 Copa Libertadores second stage
9020160021,2016-03-01T20:15:00+00:00,,Estadio Monumental de la UNSA,Arequipa,FT,13,2016,Group Stage - 3,2554,Melgar,1153,Independiente del Valle,0,1,0,1,True,2016 Copa Libertadores second stage
9020160022,2016-03-01T22:30:00+00:00,,Estadio Defensores del Chaco,Asunción,FT,13,2016,Group Stage - 2,1182,Olimpia,8000025,Pumas UNAM,0,2,0,2,True,2016 Copa Libertadores second stage
9020160023,2016-03-02T00:45:00+00:00,,Estadio Atanasio Girardot,Medellín,FT,13,2016,Group Stage - 2,1137,Atlético Nacional,2546,Sporting Cristal,3,0,3,0,True,2016 Copa Libertadores second stage
9020160024,2016-03-02T00:45:00+00:00,,Estadio Centenario,Montevideo,FT,13,2016,Group Stage - 2,2348,Peñarol,8000005,Huracán,0,1,0,1,True,2016 Copa Libertadores second stage
9020160025,2016-03-02T20:15:00+00:00,,Estadio Hernando Siles,La Paz,FT,13,2016,Group Stage - 2,3711,The Strongest,8000032,Trujillanos,2,1,2,1,True,2016 Copa Libertadores second stage
9020160026,2016-03-02T22:30:00+00:00,,Gran Parque Central,Montevideo,FT,13,2016,Group Stage - 2,2356,Nacional,8000008,River Plate,0,0,0,0,True,2016 Copa Libertadores second stage
9020160027,2016-03-02T22:30:00+00:00,,Estadio Pedro Bidegain,Buenos Aires,FT,13,2016,Group Stage - 2,8000028,San Lorenzo,8000017,Toluca,1,1,1,1,True,2016 Copa Libertadores second stage
9020160028,2016-03-03T00:45:00+00:00,,Arena do Grêmio,Porto Alegre,FT,13,2016,Group Stage - 2,130,Gremio,1158,LDU Quito,4,0,4,0,True,2016 Copa Libertadores second stage
9020160029,2016-03-03T00:45:00+00:00,,Arena Corinthians,São Paulo,FT,13,2016,Group Stage - 2,131,Corinthians,1139,Santa Fe,1,0,1,0,True,2016 Copa Libertadores second stage
9020160030,2016-03-03T22:30:00+00:00,,Estadio Alberto J. Armando,Buenos Aires,FT,13,2016,Group Stage - 2,451,Boca Juniors,436,Racing,0,0,0,0,True,2016 Copa Libertadores second stage
9020160031,2016-03-04T00:45:00+00:00,,Estadio Hernando Siles,La Paz,FT,13,2016,Group Stage - 2,3702,Bolívar,1127,Deportivo Cali,5,0,5,0,True,2016 Copa Libertadores second stage
9020160032,2016-03-04T00:45:00+00:00,,Allianz Parque,São Paulo,FT,13,2016,Group Stage - 2,121,Palmeiras,8000027,Rosario Central,2,0,2,0,True,2016 Copa Libertadores second stage
9020160033,2016-03-08T22:30:00+00:00,,Estadio Jocay,Manta,FT,13,2016,Group Stage - 3,1148,Emelec,1182,Olimpia,2,2,2,2,True,2016 Copa Libertadores second stage
9020160034,2016-03-09T00:45:00+00:00,,Estadio Atanasio Girardot,Medellín,FT,13,2016,Group Stage - 3,1137,Atlético Nacional,2348,Peñarol,2,0,2,0,True,2016 Copa Libertadores second stage
9020160035,2016-03-09T00:45:00+00:00,,Estadio Nacional,Lima,FT,13,2016,Group Stage - 3,2546,Sporting Cristal,8000005,Huracán,3,2,3,2,True,2016 Copa Libertadores second stage
