fixture_id,fixture_date,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_short,league_id,league_season,league_round,teams_home_id,teams_home_name,teams_away_id,teams_away_name,goals_home,goals_away,score_fulltime_home,score_fulltime_away,kickoff_time_known,source
9020140001,2014-02-11T22:00:00+00:00,,Estádio do Maracanã,Rio de Janeiro,FT,13,2014,Group Stage - 1,120,Botafogo,460,San Lorenzo,2,0,2,0,True,2014 Copa Libertadores second stage
9020140002,2014-02-12T00:15:00+00:00,,Estadio Corona,Torreón,FT,13,2014,Group Stage - 1,8000009,Santos Laguna,459,Arsenal,1,0,1,0,True,2014 Copa Libertadores second stage
9020140003,2014-02-12T00:15:00+00:00,,Estadio Agustín Tovar,Barinas,FT,13,2014,Group Stage - 1,2806,Zamora,1062,Atletico-MG,0,1,0,1,True,2014 Copa Libertadores second stage
9020140004,2014-02-12T02:30:00+00:00,,"Estadio Monumental ""U""",Lima,FT,13,2014,Group Stage - 1,2540,Universitario,438,Vélez Sarsfield,0,1,0,1,True,2014 Copa Libertadores second stage
9020140005,2014-02-12T02:30:00+00:00,,Estadio El Campín,Bogotá,FT,13,2014,Group Stage - 1,1139,Santa Fe,1175,Nacional,3,1,3,1,True,2014 Copa Libertadores second stage
9020140006,2014-02-12T21:45:00+00:00,,Estadio José Antonio Anzoátegui,Puerto la Cruz,FT,13,2014,Group Stage - 1,8000012,Deportivo Anzoátegui,2348,Peñarol,1,1,1,1,True,2014 Copa Libertadores second stage
9020140007,2014-02-13T00:00:00+00:00,,Estadio León,León,FT,13,2014,Group Stage - 1,8000006,León,127,Flamengo,2,1,2,1,True,2014 Copa Libertadores second stage
9020140008,2014-02-13T00:00:00+00:00,,Estadio Huancayo,Huancayo,FT,13,2014,Group Stage - 1,8000030,Real Garcilaso,135,Cruzeiro,2,1,2,1,True,2014 Copa Libertadores second stage
9020140009,2014-02-13T02:15:00+00:00,,Estadio Pascual Guerrero,Cali,FT,13,2014,Group Stage - 1,1127,Deportivo Cali,1176,Cerro Porteño,1,0,1,0,True,2014 Copa Libertadores second stage
9020140010,2014-02-13T22:00:00+00:00,,Estadio Nacional Julio Martínez Prádanos,Santiago,FT,13,2014,Group Stage - 1,2323,Universidad de Chile,2350,Defensor Sporting,1,0,1,0,True,2014 Copa Libertadores second stage
9020140011,2014-02-13T22:00:00+00:00,,Estádio Vila Capanema,Curitiba,FT,13,2014,Group Stage - 1,134,Atletico Paranaense,3711,The Strongest,1,0,1,0,True,2014 Copa Libertadores second stage
9020140012,2014-02-14T00:15:00+00:00,,Estadio Ciudad de Lanús,Lanús,FT,13,2014,Group Stage - 1,446,Lanús,8000026,O'Higgins,0,0,0,0,True,2014 Copa Libertadores second stage
9020140013,2014-02-14T00:15:00+00:00,,Estadio Gran Parque Central,Montevideo,FT,13,2014,Group Stage - 1,2356,Nacional,130,Gremio,0,1,0,1,True,2014 Copa Libertadores second stage
9020140014,2014-02-14T02:30:00+00:00,,Estadio Atanasio Girardot,Medellín,FT,13,2014,Group Stage - 1,1137,Atlético Nacional,457,Newell's Old Boys,1,0,1,0,True,2014 Copa Libertadores second stage
9020140015,2014-02-14T02:30:00+00:00,,Estadio George Capwell,Guayaquil,FT,13,2014,Group Stage - 1,1148,Emelec,3702,Bolívar,2,1,2,1,True,2014 Copa Libertadores second stage
9020140016,2014-02-18T23:15:00+00:00,,Estadio Centenario,Montevideo,FT,13,2014,Group Stage - 2,2348,Peñarol,8000009,Santos Laguna,0,2,0,2,True,2014 Copa Libertadores second stage
9020140017,2014-02-19T01:30:00+00:00,,Sangolquí,,FT,13,2014,Group Stage - 1,1153,Independiente del Valle,2321,Unión Española,2,2,2,2,True,2014 Copa Libertadores second stage
9020140018,2014-02-19T22:30:00+00:00,,Estadio Luis Franzini,Montevideo,FT,13,2014,Group Stage - 2,2350,Defensor Sporting,8000030,Real Garcilaso,4,1,4,1,True,2014 Copa Libertadores second stage
9020140019,2014-02-20T00:45:00+00:00,,Estadio Hernando Siles,La Paz,FT,13,2014,Group Stage - 2,3702,Bolívar,8000006,León,1,1,1,1,True,2014 Copa Libertadores second stage
9020140020,2014-02-20T00:45:00+00:00,,Estadio Monumental David Arellano,Santiago,FT,13,2014,Group Stage - 2,8000026,O'Higgins,1127,Deportivo Cali,1,0,1,0,True,2014 Copa Libertadores second stage
9020140021,2014-02-20T23:00:00+00:00,,Estadio Defensores del Chaco,Asunción,FT,13,2014,Group Stage - 2,1175,Nacional,2806,Zamora,1,0,1,0,True,2014 Copa Libertadores second stage
9020140022,2014-02-21T01:15:00+00:00,,Estadio Hernando Siles,La Paz,FT,13,2014,Group Stage - 2,3711,The Strongest,2540,Universitario,1,0,1,0,True,2014 Copa Libertadores second stage
