fixture_id,fixture_date,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_short,league_id,league_season,league_round,teams_home_id,teams_home_name,teams_away_id,teams_away_name,goals_home,goals_away,score_fulltime_home,score_fulltime_away,kickoff_time_known,source
9520170001,2017-02-28T22:15:00+00:00,,Estadio Gran Parque Central,Montevideo,FT,11,2017,1st Round,2361,Boston River,8000010,Comerciantes Unidos,3,1,3,1,True,2017 Copa Sudamericana first stage
9520170002,2017-02-28T22:15:00+00:00,,Estadio El Teniente,Rancagua,FT,11,2017,1st Round,8000026,O'Higgins,8000018,Fuerza Amarilla,1,0,1,0,True,2017 Copa Sudamericana first stage
9520170003,2017-03-01T00:45:00+00:00,,Estadio Deportivo Cali,Palmira,FT,11,2017,1st Round,1127,Deportivo Cali,1183,Sportivo Luqueño,1,0,1,0,True,2017 Copa Sudamericana first stage
9520170004,2017-03-01T00:45:00+00:00,,Estadio de Liga Deportiva Universitaria,Quito,FT,11,2017,1st Round,1158,LDU Quito,2350,Defensor Sporting,2,2,2,2,True,2017 Copa Sudamericana first stage
9520170005,2017-03-01T22:15:00+00:00,,Estadio José Antonio Anzoátegui,Puerto la Cruz,FT,11,2017,1st Round,8000012,Deportivo Anzoátegui,445,Huracán,3,0,3,0,True,2017 Copa Sudamericana first stage
9520170006,2017-03-01T22:15:00+00:00,,Estadio Víctor Agustín Ugarte,Potosí,FT,11,2017,1st Round,3706,Nacional Potosí,2555,Sport Huancayo,3,1,3,1,True,2017 Copa Sudamericana first stage
9520170007,2017-03-02T00:45:00+00:00,,Estadio Nacional Julio Martínez Prádanos,Santiago,FT,11,2017,1st Round,2318,Palestino,8000001,Atlético Venezuela,0,1,0,1,True,2017 Copa Sudamericana first stage
9520170008,2017-03-02T00:45:00+00:00,,Estadio Presidente Juan Domingo Perón,Avellaneda,FT,11,2017,1st Round,436,Racing,8000031,Rionegro Águilas,1,0,1,0,True,2017 Copa Sudamericana first stage
9520170009,2017-03-02T21:00:00+00:00,,Estadio Mansiche,Trujillo,FT,11,2017,1st Round,8000022,Juan Aurich,459,Arsenal,0,2,0,2,True,2017 Copa Sudamericana first stage
9520170010,2017-03-02T22:15:00+00:00,,Estadio Defensores del Chaco,Asunción,FT,11,2017,1st Round,1176,Cerro Porteño,2808,Caracas,1,1,1,1,True,2017 Copa Sudamericana first stage
