fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,fixture_status_extra,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,league_standings,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away
1180448,Braulio da Silva Machado,UTC,2024-06-20T23:00:00+00:00,1718924400,1718924400,1718928000,,Estadio Jornalista Mário Filho,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 10,True,127,Flamengo,https://media.api-sports.io/football/teams/127.png,True,118,Bahia,https://media.api-sports.io/football/teams/118.png,False,2,1,1,1,2,1,,,,
1180450,Anderson Daronco,UTC,2024-06-21T00:30:00+00:00,1718929800,1718929800,1718933400,258,Allianz Parque,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 10,True,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,True,794,RB Bragantino,https://media.api-sports.io/football/teams/794.png,False,2,1,1,0,2,1,,,,
1180464,Luiz Flávio,UTC,2024-06-22T19:00:00+00:00,1719082800,1719082800,1719086400,233,Estádio Heriberto Hülse,"Criciúma, Santa Catarina",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,140,Criciuma,https://media.api-sports.io/football/teams/140.png,True,120,Botafogo,https://media.api-sports.io/football/teams/120.png,False,2,1,1,0,2,1,,,,
1180455,Ramon Abatti,UTC,2024-06-22T20:30:00+00:00,1719088200,1719088200,1719091800,230,Estádio Major Antônio Couto Pereira,"Curitiba, Paraná",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,130,Gremio,https://media.api-sports.io/football/teams/130.png,False,119,Internacional,https://media.api-sports.io/football/teams/119.png,True,0,1,0,0,0,1,,,,
1180463,Bruno Pereira Vasconcelos,UTC,2024-06-22T21:30:00+00:00,1719091800,1719091800,1719095400,235,Arena Pantanal,"Cuiabá, Mato Grosso",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,1193,Cuiaba,https://media.api-sports.io/football/teams/1193.png,,144,Atletico Goianiense,https://media.api-sports.io/football/teams/144.png,,0,0,0,0,0,0,,,,
1180459,Caio Max Augusto Vieira,UTC,2024-06-23T00:30:00+00:00,1719102600,1719102600,1719106200,19377,Estádio São Januário,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,True,126,Sao Paulo,https://media.api-sports.io/football/teams/126.png,False,4,1,2,1,4,1,,,,
1180457,Paulo Belence Alves dos Prazeres Filho,UTC,2024-06-23T19:00:00+00:00,1719169200,1719169200,1719172800,216,Arena Fonte Nova,"Salvador, Bahia",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,118,Bahia,https://media.api-sports.io/football/teams/118.png,True,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,False,4,1,1,1,4,1,,,,
1180458,Rafael Rodrigo Klein,UTC,2024-06-23T19:00:00+00:00,1719169200,1719169200,1719172800,,Estadio Jornalista Mário Filho,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,124,Fluminense,https://media.api-sports.io/football/teams/124.png,False,127,Flamengo,https://media.api-sports.io/football/teams/127.png,True,0,1,0,0,0,1,,,,
1180462,Felipe Fernandes de Lima,UTC,2024-06-23T19:00:00+00:00,1719169200,1719169200,1719172800,,Ligga Arena,"Curitiba, Paraná",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,134,Atletico Paranaense,https://media.api-sports.io/football/teams/134.png,,131,Corinthians,https://media.api-sports.io/football/teams/131.png,,1,1,1,0,1,1,,,,
1180460,Davi de Oliveira Lacerda,UTC,2024-06-23T21:30:00+00:00,1719178200,1719178200,1719181800,258,Allianz Parque,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,True,152,Juventude,https://media.api-sports.io/football/teams/152.png,False,3,1,0,0,3,1,,,,
1180461,Jonathan Benkenstein Pinheiro,UTC,2024-06-23T21:30:00+00:00,1719178200,1719178200,1719181800,220,Estádio Nabi Abi Chedid,"Bragança Paulista, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,794,RB Bragantino,https://media.api-sports.io/football/teams/794.png,True,136,Vitoria,https://media.api-sports.io/football/teams/136.png,False,2,1,1,1,2,1,,,,
1180456,Flavio Rodrigues De Souza,UTC,2024-06-23T21:30:00+00:00,1719178200,1719178200,1719181800,21427,Arena MRV,"Belo Horizonte, Minas Gerais",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 11,True,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,,154,Fortaleza EC,https://media.api-sports.io/football/teams/154.png,,1,1,0,1,1,1,,,,
1180469,Gustavo Ervino Bauermann,UTC,2024-06-26T22:00:00+00:00,1719439200,1719439200,1719442800,218,Estádio Nilton Santos,Rio de Janeiro,Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,120,Botafogo,https://media.api-sports.io/football/teams/120.png,True,794,RB Bragantino,https://media.api-sports.io/football/teams/794.png,False,2,1,1,1,2,1,,,,
1180466,Davi de Oliveira Lacerda,UTC,2024-06-26T22:00:00+00:00,1719439200,1719439200,1719442800,234,Estádio Governador Magalhães Pinto,"Belo Horizonte, Minas Gerais",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,True,134,Atletico Paranaense,https://media.api-sports.io/football/teams/134.png,False,2,0,1,0,2,0,,,,
1180470,Fabio Augusto Santos Sá Junior,UTC,2024-06-26T23:00:00+00:00,1719442800,1719442800,1719446400,11531,Neo Química Arena,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,131,Corinthians,https://media.api-sports.io/football/teams/131.png,,1193,Cuiaba,https://media.api-sports.io/football/teams/1193.png,,1,1,0,1,1,1,,,,
1180473,Bruno Arleu de Araujo,UTC,2024-06-26T23:00:00+00:00,1719442800,1719442800,1719446400,211,Estádio Antônio Accioly,"Goiânia, Goiás",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,144,Atletico Goianiense,https://media.api-sports.io/football/teams/144.png,,130,Gremio,https://media.api-sports.io/football/teams/130.png,,1,1,0,0,1,1,,,,
1180474,Matheus Delgado Candançan,UTC,2024-06-26T23:00:00+00:00,1719442800,1719442800,1719446400,248,Estádio Alfredo Jaconi,"Caxias do Sul, Rio Grande do Sul",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,152,Juventude,https://media.api-sports.io/football/teams/152.png,True,127,Flamengo,https://media.api-sports.io/football/teams/127.png,False,2,1,1,1,2,1,,,,
1180467,João Gobi,UTC,2024-06-27T00:30:00+00:00,1719448200,1719448200,1719451800,216,Arena Fonte Nova,"Salvador, Bahia",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,118,Bahia,https://media.api-sports.io/football/teams/118.png,True,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,False,2,1,1,1,2,1,,,,
1180465,Luiz Flávio,UTC,2024-06-27T00:30:00+00:00,1719448200,1719448200,1719451800,233,Estádio Heriberto Hülse,"Criciúma, Santa Catarina",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,119,Internacional,https://media.api-sports.io/football/teams/119.png,False,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,True,1,2,0,0,1,2,,,,
1180472,Alex Gomes,UTC,2024-06-27T00:30:00+00:00,1719448200,1719448200,1719451800,225,Estádio Governador Plácido Aderaldo Castelo,"Fortaleza, Ceará",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,154,Fortaleza EC,https://media.api-sports.io/football/teams/154.png,True,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,False,3,0,1,0,3,0,,,,
1180468,Flavio Rodrigues De Souza,UTC,2024-06-27T22:00:00+00:00,1719525600,1719525600,1719529200,,Estadio Jornalista Mário Filho,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,124,Fluminense,https://media.api-sports.io/football/teams/124.png,False,136,Vitoria,https://media.api-sports.io/football/teams/136.png,True,0,1,0,0,0,1,,,,
1180471,Bruno Pereira Vasconcelos,UTC,2024-06-27T23:00:00+00:00,1719529200,1719529200,1719532800,20813,MorumBIS,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 12,True,126,Sao Paulo,https://media.api-sports.io/football/teams/126.png,True,140,Criciuma,https://media.api-sports.io/football/teams/140.png,False,2,1,2,0,2,1,,,,
1180479,Ramon Abatti,UTC,2024-06-29T21:30:00+00:00,1719696600,1719696600,1719700200,19377,Estádio São Januário,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,,120,Botafogo,https://media.api-sports.io/football/teams/120.png,,1,1,0,0,1,1,,,,
1180483,Felipe Fernandes de Lima,UTC,2024-06-29T21:30:00+00:00,1719696600,1719696600,1719700200,235,Arena Pantanal,"Cuiabá, Mato Grosso",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,1193,Cuiaba,https://media.api-sports.io/football/teams/1193.png,,794,RB Bragantino,https://media.api-sports.io/football/teams/794.png,,1,1,1,1,1,1,,,,
1180476,Jonathan Benkenstein Pinheiro,UTC,2024-06-30T14:00:00+00:00,1719756000,1719756000,1719759600,21427,Arena MRV,"Belo Horizonte, Minas Gerais",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,,144,Atletico Goianiense,https://media.api-sports.io/football/teams/144.png,,1,1,1,1,1,1,,,,
1180481,Marcelo de Lima Henrique,UTC,2024-06-30T19:00:00+00:00,1719774000,1719774000,1719777600,20813,MorumBIS,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,126,Sao Paulo,https://media.api-sports.io/football/teams/126.png,True,118,Bahia,https://media.api-sports.io/football/teams/118.png,False,3,1,2,0,3,1,,,,
1180475,Paulo Cesar Zanovelli da Silva,UTC,2024-06-30T19:00:00+00:00,1719774000,1719774000,1719777600,5625,Estádio Francisco Stédile,"Caxias do Sul, Rio Grande do Sul",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,130,Gremio,https://media.api-sports.io/football/teams/130.png,True,124,Fluminense,https://media.api-sports.io/football/teams/124.png,False,1,0,0,0,1,0,,,,
1180482,Rodrigo José Pereira de Lima,UTC,2024-06-30T19:00:00+00:00,1719774000,1719774000,1719777600,225,Estádio Governador Plácido Aderaldo Castelo,"Fortaleza, Ceará",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,154,Fortaleza EC,https://media.api-sports.io/football/teams/154.png,True,152,Juventude,https://media.api-sports.io/football/teams/152.png,False,2,1,2,0,2,1,,,,
1180478,Braulio da Silva Machado,UTC,2024-06-30T21:30:00+00:00,1719783000,1719783000,1719786600,,Estadio Jornalista Mário Filho,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,127,Flamengo,https://media.api-sports.io/football/teams/127.png,True,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,False,2,1,1,1,2,1,,,,
1180477,Bruno Arleu de Araujo,UTC,2024-06-30T21:30:00+00:00,1719783000,1719783000,1719786600,281,Estádio Manoel Barradas,"Salvador, Bahia",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,136,Vitoria,https://media.api-sports.io/football/teams/136.png,False,134,Atletico Paranaense,https://media.api-sports.io/football/teams/134.png,True,0,1,0,0,0,1,,,,
1180484,Wagner do Nascimento Magalhaes,UTC,2024-06-30T21:30:00+00:00,1719783000,1719783000,1719786600,233,Estádio Heriberto Hülse,"Criciúma, Santa Catarina",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,140,Criciuma,https://media.api-sports.io/football/teams/140.png,,119,Internacional,https://media.api-sports.io/football/teams/119.png,,1,1,0,1,1,1,,,,
1180480,Anderson Daronco,UTC,2024-07-01T23:00:00+00:00,1719874800,1719874800,1719878400,258,Allianz Parque,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 13,True,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,True,131,Corinthians,https://media.api-sports.io/football/teams/131.png,False,2,0,0,0,2,0,,,,
1180493,Paulo Cesar Zanovelli da Silva,UTC,2024-07-03T22:00:00+00:00,1720044000,1720044000,1720047600,235,Arena Pantanal,"Cuiabá, Mato Grosso",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,1193,Cuiaba,https://media.api-sports.io/football/teams/1193.png,False,120,Botafogo,https://media.api-sports.io/football/teams/120.png,True,1,2,1,1,1,2,,,,
1180489,Matheus Delgado Candançan,UTC,2024-07-03T23:00:00+00:00,1720047600,1720047600,1720051200,19377,Estádio São Januário,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,True,154,Fortaleza EC,https://media.api-sports.io/football/teams/154.png,False,2,0,1,0,2,0,,,,
1180494,João Gobi,UTC,2024-07-03T23:00:00+00:00,1720047600,1720047600,1720051200,233,Estádio Heriberto Hülse,"Criciúma, Santa Catarina",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,140,Criciuma,https://media.api-sports.io/football/teams/140.png,True,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,False,1,0,0,0,1,0,,,,
1180492,Alex Gomes,UTC,2024-07-04T00:30:00+00:00,1720053000,1720053000,1720056600,,Ligga Arena,"Curitiba, Paraná",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,134,Atletico Paranaense,https://media.api-sports.io/football/teams/134.png,False,126,Sao Paulo,https://media.api-sports.io/football/teams/126.png,True,1,2,1,1,1,2,,,,
1180491,Davi de Oliveira Lacerda,UTC,2024-07-04T00:30:00+00:00,1720053000,1720053000,1720056600,220,Estádio Nabi Abi Chedid,"Bragança Paulista, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,794,RB Bragantino,https://media.api-sports.io/football/teams/794.png,True,144,Atletico Goianiense,https://media.api-sports.io/football/teams/144.png,False,3,1,3,1,3,1,,,,
1180486,Ramon Abatti,UTC,2024-07-04T00:30:00+00:00,1720053000,1720053000,1720056600,21427,Arena MRV,"Belo Horizonte, Minas Gerais",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,False,127,Flamengo,https://media.api-sports.io/football/teams/127.png,True,2,4,0,2,2,4,,,,
1180487,Wagner do Nascimento Magalhaes,UTC,2024-07-04T22:00:00+00:00,1720130400,1720130400,1720134000,216,Arena Fonte Nova,"Salvador, Bahia",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,118,Bahia,https://media.api-sports.io/football/teams/118.png,True,152,Juventude,https://media.api-sports.io/football/teams/152.png,False,2,0,0,0,2,0,,,,
1180485,Marcelo de Lima Henrique,UTC,2024-07-04T22:00:00+00:00,1720130400,1720130400,1720134000,5625,Estádio Francisco Stédile,"Caxias do Sul, Rio Grande do Sul",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,130,Gremio,https://media.api-sports.io/football/teams/130.png,,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,,2,2,1,0,2,2,,,,
1180488,Felipe Fernandes de Lima,UTC,2024-07-04T23:00:00+00:00,1720134000,1720134000,1720137600,,Estadio Jornalista Mário Filho,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,124,Fluminense,https://media.api-sports.io/football/teams/124.png,,119,Internacional,https://media.api-sports.io/football/teams/119.png,,1,1,1,1,1,1,,,,
1180490,Gustavo Ervino Bauermann,UTC,2024-07-04T23:00:00+00:00,1720134000,1720134000,1720137600,11531,Neo Química Arena,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 14,True,131,Corinthians,https://media.api-sports.io/football/teams/131.png,True,136,Vitoria,https://media.api-sports.io/football/teams/136.png,False,3,2,2,1,3,2,,,,
1180501,Bruno Pereira Vasconcelos,UTC,2024-07-06T23:00:00+00:00,1720306800,1720306800,1720310400,20813,MorumBIS,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,126,Sao Paulo,https://media.api-sports.io/football/teams/126.png,True,794,RB Bragantino,https://media.api-sports.io/football/teams/794.png,False,2,0,0,0,2,0,,,,
1180498,Rodrigo José Pereira de Lima,UTC,2024-07-06T23:00:00+00:00,1720306800,1720306800,1720310400,,Estadio Jornalista Mário Filho,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,127,Flamengo,https://media.api-sports.io/football/teams/127.png,,1193,Cuiaba,https://media.api-sports.io/football/teams/1193.png,,1,1,0,1,1,1,,,,
1180496,Alex Gomes,UTC,2024-07-07T19:00:00+00:00,1720378800,1720378800,1720382400,234,Estádio Governador Magalhães Pinto,"Belo Horizonte, Minas Gerais",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,True,131,Corinthians,https://media.api-sports.io/football/teams/131.png,False,3,0,2,0,3,0,,,,
1180504,Matheus Delgado Candançan,UTC,2024-07-07T19:00:00+00:00,1720378800,1720378800,1720382400,248,Estádio Alfredo Jaconi,"Caxias do Sul, Rio Grande do Sul",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,152,Juventude,https://media.api-sports.io/football/teams/152.png,True,130,Gremio,https://media.api-sports.io/football/teams/130.png,False,3,0,2,0,3,0,,,,
1180502,Davi de Oliveira Lacerda,UTC,2024-07-07T19:00:00+00:00,1720378800,1720378800,1720382400,225,Estádio Governador Plácido Aderaldo Castelo,"Fortaleza, Ceará",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,154,Fortaleza EC,https://media.api-sports.io/football/teams/154.png,True,124,Fluminense,https://media.api-sports.io/football/teams/124.png,False,1,0,0,0,1,0,,,,
1180495,Gustavo Ervino Bauermann,UTC,2024-07-07T21:00:00+00:00,1720386000,1720386000,1720389600,244,Estádio José Pinheiro Borda,"Porto Alegre, Rio Grande do Sul",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,119,Internacional,https://media.api-sports.io/football/teams/119.png,False,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,True,1,2,0,0,1,2,,,,
1180500,Jonathan Benkenstein Pinheiro,UTC,2024-07-07T21:30:00+00:00,1720387800,1720387800,1720391400,258,Allianz Parque,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,True,118,Bahia,https://media.api-sports.io/football/teams/118.png,False,2,0,1,0,2,0,,,,
1180497,Bruno Mota Correia,UTC,2024-07-07T21:30:00+00:00,1720387800,1720387800,1720391400,281,Estádio Manoel Barradas,"Salvador, Bahia",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,136,Vitoria,https://media.api-sports.io/football/teams/136.png,True,140,Criciuma,https://media.api-sports.io/football/teams/140.png,False,2,1,2,1,2,1,,,,
1180503,João Gobi,UTC,2024-07-07T21:30:00+00:00,1720387800,1720387800,1720391400,211,Estádio Antônio Accioly,"Goiânia, Goiás",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,144,Atletico Goianiense,https://media.api-sports.io/football/teams/144.png,False,134,Atletico Paranaense,https://media.api-sports.io/football/teams/134.png,True,1,2,0,0,1,2,,,,
1180499,Rafael Rodrigo Klein,UTC,2024-07-07T23:30:00+00:00,1720395000,1720395000,1720398600,218,Estádio Nilton Santos,Rio de Janeiro,Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 15,True,120,Botafogo,https://media.api-sports.io/football/teams/120.png,True,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,False,3,0,1,0,3,0,,,,
1180505,Bruno Arleu de Araujo,UTC,2024-07-10T21:30:00+00:00,1720647000,1720647000,1720650600,5625,Estádio Francisco Stédile,"Caxias do Sul, Rio Grande do Sul",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 16,True,130,Gremio,https://media.api-sports.io/football/teams/130.png,False,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,True,0,2,0,2,0,2,,,,
1180509,Rafael Rodrigo Klein,UTC,2024-07-10T22:00:00+00:00,1720648800,1720648800,1720652400,19377,Estádio São Januário,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 16,True,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,True,131,Corinthians,https://media.api-sports.io/football/teams/131.png,False,2,0,0,0,2,0,,,,
1180512,Felipe Fernandes de Lima,UTC,2024-07-10T22:00:00+00:00,1720648800,1720648800,1720652400,,Ligga Arena,"Curitiba, Paraná",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 16,True,134,Atletico Paranaense,https://media.api-sports.io/football/teams/134.png,False,118,Bahia,https://media.api-sports.io/football/teams/118.png,True,1,3,0,2,1,3,,,,
1180510,Wagner do Nascimento Magalhaes,UTC,2024-07-11T22:30:00+00:00,1720737000,1720737000,1720740600,258,Allianz Parque,"São Paulo, São Paulo",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 16,True,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,True,144,Atletico Goianiense,https://media.api-sports.io/football/teams/144.png,False,3,1,1,1,3,1,,,,
1180508,Edina Alves Batista,UTC,2024-07-11T23:00:00+00:00,1720738800,1720738800,1720742400,,Estadio Jornalista Mário Filho,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90,,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2024,Regular Season - 16,True,127,Flamengo,https://media.api-sports.io/football/teams/127.png,False,154,Fortaleza EC,https://media.api-sports.io/football/teams/154.png,True,1,2,1,1,1,2,,,,
