date,home,away,goals_home,goals_away,outcome,p_home,p_draw,p_away
29/03/2025,Cruzeiro,Mirassol,2,1,home,0.516,0.261,0.22399999999999998
29/03/2025,Fortaleza EC,Fluminense,2,0,home,0.41200000000000003,0.295,0.293
29/03/2025,Gremio,Atletico-MG,2,1,home,0.47100000000000003,0.261,0.268
29/03/2025,Juventude,Vitoria,2,0,home,0.452,0.249,0.299
29/03/2025,Flamengo,Internacional,1,1,draw,0.556,0.247,0.19699999999999998
29/03/2025,Sao Paulo,Sport Recife,0,0,draw,0.501,0.247,0.252
30/03/2025,Palmeiras,Botafogo,0,0,draw,0.52,0.29100000000000004,0.18899999999999997
30/03/2025,Bahia,Corinthians,1,1,draw,0.382,0.26,0.358
30/03/2025,Vasco DA Gama,Santos,2,1,home,0.442,0.26,0.298
31/03/2025,RB Bragantino,Ceara,2,2,draw,0.33399999999999996,0.273,0.39399999999999996
05/04/2025,Botafogo,Juventude,2,0,home,0.5720000000000001,0.25,0.17800000000000002
05/04/2025,Ceara,Gremio,2,0,home,0.45899999999999996,0.247,0.294
05/04/2025,Corinthians,Vasco DA Gama,3,0,home,0.586,0.23800000000000002,0.175
06/04/2025,Atletico-MG,Sao Paulo,0,0,draw,0.46299999999999997,0.27899999999999997,0.258
06/04/2025,Fluminense,RB Bragantino,2,1,home,0.619,0.24600000000000002,0.134
06/04/2025,Internacional,Cruzeiro,3,0,home,0.6459999999999999,0.22899999999999998,0.124
06/04/2025,Mirassol,Fortaleza EC,1,1,draw,0.335,0.267,0.39799999999999996
06/04/2025,Santos,Bahia,2,2,draw,0.439,0.252,0.309
06/04/2025,Sport Recife,Palmeiras,1,2,away,0.321,0.275,0.40299999999999997
06/04/2025,Vitoria,Flamengo,1,2,away,0.22699999999999998,0.26,0.513
12/04/2025,Juventude,Ceara,2,1,home,0.39899999999999997,0.248,0.35200000000000004
12/04/2025,Palmeiras,Corinthians,2,0,home,0.371,0.27699999999999997,0.35100000000000003
12/04/2025,RB Bragantino,Botafogo,1,0,home,0.254,0.298,0.44799999999999995
12/04/2025,Vasco DA Gama,Sport Recife,3,1,home,0.47100000000000003,0.253,0.27699999999999997
13/04/2025,Atletico-MG,Vitoria,2,2,draw,0.518,0.26899999999999996,0.213
13/04/2025,Bahia,Mirassol,1,1,draw,0.596,0.22399999999999998,0.18
13/04/2025,Fluminense,Santos,1,0,home,0.51,0.259,0.231
13/04/2025,Fortaleza EC,Internacional,0,0,draw,0.34700000000000003,0.275,0.377
13/04/2025,Gremio,Flamengo,0,2,away,0.29,0.255,0.455
13/04/2025,Sao Paulo,Cruzeiro,1,1,draw,0.55,0.268,0.182
15/04/2025,Ceara,Vasco DA Gama,2,1,home,0.536,0.24600000000000002,0.218
16/04/2025,Corinthians,Fluminense,0,2,away,0.5579999999999999,0.26,0.182
16/04/2025,Flamengo,Juventude,6,0,home,0.701,0.188,0.111
16/04/2025,Internacional,Palmeiras,0,1,away,0.47700000000000004,0.272,0.251
16/04/2025,Mirassol,Gremio,4,1,home,0.364,0.255,0.381
16/04/2025,Santos,Atletico-MG,2,0,home,0.46399999999999997,0.263,0.273
16/04/2025,Sport Recife,RB Bragantino,0,1,away,0.54,0.24,0.22
16/04/2025,Vitoria,Fortaleza EC,2,1,home,0.386,0.278,0.336
16/04/2025,Botafogo,Sao Paulo,2,2,draw,0.541,0.298,0.161
17/04/2025,Cruzeiro,Bahia,3,0,home,0.371,0.26899999999999996,0.361
19/04/2025,Corinthians,Sport Recife,2,1,home,0.624,0.21899999999999997,0.157
19/04/2025,Gremio,Internacional,1,1,draw,0.21600000000000003,0.244,0.54
19/04/2025,Vasco DA Gama,Flamengo,0,0,draw,0.145,0.212,0.642
20/04/2025,Atletico-MG,Botafogo,1,0,home,0.341,0.322,0.337
