knob,level,season,matches,diff,ci_low,ci_high
copa_weight,0.5,2023,373,-0.00016153465587329775,-0.0008060120984199421,0.00047093894248965534
copa_weight,0.5,2024,376,7.88061203455792e-05,-0.0002995827242550412,0.00047934589011783843
copa_weight,0.5,2025,374,8.937755971200921e-05,-0.00045043667630728195,0.0006198571703833514
copa_weight,1.5,2016,375,0.00042066237682874977,7.413987260474507e-05,0.0007980248861965464
copa_weight,1.5,2017,378,-4.7384943067676766e-05,-0.0005018307881134064,0.000403432868312586
copa_weight,1.5,2018,377,9.609579098305014e-05,-0.00017698853557634003,0.00036733665930658416
copa_weight,1.5,2019,376,9.100284269620881e-05,-0.0003039555612039889,0.0004767071881623345
copa_weight,1.5,2020,377,0.0004125014042947325,2.811818597377188e-05,0.0007885856579690673
copa_weight,1.5,2021,377,8.423028790901203e-05,-0.0003667420381172668,0.0005587988860852208
copa_weight,1.5,2022,377,-6.942581392964362e-05,-0.0006695157942313634,0.0005350527004407531
copa_weight,1.5,2023,373,0.0002019133975666826,-0.0004040811214879029,0.0008182328662764343
copa_weight,1.5,2024,376,-4.940770453100047e-05,-0.00041825130651602433,0.0002989735599987158
copa_weight,1.5,2025,374,-1.8880771015930887e-06,-0.0005045517265814569,0.0005152369997298106
serie_b_weight,0.5,2016,375,7.830983285357511e-06,-0.0006171670555843392,0.0006255728317419654
serie_b_weight,0.5,2017,378,-0.0005918291968273103,-0.001270757044478963,6.546840233226323e-05
serie_b_weight,0.5,2018,377,-0.0005775417897972008,-0.0012043332789969299,5.397467052460572e-05
serie_b_weight,0.5,2019,376,-0.00048658093020354876,-0.0014748716357900669,0.0005313841018348817
serie_b_weight,0.5,2020,377,0.0005659947018604114,-0.00046255526654731744,0.0016189435413938563
serie_b_weight,0.5,2021,377,0.00010907485905905446,-0.0004974216478942642,0.0007335052018951557
serie_b_weight,0.5,2022,377,0.00036287994827024887,-0.0007572106527026679,0.001521985333740404
serie_b_weight,0.5,2023,373,9.864209252662207e-05,-0.0007146575165473936,0.0009383713517063671
serie_b_weight,0.5,2024,376,0.00030589042998478244,-0.0006747577792863299,0.001323450324383647
serie_b_weight,0.5,2025,374,0.0005096691428923842,-0.00015854439015215238,0.0012098252346332448
totals_window,180,2016,375,0.0024142662983311775,0.0006141672730686385,0.004328390305687308
totals_window,180,2017,378,0.0015055956391809642,-0.0009088494829677961,0.004216256222279035
totals_window,180,2018,377,-0.0002364447527582128,-0.0011030927337800755,0.0005636831373882551
totals_window,180,2019,376,0.0007030416880573442,-0.0004304443265226336,0.002044186376103171
totals_window,180,2020,377,-0.0008434162237543576,-0.00340778206286952,0.0018398299333982763
totals_window,180,2021,377,-0.0007384091425077306,-0.001539530014709689,7.081878476927266e-05
totals_window,180,2022,377,0.0009523507286765464,0.0001659679047100645,0.0017478358576322119
totals_window,180,2023,373,0.00010603922388551807,-0.0010317019392759282,0.0012611657358543192
totals_window,180,2024,376,5.8697146043876046e-05,-0.000971968547892347,0.0010592816358602159
totals_window,180,2025,374,0.0009714213119885688,6.125105423637724e-05,0.001899314029067235
totals_window,730,2016,375,-0.00028275900528908617,-0.0009516186816724881,0.0003324955141752548
totals_window,730,2017,378,-0.0003548407953786079,-0.0010442294392849854,0.00031433084221812687
totals_window,730,2018,377,0.0002796374873425317,-0.00023822953471421882,0.0007668941317149835
totals_window,730,2019,376,-0.00022644175662049862,-0.0007337221880502396,0.0002521371631845067
totals_window,730,2020,377,-0.000167031296108366,-0.0009377196461993876,0.0005948606321772547
totals_window,730,2021,377,4.783520320232963e-05,-0.0002771295112730071,0.0003743461382218152
totals_window,730,2022,377,1.3235806003337751e-05,-0.0004787797028363983,0.0005033012415535757
totals_window,730,2023,373,-0.0004287194184136388,-0.0011989783686921522,0.00030341668287519577
totals_window,730,2024,376,0.0005079242670879393,-2.8465521809996202e-05,0.001055136228378554
totals_window,730,2025,374,-0.00016318336764193785,-0.0007229336622912079,0.00036646284538079734
