lookback,n_scored,mean_brier,mean_reference_brier,skill,mean_skill_across_seasons,diff_vs_baseline,diff_ci_low,diff_ci_high
8,3760,0.6261623862978724,0.6330157719992652,0.010826563893894248,0.010832675245663703,0.007005918021276593,0.004367060123936169,0.009603435557978721
12,3760,0.6225270514893617,0.6330157719992652,0.016569445776645875,0.016594271707384256,0.0033705832127659554,0.0016573743707446796,0.005075834476063828
19,3760,0.6191564682765958,0.6330157719992652,0.02189408911392099,0.021899499870596206,0.0,0.0,0.0
26,3760,0.6186850536170213,0.6330157719992652,0.022638801458268465,0.022598953958993806,-0.00047141465957446885,-0.001780957441489365,0.0007851216659574459
