matches,seasons,rps_dixon_coles,rps_dixon_coles_all,rps_current,rps_elo,brier_dixon_coles,brier_dixon_coles_all,brier_current,brier_elo,log_loss_dixon_coles,log_loss_dixon_coles_all,log_loss_current,log_loss_elo,diff_c_vs_b,ci_low_c_vs_b,ci_high_c_vs_b,diff_c_vs_a,ci_low_c_vs_a,ci_high_c_vs_a,diff_c_vs_current,ci_low_c_vs_current,ci_high_c_vs_current,diff_b_vs_a,ci_low_b_vs_a,ci_high_b_vs_a,diff_b_vs_current,ci_low_b_vs_current,ci_high_b_vs_current,c_better_in_n_of_m_seasons,c_better_than_current_in_n_of_m
2254,"2020,2021,2022,2023,2024,2025",0.21550605343415372,0.21111618058973433,0.21349187859108318,0.20968374659051955,0.6316407111352347,0.6205719198917928,0.6258762295772541,0.6175819656952746,1.0660606117626767,1.0334061181352552,1.0413042407859683,1.0290046926761425,-0.0014324339992147761,-0.0030179305863813335,0.00015236608489074152,-0.005822306843634139,-0.008594881758236,-0.0031123358058911445,-0.003808132000563636,-0.0063478204409233635,-0.0011409302845640605,-0.004389872844419362,-0.006404349757012081,-0.0024403257309547058,-0.002375698001348861,-0.005152188559484104,0.0004721052975634286,5/6,6/6
