date,home,away,goals_home,goals_away,outcome,p_home,p_draw,p_away
08/08/2020,Fortaleza EC,Atletico Paranaense,0,2,away,0.419,0.252,0.32899999999999996
08/08/2020,Coritiba,Internacional,0,1,away,0.42200000000000004,0.264,0.314
08/08/2020,Sport Recife,Ceara,3,2,home,0.306,0.34,0.353
09/08/2020,Flamengo,Atletico-MG,0,1,away,0.684,0.17600000000000002,0.139
09/08/2020,Santos,RB Bragantino,1,1,draw,0.358,0.249,0.39299999999999996
09/08/2020,Gremio,Fluminense,1,0,home,0.556,0.251,0.193
12/08/2020,Atletico-MG,Corinthians,3,2,home,0.38299999999999995,0.299,0.318
12/08/2020,Atletico Paranaense,Goias,2,1,home,0.649,0.204,0.147
12/08/2020,RB Bragantino,Botafogo,1,1,draw,0.657,0.214,0.129
12/08/2020,Bahia,Coritiba,1,0,home,0.389,0.27699999999999997,0.33399999999999996
12/08/2020,Atletico Goianiense,Flamengo,3,0,home,0.252,0.247,0.501
12/08/2020,Fluminense,Palmeiras,1,1,draw,0.258,0.33399999999999996,0.408
12/08/2020,Ceara,Gremio,1,1,draw,0.285,0.259,0.456
13/08/2020,Sao Paulo,Fortaleza EC,1,0,home,0.429,0.25,0.322
13/08/2020,Internacional,Santos,2,0,home,0.519,0.266,0.214
13/08/2020,Vasco DA Gama,Sport Recife,2,0,home,0.4,0.325,0.275
15/08/2020,Gremio,Corinthians,0,0,draw,0.531,0.261,0.20800000000000002
15/08/2020,Coritiba,Flamengo,0,1,away,0.256,0.23800000000000002,0.506
15/08/2020,Palmeiras,Goias,1,1,draw,0.638,0.222,0.14
16/08/2020,Atletico-MG,Ceara,2,0,home,0.523,0.243,0.233
16/08/2020,Vasco DA Gama,Sao Paulo,2,1,home,0.312,0.299,0.38799999999999996
16/08/2020,Fortaleza EC,Botafogo,0,0,draw,0.5660000000000001,0.252,0.182
16/08/2020,Bahia,RB Bragantino,2,1,home,0.312,0.272,0.41600000000000004
16/08/2020,Fluminense,Internacional,2,1,home,0.313,0.32299999999999995,0.364
16/08/2020,Atletico Goianiense,Sport Recife,1,1,draw,0.733,0.201,0.067
16/08/2020,Santos,Atletico Paranaense,3,1,home,0.282,0.258,0.46
19/08/2020,Flamengo,Gremio,1,1,draw,0.51,0.24100000000000002,0.249
19/08/2020,RB Bragantino,Fluminense,2,1,home,0.465,0.272,0.263
19/08/2020,Atletico Paranaense,Palmeiras,0,1,away,0.409,0.287,0.305
19/08/2020,Internacional,Atletico Goianiense,3,0,home,0.39299999999999996,0.294,0.313
19/08/2020,Goias,Fortaleza EC,1,3,away,0.401,0.255,0.344
19/08/2020,Botafogo,Atletico-MG,2,1,home,0.239,0.261,0.499
19/08/2020,Corinthians,Coritiba,3,1,home,0.5479999999999999,0.292,0.16
20/08/2020,Sport Recife,Santos,0,1,away,0.289,0.27,0.442
20/08/2020,Sao Paulo,Bahia,1,1,draw,0.5,0.259,0.24
20/08/2020,Ceara,Vasco DA Gama,0,3,away,0.434,0.311,0.255
22/08/2020,Atletico Paranaense,Fluminense,0,1,away,0.483,0.272,0.24600000000000002
22/08/2020,Internacional,Atletico-MG,1,0,home,0.483,0.247,0.26899999999999996
22/08/2020,Goias,Atletico Goianiense,2,0,home,0.257,0.239,0.503
23/08/2020,Flamengo,Botafogo,1,1,draw,0.63,0.23399999999999999,0.136
23/08/2020,Vasco DA Gama,Gremio,0,0,draw,0.31,0.295,0.395
23/08/2020,Palmeiras,Santos,2,1,home,0.5539999999999999,0.27399999999999997,0.172
23/08/2020,RB Bragantino,Coritiba,1,2,away,0.5579999999999999,0.235,0.207
23/08/2020,Ceara,Bahia,2,0,home,0.419,0.29,0.29100000000000004
23/08/2020,Sport Recife,Sao Paulo,0,1,away,0.272,0.27699999999999997,0.451
26/08/2020,Corinthians,Fortaleza EC,1,1,draw,0.496,0.28,0.22399999999999998
26/08/2020,Sao Paulo,Atletico Paranaense,1,0,home,0.374,0.265,0.36
29/08/2020,Botafogo,Internacional,0,2,away,0.27899999999999997,0.301,0.42100000000000004
29/08/2020,Fluminense,Vasco DA Gama,2,1,home,0.361,0.336,0.303
29/08/2020,Bahia,Palmeiras,1,1,draw,0.21100000000000002,0.311,0.478
29/08/2020,Fortaleza EC,RB Bragantino,3,0,home,0.456,0.255,0.289
30/08/2020,Atletico Goianiense,Ceara,0,2,away,0.39,0.271,0.33899999999999997
30/08/2020,Sao Paulo,Corinthians,2,1,home,0.289,0.301,0.41
30/08/2020,Santos,Flamengo,0,1,away,0.27,0.245,0.485
30/08/2020,Coritiba,Sport Recife,1,0,home,0.5670000000000001,0.268,0.165
02/09/2020,Ceara,Fortaleza EC,1,0,home,0.301,0.27,0.429
02/09/2020,Goias,Corinthians,1,2,away,0.289,0.255,0.456
02/09/2020,Fluminense,Atletico Goianiense,1,1,draw,0.638,0.24100000000000002,0.121
02/09/2020,Botafogo,Coritiba,0,0,draw,0.43200000000000005,0.28800000000000003,0.28
02/09/2020,Atletico Paranaense,RB Bragantino,1,1,draw,0.536,0.24,0.225
02/09/2020,Palmeiras,Internacional,1,1,draw,0.382,0.322,0.29600000000000004
02/09/2020,Santos,Vasco DA Gama,2,2,draw,0.376,0.298,0.326
02/09/2020,Bahia,Flamengo,3,5,away,0.195,0.254,0.552
03/09/2020,Gremio,Sport Recife,1,2,away,0.782,0.188,0.031
03/09/2020,Atletico-MG,Sao Paulo,3,0,home,0.48200000000000004,0.25,0.268
05/09/2020,Corinthians,Botafogo,2,2,draw,0.54,0.294,0.166
05/09/2020,Ceara,Santos,0,1,away,0.47200000000000003,0.259,0.26899999999999996
