date,home,away,goals_home,goals_away,outcome,p_home,p_draw,p_away
27/04/2019,Atletico-MG,Avai,2,1,home,0.546,0.245,0.209
27/04/2019,Sao Paulo,Botafogo,2,0,home,0.569,0.278,0.152
27/04/2019,Flamengo,Cruzeiro,3,1,home,0.517,0.251,0.23199999999999998
27/04/2019,Chapecoense-sc,Internacional,2,0,home,0.242,0.313,0.446
28/04/2019,Gremio,Santos,1,2,away,0.604,0.237,0.158
28/04/2019,Ceara,CSA,4,0,home,0.563,0.262,0.175
28/04/2019,Palmeiras,Fortaleza EC,4,0,home,0.6940000000000001,0.243,0.063
28/04/2019,Fluminense,Goias,0,1,away,0.513,0.247,0.239
28/04/2019,Bahia,Corinthians,3,2,home,0.47,0.325,0.205
28/04/2019,Atletico Paranaense,Vasco DA Gama,4,1,home,0.5329999999999999,0.242,0.225
01/05/2019,Internacional,Flamengo,2,1,home,0.33299999999999996,0.294,0.373
01/05/2019,Cruzeiro,Ceara,1,0,home,0.574,0.242,0.183
01/05/2019,Fortaleza EC,Atletico Paranaense,2,1,home,0.34,0.259,0.401
01/05/2019,Corinthians,Chapecoense-sc,1,0,home,0.5820000000000001,0.276,0.142
01/05/2019,Vasco DA Gama,Atletico-MG,1,2,away,0.36200000000000004,0.264,0.374
01/05/2019,Avai,Gremio,1,1,draw,0.247,0.275,0.478
01/05/2019,Goias,Sao Paulo,1,2,away,0.34700000000000003,0.29100000000000004,0.361
01/05/2019,CSA,Palmeiras,1,1,draw,0.085,0.23199999999999998,0.6829999999999999
02/05/2019,Santos,Fluminense,2,1,home,0.636,0.23,0.134
02/05/2019,Botafogo,Bahia,3,2,home,0.344,0.27699999999999997,0.379
04/05/2019,Ceara,Atletico-MG,1,2,away,0.369,0.263,0.36700000000000005
04/05/2019,Palmeiras,Internacional,1,0,home,0.6409999999999999,0.26899999999999996,0.091
04/05/2019,Vasco DA Gama,Corinthians,1,1,draw,0.40700000000000003,0.308,0.285
05/05/2019,Gremio,Fluminense,4,5,away,0.747,0.19699999999999998,0.055
05/05/2019,Cruzeiro,Goias,2,1,home,0.626,0.215,0.159
05/05/2019,Sao Paulo,Flamengo,1,1,draw,0.365,0.293,0.342
