adjustment_weight,n_scored,mean_brier,mean_reference_brier,skill,mean_skill_across_seasons,diff_vs_baseline,diff_ci_low,diff_ci_high
0.3,3760,0.6212280087751397,0.6330157719992652,0.018621594825190435,0.01858933391498595,0.002174382759682556,0.0005889925561400399,0.0037314769754939634
0.4,3760,0.6196981508287209,0.6330157719992652,0.02103837180625523,0.02101593807388937,0.0006445248132638103,-0.00014616392698711146,0.0014216933280549121
0.5,3760,0.6190536260154571,0.6330157719992652,0.02205655309299981,0.02204389181793944,0.0,0.0,0.0
0.6,3760,0.6192818297535087,0.6330157719992652,0.02169605064085589,0.0216928624406831,0.00022820373805153697,-0.0005389771000824892,0.0010060258596800082
0.7,3760,0.6203765187702762,0.6330157719992652,0.01996672719396897,0.019972446899976858,0.0013228927548190968,-0.00021159647862607178,0.0028671183051936756
