date,home,away,goals_home,goals_away,outcome,p_home,p_draw,p_away
13/04/2024,Internacional,Bahia,2,1,home,0.532,0.228,0.24
13/04/2024,Fluminense,RB Bragantino,2,2,draw,0.42700000000000005,0.292,0.281
13/04/2024,Sao Paulo,Fortaleza EC,1,2,away,0.535,0.263,0.20199999999999999
13/04/2024,Criciuma,Juventude,1,1,draw,0.402,0.32899999999999996,0.268
14/04/2024,Cruzeiro,Botafogo,3,2,home,0.377,0.284,0.33799999999999997
14/04/2024,Vitoria,Palmeiras,0,1,away,0.253,0.263,0.483
14/04/2024,Vasco DA Gama,Gremio,2,1,home,0.42,0.23199999999999998,0.348
14/04/2024,Corinthians,Atletico-MG,0,0,draw,0.349,0.265,0.385
14/04/2024,Atletico Paranaense,Cuiaba,4,0,home,0.428,0.268,0.304
14/04/2024,Atletico Goianiense,Flamengo,1,2,away,0.32899999999999996,0.24600000000000002,0.425
16/04/2024,Bahia,Fluminense,2,1,home,0.46299999999999997,0.237,0.3
17/04/2024,Gremio,Atletico Paranaense,2,0,home,0.43799999999999994,0.239,0.32299999999999995
17/04/2024,Atletico-MG,Criciuma,1,1,draw,0.6609999999999999,0.23800000000000002,0.10099999999999999
17/04/2024,Flamengo,Sao Paulo,2,1,home,0.639,0.253,0.10800000000000001
17/04/2024,Palmeiras,Internacional,0,1,away,0.54,0.251,0.209
17/04/2024,RB Bragantino,Vasco DA Gama,2,1,home,0.473,0.271,0.256
17/04/2024,Fortaleza EC,Cruzeiro,1,1,draw,0.41700000000000004,0.28300000000000003,0.3
17/04/2024,Juventude,Corinthians,2,0,home,0.391,0.304,0.305
18/04/2024,Botafogo,Atletico Goianiense,1,0,home,0.45,0.22,0.33
20/04/2024,Gremio,Cuiaba,1,0,home,0.539,0.218,0.243
20/04/2024,Atletico-MG,Cruzeiro,3,0,home,0.446,0.293,0.261
20/04/2024,Fluminense,Vasco DA Gama,2,1,home,0.358,0.262,0.38
20/04/2024,RB Bragantino,Corinthians,1,0,home,0.508,0.27,0.222
21/04/2024,Vitoria,Bahia,2,2,draw,0.321,0.248,0.431
21/04/2024,Botafogo,Juventude,5,1,home,0.54,0.266,0.19399999999999998
21/04/2024,Palmeiras,Flamengo,0,0,draw,0.387,0.297,0.316
21/04/2024,Atletico Paranaense,Internacional,1,0,home,0.39399999999999996,0.27899999999999997,0.327
21/04/2024,Atletico Goianiense,Sao Paulo,0,3,away,0.479,0.237,0.285
27/04/2024,Bahia,Gremio,1,0,home,0.42700000000000005,0.22,0.35200000000000004
27/04/2024,Vasco DA Gama,Criciuma,0,4,away,0.539,0.259,0.20199999999999999
27/04/2024,Cuiaba,Atletico-MG,0,3,away,0.304,0.26899999999999996,0.42700000000000005
28/04/2024,Internacional,Atletico Goianiense,1,1,draw,0.534,0.228,0.23800000000000002
28/04/2024,Corinthians,Fluminense,3,0,home,0.44,0.26899999999999996,0.292
28/04/2024,Cruzeiro,Vitoria,3,1,home,0.498,0.28,0.222
28/04/2024,Flamengo,Botafogo,0,2,away,0.484,0.268,0.248
28/04/2024,Fortaleza EC,RB Bragantino,1,1,draw,0.40399999999999997,0.27699999999999997,0.32
28/04/2024,Juventude,Atletico Paranaense,1,1,draw,0.297,0.298,0.405
29/04/2024,Sao Paulo,Palmeiras,0,0,draw,0.258,0.285,0.457
04/05/2024,Fluminense,Atletico-MG,2,2,draw,0.262,0.261,0.47700000000000004
04/05/2024,Corinthians,Fortaleza EC,0,0,draw,0.469,0.26,0.27
04/05/2024,RB Bragantino,Flamengo,1,1,draw,0.282,0.327,0.391
05/05/2024,Vitoria,Sao Paulo,1,3,away,0.316,0.28300000000000003,0.4
05/05/2024,Botafogo,Bahia,1,2,away,0.547,0.214,0.24
05/05/2024,Atletico Paranaense,Vasco DA Gama,1,0,home,0.569,0.239,0.192
05/05/2024,Cuiaba,Palmeiras,0,2,away,0.239,0.267,0.495
11/05/2024,Flamengo,Corinthians,2,0,home,0.626,0.265,0.109
12/05/2024,Bahia,RB Bragantino,1,0,home,0.44799999999999995,0.256,0.29600000000000004
12/05/2024,Vasco DA Gama,Vitoria,2,1,home,0.484,0.257,0.259
12/05/2024,Palmeiras,Atletico Paranaense,0,2,away,0.56,0.272,0.16699999999999998
12/05/2024,Fortaleza EC,Botafogo,1,1,draw,0.365,0.259,0.376
12/05/2024,Atletico Goianiense,Cruzeiro,0,1,away,0.462,0.244,0.295
13/05/2024,Sao Paulo,Fluminense,2,1,home,0.546,0.24100000000000002,0.213
01/06/2024,Corinthians,Botafogo,0,1,away,0.373,0.265,0.36200000000000004
01/06/2024,Vitoria,Atletico Goianiense,0,2,away,0.37799999999999995,0.24600000000000002,0.375
01/06/2024,Gremio,RB Bragantino,0,2,away,0.46799999999999997,0.264,0.26899999999999996
01/06/2024,Fluminense,Juventude,1,1,draw,0.47600000000000003,0.265,0.259
01/06/2024,Cuiaba,Internacional,0,1,away,0.289,0.259,0.452
02/06/2024,Sao Paulo,Cruzeiro,2,0,home,0.493,0.271,0.23600000000000002
02/06/2024,Atletico-MG,Bahia,1,1,draw,0.574,0.226,0.2
02/06/2024,Criciuma,Palmeiras,1,2,away,0.257,0.307,0.43700000000000006
