prior_weight,n_scored,mean_brier,mean_reference_brier,skill,mean_skill_across_seasons,diff_vs_baseline,diff_ci_low,diff_ci_high
0.0,3760,0.6206537129409584,0.6330157719992652,0.019528832621758307,0.019557754050909093,0.0016000869255012812,-0.0005047605707247032,0.0036512015478243893
0.5,3760,0.6189372685815203,0.6330157719992652,0.02224036752398828,0.022243239643407298,-0.00011635743393686752,-0.00048229832222200465,0.00022633070442908373
1.0,3760,0.6190536260154571,0.6330157719992652,0.02205655309299981,0.02204389181793944,0.0,0.0,0.0
2.0,3760,0.6193782741217189,0.6330157719992652,0.021543693665759367,0.021515902347385384,0.00032464810626171067,4.278849250208226e-06,0.0006550560300835534
