date,home,away,goals_home,goals_away,outcome,p_home,p_draw,p_away
09/04/2022,Fluminense,Santos,0,0,draw,0.632,0.264,0.10400000000000001
09/04/2022,Palmeiras,Ceara,2,3,away,0.579,0.281,0.139
09/04/2022,Atletico Goianiense,Flamengo,1,1,draw,0.29600000000000004,0.26,0.444
10/04/2022,Atletico-MG,Internacional,2,0,home,0.789,0.155,0.055999999999999994
10/04/2022,Sao Paulo,Atletico Paranaense,4,0,home,0.58,0.247,0.17300000000000001
10/04/2022,Botafogo,Corinthians,1,3,away,0.456,0.254,0.29
10/04/2022,Fortaleza EC,Cuiaba,0,1,away,0.5429999999999999,0.242,0.21600000000000003
10/04/2022,Avai,America Mineiro,1,0,home,0.307,0.35200000000000004,0.341
10/04/2022,Coritiba,Goias,3,0,home,0.503,0.243,0.254
11/04/2022,Juventude,RB Bragantino,2,2,draw,0.322,0.29,0.38799999999999996
16/04/2022,America Mineiro,Juventude,4,1,home,0.526,0.308,0.166
16/04/2022,Corinthians,Avai,3,0,home,0.679,0.25,0.07
16/04/2022,Goias,Palmeiras,1,1,draw,0.26899999999999996,0.257,0.474
16/04/2022,Cuiaba,Fluminense,0,1,away,0.396,0.33299999999999996,0.271
17/04/2022,Flamengo,Sao Paulo,3,1,home,0.563,0.228,0.209
17/04/2022,RB Bragantino,Atletico Goianiense,4,0,home,0.48100000000000004,0.266,0.253
17/04/2022,Internacional,Fortaleza EC,2,1,home,0.298,0.273,0.429
17/04/2022,Ceara,Botafogo,1,3,away,0.513,0.252,0.235
17/04/2022,Atletico Paranaense,Atletico-MG,0,1,away,0.17600000000000002,0.221,0.603
20/04/2022,Flamengo,Palmeiras,0,0,draw,0.515,0.23800000000000002,0.24600000000000002
23/04/2022,Atletico-MG,Coritiba,2,2,draw,0.701,0.185,0.114
23/04/2022,Fluminense,Internacional,0,1,away,0.654,0.268,0.078
23/04/2022,RB Bragantino,Sao Paulo,1,1,draw,0.466,0.242,0.292
23/04/2022,Palmeiras,Corinthians,3,0,home,0.5329999999999999,0.267,0.2
23/04/2022,Atletico Paranaense,Flamengo,1,0,home,0.179,0.218,0.602
24/04/2022,Santos,America Mineiro,3,0,home,0.42,0.299,0.281
24/04/2022,Juventude,Cuiaba,0,1,away,0.32899999999999996,0.292,0.379
24/04/2022,Atletico Goianiense,Botafogo,1,1,draw,0.39399999999999996,0.253,0.353
25/04/2022,Avai,Goias,3,2,home,0.377,0.298,0.324
30/04/2022,America Mineiro,Atletico Paranaense,1,0,home,0.478,0.278,0.243
30/04/2022,Ceara,RB Bragantino,0,1,away,0.414,0.273,0.313
30/04/2022,Goias,Atletico-MG,2,2,draw,0.182,0.21,0.607
30/04/2022,Cuiaba,Atletico Goianiense,1,1,draw,0.529,0.28300000000000003,0.18899999999999997
01/05/2022,Corinthians,Fortaleza EC,1,0,home,0.44799999999999995,0.261,0.29100000000000004
01/05/2022,Botafogo,Juventude,1,1,draw,0.617,0.217,0.166
01/05/2022,Coritiba,Fluminense,3,2,home,0.397,0.302,0.301
01/05/2022,Internacional,Avai,0,0,draw,0.569,0.28800000000000003,0.14300000000000002
02/05/2022,Sao Paulo,Santos,2,1,home,0.547,0.25,0.20199999999999999
07/05/2022,Atletico-MG,America Mineiro,1,2,away,0.616,0.21899999999999997,0.165
07/05/2022,Atletico Paranaense,Ceara,1,0,home,0.401,0.302,0.298
08/05/2022,Flamengo,Botafogo,0,1,away,0.514,0.218,0.268
08/05/2022,RB Bragantino,Corinthians,0,1,away,0.491,0.256,0.252
08/05/2022,Palmeiras,Fluminense,1,1,draw,0.569,0.28,0.151
08/05/2022,Santos,Cuiaba,4,1,home,0.45299999999999996,0.285,0.262
08/05/2022,Juventude,Internacional,1,1,draw,0.413,0.317,0.27
08/05/2022,Fortaleza EC,Sao Paulo,1,1,draw,0.452,0.251,0.297
08/05/2022,Atletico Goianiense,Goias,0,1,away,0.431,0.26,0.308
09/05/2022,Avai,Coritiba,2,1,home,0.276,0.278,0.447
11/05/2022,RB Bragantino,Atletico-MG,1,1,draw,0.33299999999999996,0.239,0.428
14/05/2022,Atletico-MG,Atletico Goianiense,2,0,home,0.736,0.187,0.077
14/05/2022,Fluminense,Atletico Paranaense,2,1,home,0.578,0.276,0.146
14/05/2022,Palmeiras,RB Bragantino,2,0,home,0.546,0.244,0.21100000000000002
14/05/2022,Internacional,Corinthians,2,2,draw,0.297,0.313,0.389
14/05/2022,Ceara,Flamengo,2,2,draw,0.307,0.28800000000000003,0.40399999999999997
15/05/2022,Sao Paulo,Cuiaba,2,1,home,0.595,0.237,0.168
15/05/2022,Botafogo,Fortaleza EC,3,1,home,0.46,0.24,0.301
15/05/2022,Goias,Santos,1,0,home,0.336,0.259,0.405
15/05/2022,Avai,Juventude,1,2,away,0.413,0.322,0.265
15/05/2022,Coritiba,America Mineiro,1,0,home,0.462,0.263,0.275
21/05/2022,America Mineiro,Botafogo,1,1,draw,0.43,0.259,0.312
21/05/2022,Flamengo,Goias,1,0,home,0.7090000000000001,0.182,0.109
21/05/2022,Santos,Ceara,0,0,draw,0.491,0.28300000000000003,0.226
21/05/2022,Juventude,Palmeiras,0,3,away,0.18899999999999997,0.271,0.54
21/05/2022,Atletico Goianiense,Coritiba,2,0,home,0.40299999999999997,0.27899999999999997,0.319
21/05/2022,Cuiaba,Internacional,1,1,draw,0.503,0.284,0.213
22/05/2022,Corinthians,Sao Paulo,1,1,draw,0.35600000000000004,0.261,0.382
22/05/2022,Fortaleza EC,Fluminense,0,1,away,0.418,0.294,0.289
22/05/2022,Atletico Paranaense,Avai,2,1,home,0.612,0.251,0.13699999999999998
28/05/2022,Sao Paulo,Ceara,2,2,draw,0.537,0.271,0.192
28/05/2022,Fortaleza EC,Juventude,1,1,draw,0.64,0.228,0.132
28/05/2022,Goias,RB Bragantino,1,1,draw,0.332,0.257,0.41100000000000003
29/05/2022,Atletico-MG,Avai,2,1,home,0.8290000000000001,0.138,0.033
