matches,seasons,rps_dixon_coles,rps_dixon_coles_all,rps_current,brier_dixon_coles,brier_dixon_coles_all,brier_current,log_loss_dixon_coles,log_loss_dixon_coles_all,log_loss_current,diff_b_vs_a,ci_low_b_vs_a,ci_high_b_vs_a,b_wins_vs_a,b_better_in_n_of_m_seasons,diff_b_vs_current,ci_low_b_vs_current,ci_high_b_vs_current,diff_a_vs_current,ci_low_a_vs_current,ci_high_a_vs_current,decision_threshold_met
2254,"2020,2021,2022,2023,2024,2025",0.2155060534341537,0.21111618058973433,0.21349187859108318,0.6316407111352346,0.6205719198917927,0.6258762295772541,1.0660606117626767,1.0334061181352552,1.0413042407859683,-0.004389872844419363,-0.006404349757012085,-0.0024403257309546984,1207,6/6,-0.0023756980013488627,-0.005152188559484105,0.0004721052975634286,0.0020141748430704998,-0.0011625389621519933,0.005348515810263703,True
