fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away
37351,"Rodolpho Toski Marques, Brazil",UTC,2018-04-14T19:00:00+00:00,1523732400,1523732400,1523736000,,Estádio Mineirão,Belo Horizonte,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,False,130,Gremio,https://media.api-sports.io/football/teams/130.png,True,0,1,0,0,0,1,,,,
37350,"Reway Wagner, Brazil",UTC,2018-04-14T22:00:00+00:00,1523743200,1523743200,1523746800,,Estadio Manoel Barradas,Salvador,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,136,Vitoria,https://media.api-sports.io/football/teams/136.png,,127,Flamengo,https://media.api-sports.io/football/teams/127.png,,2,2,1,1,2,2,,,,
37349,"Rodrigo D'Alonso Ferreira, Brazil",UTC,2018-04-15T00:00:00+00:00,1523750400,1523750400,1523754000,,Pacaembú,Sao Paulo,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,128,Santos,https://media.api-sports.io/football/teams/128.png,True,129,Ceara,https://media.api-sports.io/football/teams/129.png,False,2,0,1,0,2,0,,,,
37348,"Savio Pereira Sampaio, Brazil",UTC,2018-04-15T14:00:00+00:00,1523800800,1523800800,1523804400,,Arena Independência,Belo Horizonte,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,125,America Mineiro,https://media.api-sports.io/football/teams/125.png,True,123,Sport Recife,https://media.api-sports.io/football/teams/123.png,False,3,0,3,0,3,0,,,,
37346,"Eduardo Tomaz de Aquino Valadao, Brazil",UTC,2018-04-15T19:00:00+00:00,1523818800,1523818800,1523822400,,Estádio Beira Rio,Porto Alegre,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,119,Internacional,https://media.api-sports.io/football/teams/119.png,True,118,Bahia,https://media.api-sports.io/football/teams/118.png,False,2,0,1,0,2,0,,,,
37345,"Anderson Daronco, Brazil",UTC,2018-04-15T19:00:00+00:00,1523818800,1523818800,1523822400,,Arena Corinthians,Sao Paulo,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,131,Corinthians,https://media.api-sports.io/football/teams/131.png,True,124,Fluminense,https://media.api-sports.io/football/teams/124.png,False,2,1,1,0,2,1,,,,
37347,"Andre Luiz de Freitas Castro, Brazil",UTC,2018-04-15T19:00:00+00:00,1523818800,1523818800,1523822400,,São Januário,Rio de Janeiro,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,True,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,False,2,1,0,1,2,1,,,,
37344,"Dewson Fernando Freitas da Silva, Brazil",UTC,2018-04-15T22:00:00+00:00,1523829600,1523829600,1523833200,,Arena da Baixada,Curitiba,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,134,Atletico Paranaense,https://media.api-sports.io/football/teams/134.png,True,132,Chapecoense-sc,https://media.api-sports.io/football/teams/132.png,False,5,1,0,0,5,1,,,,
37342,"Ricardo Marques Ribeiro, Brazil",UTC,2018-04-16T23:00:00+00:00,1523919600,1523919600,1523923200,218.0,Estádio Nilton Santos,Rio de Janeiro,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,120,Botafogo,https://media.api-sports.io/football/teams/120.png,,121,Palmeiras,https://media.api-sports.io/football/teams/121.png,,1,1,0,0,1,1,,,,
37343,"Braulio Da Silva Machado, Brazil",UTC,2018-04-16T23:00:00+00:00,1523919600,1523919600,1523923200,,Morumbi,Sao Paulo,Match Finished,FT,90,71,Serie A,Brazil,https://media.api-sports.io/football/leagues/71.png,https://media.api-sports.io/flags/br.svg,2018,Regular Season - 1,126,Sao Paulo,https://media.api-sports.io/football/teams/126.png,True,122,Parana,https://media.api-sports.io/football/teams/122.png,False,1,0,1,0,1,0,,,,
