fixture_id,fixture_date,team_name,team_id,opponent_name,round_,season,league_name,opponent_id,goals_for,goals_against,points,venue,ongoing,result,cum_sum_points,cum_sum_goals_for,cum_sum_goals_against,cum_sum_wins,cum_sum_draws,cum_sum_loses,last_5_matches,last_10_matches,last_3_matches,last_match,next_match,last_venue,next_venue,last_match_goals_for,next_match_goals_for,last_match_goals_against,next_match_goals_against,rank_,final_rank_
1180549,2024-07-27 21:30:00,Botafogo,120,Cruzeiro,20,2024,Serie A,135,0.0,3.0,0,home,False,lose,40.0,31.0,19.0,12.0,4.0,4.0,13.0,21.0,7.0,1.0,3.0,away,away,2.0,4.0,2.0,1.0,2,1
1180429,2024-06-11 20:00:00,Botafogo,120,Fluminense,8,2024,Serie A,124,1.0,0.0,3,home,False,win,16.0,14.0,7.0,5.0,1.0,2.0,10.0,,4.0,3.0,3.0,away,away,1.0,2.0,0.0,1.0,3,1
1180479,2024-06-29 18:30:00,Botafogo,120,Vasco DA Gama,13,2024,Serie A,133,1.0,1.0,1,away,False,draw,24.0,21.0,13.0,7.0,3.0,3.0,10.0,20.0,4.0,3.0,3.0,home,away,2.0,2.0,1.0,1.0,3,1
1180541,2024-07-24 19:30:00,Botafogo,120,Sao Paulo,19,2024,Serie A,126,2.0,2.0,1,away,False,draw,40.0,31.0,16.0,12.0,4.0,3.0,15.0,23.0,9.0,3.0,0.0,home,home,1.0,0.0,0.0,3.0,3,1
1180449,2024-06-19 19:00:00,Botafogo,120,Atletico Paranaense,10,2024,Serie A,134,1.0,1.0,1,home,False,draw,20.0,17.0,9.0,6.0,2.0,2.0,10.0,,9.0,3.0,0.0,away,away,2.0,1.0,1.0,2.0,2,1
1180529,2024-07-20 18:30:00,Botafogo,120,Internacional,18,2024,Serie A,119,1.0,0.0,3,home,False,win,39.0,29.0,14.0,12.0,3.0,3.0,13.0,23.0,9.0,3.0,1.0,home,away,1.0,2.0,0.0,2.0,1,1
1180642,2024-10-05 16:30:00,Botafogo,120,Atletico Paranaense,29,2024,Serie A,134,1.0,0.0,3,away,False,win,60.0,47.0,25.0,18.0,6.0,5.0,11.0,18.0,7.0,1.0,1.0,home,home,0.0,1.0,0.0,1.0,1,1
1180686,2024-11-20 21:30:00,Botafogo,120,Atletico-MG,34,2024,Serie A,1062,0.0,0.0,1,away,False,draw,69.0,52.0,26.0,20.0,9.0,5.0,11.0,22.0,7.0,1.0,1.0,home,home,0.0,1.0,0.0,1.0,1,1
1180679,2024-11-09 16:30:00,Botafogo,120,Cuiaba,33,2024,Serie A,1193,0.0,0.0,1,home,False,draw,68.0,52.0,26.0,20.0,8.0,5.0,11.0,24.0,7.0,3.0,1.0,home,away,3.0,0.0,0.0,0.0,1,1
1180507,2024-07-11 21:30:00,Botafogo,120,Vitoria,16,2024,Serie A,136,1.0,0.0,3,away,False,win,33.0,27.0,14.0,10.0,3.0,3.0,10.0,21.0,7.0,3.0,3.0,home,home,3.0,1.0,0.0,0.0,2,1
1180609,2024-09-14 21:00:00,Botafogo,120,Corinthians,26,2024,Serie A,131,2.0,1.0,3,home,False,win,53.0,45.0,25.0,16.0,5.0,5.0,10.0,20.0,7.0,3.0,3.0,home,away,2.0,1.0,0.0,0.0,1,1
1180399,2024-05-05 18:30:00,Botafogo,120,Bahia,5,2024,Serie A,118,1.0,2.0,0,home,False,lose,9.0,11.0,6.0,3.0,0.0,2.0,,,9.0,3.0,1.0,away,away,2.0,1.0,0.0,1.0,7,1
1180435,2024-06-16 18:30:00,Botafogo,120,Gremio,9,2024,Serie A,130,2.0,1.0,3,away,False,win,19.0,16.0,8.0,6.0,1.0,2.0,10.0,,7.0,3.0,1.0,home,home,1.0,1.0,0.0,1.0,1,1
1180493,2024-07-03 19:00:00,Botafogo,120,Cuiaba,14,2024,Serie A,1193,2.0,1.0,3,away,False,win,27.0,23.0,14.0,8.0,3.0,3.0,8.0,18.0,4.0,1.0,3.0,away,home,1.0,3.0,1.0,0.0,2,1
1180519,2024-07-17 21:30:00,Botafogo,120,Palmeiras,17,2024,Serie A,121,1.0,0.0,3,home,False,win,36.0,28.0,14.0,11.0,3.0,3.0,13.0,23.0,9.0,3.0,3.0,away,home,1.0,1.0,0.0,0.0,3,1
1180649,2024-10-18 20:00:00,Botafogo,120,Criciuma,30,2024,Serie A,140,1.0,1.0,1,home,False,draw,61.0,48.0,26.0,18.0,7.0,5.0,13.0,20.0,7.0,3.0,3.0,away,away,1.0,1.0,0.0,0.0,1,1
1180499,2024-07-07 20:30:00,Botafogo,120,Atletico-MG,15,2024,Serie A,1062,3.0,0.0,3,home,False,win,30.0,26.0,14.0,9.0,3.0,3.0,8.0,18.0,7.0,3.0,3.0,away,away,2.0,1.0,1.0,0.0,2,1
1180574,2024-08-11 11:00:00,Botafogo,120,Juventude,22,2024,Serie A,152,2.0,3.0,0,away,False,lose,43.0,37.0,23.0,13.0,4.0,5.0,10.0,23.0,4.0,3.0,3.0,away,home,4.0,4.0,1.0,1.0,1,1
1180661,2024-10-26 20:00:00,Botafogo,120,RB Bragantino,31,2024,Serie A,794,1.0,0.0,3,away,False,win,64.0,49.0,26.0,19.0,7.0,5.0,11.0,21.0,5.0,1.0,3.0,home,home,1.0,3.0,1.0,0.0,1,1
1180369,2024-04-18 21:30:00,Botafogo,120,Atletico Goianiense,2,2024,Serie A,144,1.0,0.0,3,home,False,win,3.0,3.0,3.0,1.0,0.0,1.0,,,,0.0,3.0,away,home,2.0,5.0,3.0,1.0,9,1
1180629,2024-09-28 21:00:00,Botafogo,120,Gremio,28,2024,Serie A,130,0.0,0.0,1,home,False,draw,57.0,46.0,25.0,17.0,6.0,5.0,13.0,20.0,9.0,3.0,3.0,away,away,1.0,1.0,0.0,0.0,1,1
1180420,2024-06-01 21:00:00,Botafogo,120,Corinthians,7,2024,Serie A,131,1.0,0.0,3,away,False,win,13.0,13.0,7.0,4.0,1.0,2.0,10.0,,4.0,1.0,3.0,away,home,1.0,1.0,1.0,0.0,3,1
1180618,2024-09-21 18:30:00,Botafogo,120,Fluminense,27,2024,Serie A,124,1.0,0.0,3,away,False,win,56.0,46.0,25.0,17.0,5.0,5.0,10.0,20.0,7.0,3.0,1.0,home,home,2.0,0.0,1.0,0.0,1,1
1180379,2024-04-21 18:30:00,Botafogo,120,Juventude,3,2024,Serie A,152,5.0,1.0,3,home,False,win,6.0,8.0,4.0,2.0,0.0,1.0,,,,3.0,3.0,home,away,1.0,2.0,0.0,0.0,5,1
1180412,2024-05-12 16:00:00,Botafogo,120,Fortaleza EC,6,2024,Serie A,154,1.0,1.0,1,away,False,draw,10.0,12.0,7.0,3.0,1.0,2.0,9.0,,6.0,0.0,3.0,home,away,1.0,1.0,2.0,0.0,8,1
1180729,2024-12-08 16:00:00,Botafogo,120,Sao Paulo,38,2024,Serie A,126,2.0,1.0,3,home,False,win,79.0,59.0,29.0,23.0,10.0,5.0,9.0,20.0,7.0,3.0,,away,,1.0,,0.0,,1,1
1180669,2024-11-05 21:30:00,Botafogo,120,Vasco DA Gama,32,2024,Serie A,133,3.0,0.0,3,home,False,win,67.0,52.0,26.0,20.0,7.0,5.0,11.0,21.0,7.0,3.0,1.0,away,home,1.0,0.0,0.0,0.0,1,1
1180469,2024-06-26 19:00:00,Botafogo,120,RB Bragantino,12,2024,Serie A,794,2.0,1.0,3,home,False,win,23.0,20.0,12.0,7.0,2.0,3.0,10.0,20.0,4.0,0.0,1.0,away,away,1.0,1.0,2.0,1.0,3,1
1180677,2024-11-09 16:30:00,Vitoria,136,Corinthians,33,2024,Serie A,131,1.0,2.0,0,home,False,lose,38.0,38.0,48.0,11.0,5.0,17.0,10.0,17.0,9.0,3.0,3.0,away,away,2.0,1.0,1.0,0.0,13,11
1180550,2024-07-27 19:00:00,Vitoria,136,Palmeiras,20,2024,Serie A,121,2.0,0.0,3,away,False,win,18.0,22.0,32.0,5.0,3.0,12.0,3.0,9.0,0.0,0.0,3.0,home,home,1.0,1.0,2.0,0.0,17,11
1180707,2024-12-01 18:30:00,Vitoria,136,Fortaleza EC,36,2024,Serie A,154,2.0,0.0,3,home,False,win,45.0,42.0,49.0,13.0,6.0,17.0,10.0,20.0,4.0,1.0,1.0,away,home,1.0,1.0,1.0,1.0,10,11
1180699,2024-11-23 19:30:00,Vitoria,136,Botafogo,35,2024,Serie A,120,1.0,1.0,1,away,False,draw,42.0,40.0,49.0,12.0,6.0,17.0,12.0,19.0,6.0,3.0,3.0,away,home,1.0,2.0,0.0,0.0,12,11
1180717,2024-12-04 20:00:00,Vitoria,136,Gremio,37,2024,Serie A,130,1.0,1.0,1,home,False,draw,46.0,43.0,50.0,13.0,7.0,17.0,10.0,20.0,7.0,3.0,1.0,home,away,2.0,2.0,0.0,2.0,11,11
1180557,2024-08-03 16:00:00,Vitoria,136,Cuiaba,21,2024,Serie A,1193,1.0,0.0,3,home,False,win,21.0,23.0,32.0,6.0,3.0,12.0,3.0,9.0,3.0,3.0,0.0,away,away,2.0,0.0,0.0,2.0,15,11
1180597,2024-09-01 18:30:00,Vitoria,136,Vasco DA Gama,25,2024,Serie A,133,0.0,1.0,0,home,False,lose,22.0,26.0,39.0,6.0,4.0,15.0,7.0,10.0,1.0,0.0,3.0,away,away,1.0,2.0,2.0,0.0,18,11
1180357,2024-04-14 18:30:00,Vitoria,136,Palmeiras,1,2024,Serie A,121,0.0,1.0,0,home,False,lose,0.0,0.0,1.0,0.0,0.0,1.0,,,,,1.0,,home,,2.0,,2.0,19,11
1180386,2024-04-28 16:00:00,Vitoria,136,Cruzeiro,4,2024,Serie A,135,1.0,3.0,0,away,False,lose,1.0,3.0,6.0,0.0,1.0,2.0,,,1.0,1.0,0.0,home,home,2.0,1.0,2.0,3.0,18,11
1180577,2024-08-19 20:00:00,Vitoria,136,Cruzeiro,23,2024,Serie A,135,2.0,2.0,1,home,False,draw,22.0,25.0,36.0,6.0,4.0,13.0,6.0,9.0,6.0,0.0,0.0,away,away,0.0,1.0,2.0,2.0,16,11
1180591,2024-08-25 18:30:00,Vitoria,136,Sao Paulo,24,2024,Serie A,126,1.0,2.0,0,away,False,lose,22.0,26.0,38.0,6.0,4.0,14.0,7.0,10.0,4.0,1.0,0.0,home,home,2.0,0.0,2.0,1.0,17,11
1180468,2024-06-27 19:00:00,Vitoria,136,Fluminense,12,2024,Serie A,124,1.0,0.0,3,away,False,win,12.0,14.0,19.0,3.0,3.0,6.0,8.0,9.0,6.0,0.0,0.0,away,home,1.0,0.0,2.0,1.0,15,11
1180434,2024-06-11 19:00:00,Vitoria,136,Juventude,8,2024,Serie A,152,1.0,1.0,1,away,False,draw,3.0,6.0,14.0,0.0,3.0,5.0,1.0,,1.0,1.0,3.0,away,home,0.0,2.0,0.0,1.0,20,11
1180477,2024-06-30 18:30:00,Vitoria,136,Atletico Paranaense,13,2024,Serie A,134,0.0,1.0,0,home,False,lose,12.0,14.0,20.0,3.0,3.0,7.0,10.0,11.0,6.0,3.0,0.0,away,away,1.0,2.0,0.0,3.0,15,11
1180537,2024-07-24 20:00:00,Vitoria,136,Flamengo,19,2024,Serie A,127,1.0,2.0,0,home,False,lose,15.0,20.0,32.0,4.0,3.0,12.0,3.0,12.0,0.0,0.0,3.0,away,away,0.0,2.0,2.0,0.0,18,11
1180447,2024-06-20 18:30:00,Vitoria,136,Atletico-MG,10,2024,Serie A,1062,4.0,2.0,3,home,False,win,9.0,12.0,17.0,2.0,3.0,5.0,5.0,,5.0,3.0,0.0,home,away,2.0,1.0,1.0,2.0,15,11
1180525,2024-07-21 11:00:00,Vitoria,136,Gremio,18,2024,Serie A,130,0.0,2.0,0,away,False,lose,15.0,19.0,30.0,4.0,3.0,11.0,3.0,13.0,3.0,0.0,0.0,away,home,1.0,1.0,3.0,2.0,17,11
1180636,2024-10-05 16:30:00,Vitoria,136,Atletico-MG,29,2024,Serie A,1062,2.0,2.0,1,away,False,draw,29.0,32.0,44.0,8.0,5.0,16.0,6.0,13.0,6.0,0.0,3.0,away,home,1.0,1.0,3.0,0.0,17,11
1180694,2024-11-20 16:30:00,Vitoria,136,Criciuma,34,2024,Serie A,140,1.0,0.0,3,away,False,win,41.0,39.0,48.0,12.0,5.0,17.0,10.0,16.0,6.0,0.0,1.0,home,away,1.0,1.0,2.0,1.0,12,11
1180461,2024-06-23 18:30:00,Vitoria,136,RB Bragantino,11,2024,Serie A,794,1.0,2.0,0,away,False,lose,9.0,13.0,19.0,2.0,3.0,6.0,8.0,9.0,7.0,3.0,3.0,home,away,4.0,1.0,2.0,0.0,17,11
1180507,2024-07-11 21:30:00,Vitoria,136,Botafogo,16,2024,Serie A,120,0.0,1.0,0,home,False,lose,15.0,18.0,25.0,4.0,3.0,9.0,6.0,14.0,3.0,3.0,0.0,home,away,2.0,1.0,1.0,3.0,16,11
1180613,2024-09-14 16:00:00,Vitoria,136,Atletico Goianiense,26,2024,Serie A,144,2.0,0.0,3,away,False,win,25.0,28.0,39.0,7.0,4.0,15.0,4.0,7.0,1.0,0.0,3.0,home,home,0.0,1.0,1.0,0.0,17,11
1180397,2024-05-05 16:00:00,Vitoria,136,Sao Paulo,5,2024,Serie A,126,1.0,3.0,0,home,False,lose,1.0,4.0,9.0,0.0,1.0,3.0,,,1.0,0.0,0.0,away,away,1.0,1.0,3.0,2.0,19,11
1180437,2024-06-16 16:00:00,Vitoria,136,Internacional,9,2024,Serie A,119,2.0,1.0,3,home,False,win,6.0,8.0,15.0,1.0,3.0,5.0,2.0,,2.0,1.0,3.0,away,home,1.0,4.0,1.0,2.0,20,11
1180490,2024-07-04 20:00:00,Vitoria,136,Corinthians,14,2024,Serie A,131,2.0,3.0,0,away,False,lose,12.0,16.0,23.0,3.0,3.0,8.0,9.0,11.0,3.0,0.0,3.0,home,home,0.0,2.0,1.0,1.0,16,11
1180522,2024-07-17 21:30:00,Vitoria,136,Fortaleza EC,17,2024,Serie A,154,1.0,3.0,0,away,False,lose,15.0,19.0,28.0,4.0,3.0,10.0,6.0,14.0,3.0,0.0,0.0,home,away,0.0,0.0,1.0,2.0,17,11
1180647,2024-10-19 16:00:00,Vitoria,136,RB Bragantino,30,2024,Serie A,794,1.0,0.0,3,home,False,win,32.0,33.0,44.0,9.0,5.0,16.0,7.0,14.0,4.0,1.0,3.0,away,home,2.0,2.0,2.0,1.0,16,11
1180497,2024-07-07 18:30:00,Vitoria,136,Criciuma,15,2024,Serie A,140,2.0,1.0,3,home,False,win,15.0,18.0,24.0,4.0,3.0,8.0,6.0,11.0,3.0,0.0,0.0,away,home,2.0,0.0,3.0,1.0,15,11
1180567,2024-08-11 16:00:00,Vitoria,136,Bahia,22,2024,Serie A,118,0.0,2.0,0,away,False,lose,21.0,23.0,34.0,6.0,3.0,13.0,6.0,12.0,6.0,3.0,1.0,home,home,1.0,2.0,0.0,2.0,16,11
1180672,2024-11-02 18:30:00,Vitoria,136,Atletico Paranaense,32,2024,Serie A,134,2.0,1.0,3,away,False,win,38.0,37.0,46.0,11.0,5.0,16.0,10.0,14.0,7.0,3.0,0.0,home,home,2.0,1.0,1.0,2.0,12,11
1180373,2024-06-05 20:00:00,Vitoria,136,Cuiaba,2,2024,Serie A,1193,0.0,0.0,1,away,False,draw,2.0,5.0,13.0,0.0,2.0,5.0,,,,0.0,1.0,home,away,0.0,1.0,2.0,1.0,15,11
1180625,2024-09-29 18:30:00,Vitoria,136,Internacional,28,2024,Serie A,119,1.0,3.0,0,away,False,lose,28.0,30.0,42.0,8.0,4.0,16.0,7.0,13.0,6.0,3.0,1.0,home,away,1.0,2.0,0.0,2.0,16,11
1180417,2024-06-01 16:00:00,Vitoria,136,Atletico Goianiense,7,2024,Serie A,144,0.0,2.0,0,home,False,lose,1.0,5.0,13.0,0.0,1.0,5.0,1.0,,0.0,0.0,1.0,away,away,1.0,0.0,2.0,0.0,19,11
1180617,2024-09-21 16:00:00,Vitoria,136,Juventude,27,2024,Serie A,152,1.0,0.0,3,home,False,win,28.0,29.0,39.0,8.0,4.0,15.0,4.0,10.0,3.0,3.0,0.0,away,away,2.0,1.0,0.0,3.0,16,11
1180377,2024-04-21 16:00:00,Vitoria,136,Bahia,3,2024,Serie A,118,2.0,2.0,1,home,False,draw,1.0,2.0,3.0,0.0,1.0,1.0,,,,0.0,0.0,home,away,0.0,1.0,1.0,3.0,17,11
1180409,2024-05-12 18:30:00,Vitoria,136,Vasco DA Gama,6,2024,Serie A,133,1.0,2.0,0,away,False,lose,1.0,5.0,11.0,0.0,1.0,4.0,1.0,,1.0,0.0,0.0,home,home,1.0,0.0,3.0,2.0,19,11
1180728,2024-12-08 16:00:00,Vitoria,136,Flamengo,38,2024,Serie A,127,2.0,2.0,1,away,False,draw,47.0,45.0,52.0,13.0,8.0,17.0,8.0,18.0,5.0,1.0,,home,,1.0,,1.0,,11,11
1180657,2024-10-26 16:30:00,Vitoria,136,Fluminense,31,2024,Serie A,124,2.0,1.0,3,home,False,win,35.0,35.0,45.0,10.0,5.0,16.0,10.0,14.0,4.0,3.0,3.0,home,away,1.0,2.0,0.0,1.0,14,11
1180673,2024-11-06 21:00:00,Atletico-MG,1062,Atletico Goianiense,32,2024,Serie A,144,0.0,1.0,0,away,False,lose,41.0,42.0,46.0,10.0,11.0,10.0,5.0,12.0,4.0,0.0,1.0,home,away,1.0,0.0,3.0,0.0,10,12
1180678,2024-11-13 20:00:00,Atletico-MG,1062,Flamengo,33,2024,Serie A,127,0.0,0.0,1,away,False,draw,42.0,42.0,46.0,10.0,12.0,10.0,5.0,11.0,1.0,0.0,0.0,away,away,0.0,0.0,1.0,1.0,10,12
1180546,2024-07-28 19:00:00,Atletico-MG,1062,Corinthians,20,2024,Serie A,131,2.0,1.0,3,home,False,win,28.0,27.0,26.0,7.0,7.0,4.0,7.0,12.0,7.0,3.0,0.0,home,away,2.0,1.0,0.0,2.0,9,12
1180706,2024-11-26 21:30:00,Atletico-MG,1062,Juventude,36,2024,Serie A,152,2.0,3.0,0,home,False,lose,44.0,46.0,52.0,10.0,14.0,12.0,3.0,8.0,2.0,1.0,0.0,away,away,2.0,0.0,2.0,2.0,13,12
1180701,2024-11-23 21:30:00,Atletico-MG,1062,Sao Paulo,35,2024,Serie A,126,2.0,2.0,1,away,False,draw,44.0,44.0,49.0,10.0,14.0,11.0,2.0,10.0,2.0,1.0,0.0,home,home,0.0,2.0,0.0,3.0,10,12
1180719,2024-12-04 19:00:00,Atletico-MG,1062,Vasco DA Gama,37,2024,Serie A,133,0.0,2.0,0,away,False,lose,44.0,46.0,54.0,10.0,14.0,13.0,3.0,8.0,2.0,0.0,3.0,home,home,2.0,1.0,3.0,0.0,14,12
1180564,2024-08-03 20:00:00,Atletico-MG,1062,Criciuma,21,2024,Serie A,140,1.0,2.0,0,away,False,lose,28.0,28.0,28.0,7.0,7.0,5.0,10.0,15.0,7.0,3.0,1.0,home,away,2.0,0.0,1.0,0.0,9,12
1180595,2024-09-01 11:00:00,Atletico-MG,1062,Gremio,25,2024,Serie A,130,3.0,2.0,3,away,False,win,33.0,32.0,33.0,8.0,9.0,6.0,5.0,12.0,2.0,0.0,0.0,home,away,0.0,0.0,2.0,3.0,9,12
1180360,2024-04-14 16:00:00,Atletico-MG,1062,Corinthians,1,2024,Serie A,131,0.0,0.0,1,away,False,draw,1.0,0.0,0.0,0.0,1.0,0.0,,,,,1.0,,home,,1.0,,1.0,12,12
1180393,2024-04-27 18:30:00,Atletico-MG,1062,Cuiaba,4,2024,Serie A,1193,3.0,0.0,3,away,False,win,8.0,7.0,1.0,2.0,2.0,0.0,,,5.0,3.0,1.0,home,away,3.0,2.0,0.0,2.0,2,12
1180576,2024-08-17 16:00:00,Atletico-MG,1062,Cuiaba,23,2024,Serie A,1193,1.0,1.0,1,home,False,draw,30.0,29.0,29.0,7.0,9.0,5.0,8.0,15.0,4.0,1.0,0.0,away,home,0.0,0.0,0.0,2.0,8,12
1180586,2024-08-24 21:00:00,Atletico-MG,1062,Fluminense,24,2024,Serie A,124,0.0,2.0,0,home,False,lose,30.0,29.0,31.0,7.0,9.0,6.0,8.0,13.0,2.0,1.0,3.0,home,away,1.0,3.0,1.0,2.0,9,12
1180465,2024-06-26 21:30:00,Atletico-MG,1062,Internacional,12,2024,Serie A,119,2.0,1.0,3,away,False,win,17.0,17.0,15.0,4.0,5.0,2.0,5.0,14.0,1.0,1.0,1.0,home,home,1.0,1.0,1.0,1.0,10,12
1180431,2024-06-11 21:30:00,Atletico-MG,1062,RB Bragantino,8,2024,Serie A,794,2.0,1.0,3,away,False,win,13.0,12.0,5.0,3.0,4.0,0.0,9.0,,5.0,1.0,0.0,home,home,1.0,0.0,1.0,4.0,8,12
1180476,2024-06-30 11:00:00,Atletico-MG,1062,Atletico Goianiense,13,2024,Serie A,144,1.0,1.0,1,home,False,draw,18.0,18.0,16.0,4.0,6.0,2.0,7.0,16.0,4.0,3.0,0.0,away,home,2.0,2.0,1.0,4.0,11,12
1180542,2024-11-16 18:30:00,Atletico-MG,1062,Atletico Paranaense,19,2024,Serie A,134,0.0,1.0,0,away,False,lose,42.0,42.0,47.0,10.0,12.0,11.0,5.0,12.0,1.0,1.0,1.0,away,home,0.0,0.0,0.0,0.0,2,12
1180447,2024-06-20 18:30:00,Atletico-MG,1062,Vitoria,10,2024,Serie A,136,2.0,4.0,0,away,False,lose,13.0,14.0,13.0,3.0,4.0,2.0,8.0,,4.0,0.0,1.0,home,home,0.0,1.0,4.0,1.0,10,12
1180526,2024-07-21 16:00:00,Atletico-MG,1062,Vasco DA Gama,18,2024,Serie A,133,2.0,0.0,3,home,False,win,25.0,25.0,25.0,6.0,7.0,4.0,5.0,12.0,4.0,1.0,3.0,away,home,1.0,2.0,1.0,1.0,10,12
1180636,2024-10-05 16:30:00,Atletico-MG,1062,Vitoria,29,2024,Serie A,136,2.0,2.0,1,home,False,draw,37.0,38.0,40.0,9.0,10.0,8.0,6.0,14.0,3.0,0.0,3.0,away,home,1.0,2.0,2.0,1.0,10,12
1180686,2024-11-20 21:30:00,Atletico-MG,1062,Botafogo,34,2024,Serie A,120,0.0,0.0,1,home,False,draw,43.0,42.0,47.0,10.0,13.0,11.0,2.0,9.0,1.0,0.0,1.0,away,away,0.0,2.0,1.0,2.0,11,12
1180456,2024-06-23 18:30:00,Atletico-MG,1062,Fortaleza EC,11,2024,Serie A,154,1.0,1.0,1,home,False,draw,14.0,15.0,14.0,3.0,5.0,2.0,5.0,13.0,3.0,0.0,3.0,away,away,2.0,2.0,4.0,1.0,10,12
1180506,2024-07-11 21:30:00,Atletico-MG,1062,Sao Paulo,16,2024,Serie A,126,2.0,1.0,3,home,False,win,21.0,22.0,24.0,5.0,6.0,4.0,5.0,10.0,1.0,0.0,1.0,away,away,0.0,1.0,3.0,1.0,13,12
1180607,2024-09-15 18:30:00,Atletico-MG,1062,Bahia,26,2024,Serie A,118,0.0,3.0,0,away,False,lose,33.0,32.0,36.0,8.0,9.0,7.0,5.0,15.0,4.0,3.0,3.0,away,home,3.0,3.0,2.0,0.0,10,12
1180398,2024-05-04 16:00:00,Atletico-MG,1062,Fluminense,5,2024,Serie A,124,2.0,2.0,1,away,False,draw,9.0,9.0,3.0,2.0,3.0,0.0,,,7.0,3.0,1.0,away,home,3.0,1.0,0.0,1.0,8,12
1180436,2024-06-17 20:30:00,Atletico-MG,1062,Palmeiras,9,2024,Serie A,121,0.0,4.0,0,home,False,lose,13.0,12.0,9.0,3.0,4.0,1.0,11.0,,5.0,3.0,0.0,away,away,2.0,2.0,1.0,4.0,9,12
1180486,2024-07-03 21:30:00,Atletico-MG,1062,Flamengo,14,2024,Serie A,127,2.0,4.0,0,home,False,lose,18.0,20.0,20.0,4.0,6.0,3.0,5.0,16.0,5.0,1.0,0.0,home,away,1.0,0.0,1.0,3.0,11,12
1180524,2024-07-16 19:00:00,Atletico-MG,1062,Juventude,17,2024,Serie A,152,1.0,1.0,1,away,False,draw,22.0,23.0,25.0,5.0,7.0,4.0,7.0,12.0,3.0,3.0,3.0,home,home,2.0,2.0,1.0,0.0,13,12
1180652,2024-10-16 21:45:00,Atletico-MG,1062,Fortaleza EC,30,2024,Serie A,154,1.0,1.0,1,away,False,draw,41.0,41.0,42.0,10.0,11.0,8.0,7.0,12.0,4.0,3.0,0.0,home,home,2.0,1.0,1.0,3.0,9,12
1180499,2024-07-07 20:30:00,Atletico-MG,1062,Botafogo,15,2024,Serie A,120,0.0,3.0,0,away,False,lose,18.0,20.0,23.0,4.0,6.0,4.0,5.0,13.0,4.0,0.0,3.0,home,home,2.0,2.0,4.0,1.0,12,12
1180566,2024-08-10 21:30:00,Atletico-MG,1062,Cruzeiro,22,2024,Serie A,135,0.0,0.0,1,away,False,draw,29.0,28.0,28.0,7.0,8.0,5.0,10.0,15.0,6.0,0.0,1.0,away,home,1.0,1.0,2.0,1.0,9,12
1180656,2024-10-26 20:00:00,Atletico-MG,1062,Internacional,31,2024,Serie A,119,1.0,3.0,0,home,False,lose,41.0,42.0,45.0,10.0,11.0,9.0,8.0,13.0,5.0,1.0,0.0,away,away,1.0,0.0,1.0,1.0,10,12
1180366,2024-04-17 20:00:00,Atletico-MG,1062,Criciuma,2,2024,Serie A,140,1.0,1.0,1,home,False,draw,2.0,1.0,1.0,0.0,2.0,0.0,,,,1.0,3.0,away,home,0.0,3.0,0.0,0.0,14,12
1180630,2024-09-28 18:30:00,Atletico-MG,1062,Palmeiras,28,2024,Serie A,121,1.0,2.0,0,away,False,lose,36.0,36.0,38.0,9.0,9.0,8.0,7.0,15.0,6.0,3.0,1.0,home,home,3.0,2.0,0.0,2.0,10,12
1180416,2024-06-02 16:00:00,Atletico-MG,1062,Bahia,7,2024,Serie A,118,1.0,1.0,1,home,False,draw,10.0,10.0,4.0,2.0,4.0,0.0,9.0,,7.0,1.0,3.0,away,away,2.0,2.0,2.0,1.0,10,12
1180616,2024-09-22 16:00:00,Atletico-MG,1062,RB Bragantino,27,2024,Serie A,794,3.0,0.0,3,home,False,win,36.0,35.0,36.0,9.0,9.0,7.0,5.0,15.0,3.0,0.0,0.0,away,away,0.0,1.0,3.0,2.0,9,12
1180376,2024-04-20 21:00:00,Atletico-MG,1062,Cruzeiro,3,2024,Serie A,135,3.0,0.0,3,home,False,win,5.0,4.0,1.0,1.0,2.0,0.0,,,,1.0,3.0,home,away,1.0,3.0,1.0,0.0,9,12
1180406,2024-10-09 19:30:00,Atletico-MG,1062,Gremio,6,2024,Serie A,130,2.0,1.0,3,home,False,win,40.0,40.0,41.0,10.0,10.0,8.0,7.0,,4.0,1.0,1.0,home,away,2.0,1.0,2.0,1.0,1,12
1180726,2024-12-08 16:00:00,Atletico-MG,1062,Atletico Paranaense,38,2024,Serie A,134,1.0,0.0,3,home,False,win,47.0,47.0,54.0,11.0,14.0,13.0,2.0,7.0,1.0,0.0,,away,,0.0,,2.0,,12,12
1351154,2025-09-17 19:30:00,Botafogo,120,Mirassol,12,2025,Serie A,7848,3.0,3.0,1,home,False,draw,36.0,33.0,17.0,10.0,6.0,6.0,9.0,17.0,6.0,0.0,3.0,away,home,0.0,1.0,1.0,0.0,5,6
1351234,2025-08-17 20:30:00,Botafogo,120,Palmeiras,20,2025,Serie A,121,0.0,1.0,0,home,False,lose,29.0,23.0,11.0,8.0,5.0,5.0,8.0,21.0,4.0,3.0,3.0,away,away,5.0,3.0,0.0,1.0,5,6
1478030,2025-11-30 16:00:00,Botafogo,120,Corinthians,36,2025,Serie A,131,,,0,away,False,,58.0,50.0,32.0,16.0,10.0,9.0,11.0,18.0,7.0,3.0,0.0,home,away,3.0,,2.0,,6,6
