type,date,points,position,times
brasileirao_relegation_points,2025-08-03,76.0,1,96
brasileirao_relegation_points,2025-08-03,76.0,2,25
brasileirao_relegation_points,2025-08-03,76.0,3,3
brasileirao_relegation_points,2025-08-03,72.0,2,102
brasileirao_relegation_points,2025-08-03,72.0,3,37
brasileirao_relegation_points,2025-08-03,72.0,1,84
brasileirao_relegation_points,2025-08-03,72.0,4,2
brasileirao_relegation_points,2025-08-03,70.0,4,15
brasileirao_relegation_points,2025-08-03,70.0,1,48
brasileirao_relegation_points,2025-08-03,70.0,3,80
brasileirao_relegation_points,2025-08-03,70.0,2,121
brasileirao_relegation_points,2025-08-03,61.0,5,158
brasileirao_relegation_points,2025-08-03,61.0,3,23
brasileirao_relegation_points,2025-08-03,61.0,4,92
brasileirao_relegation_points,2025-08-03,61.0,7,35
brasileirao_relegation_points,2025-08-03,61.0,6,97
brasileirao_relegation_points,2025-08-03,61.0,8,3
brasileirao_relegation_points,2025-08-03,61.0,2,1
brasileirao_relegation_points,2025-08-03,54.0,6,15
brasileirao_relegation_points,2025-08-03,54.0,10,115
brasileirao_relegation_points,2025-08-03,54.0,8,161
brasileirao_relegation_points,2025-08-03,54.0,9,206
brasileirao_relegation_points,2025-08-03,54.0,11,49
brasileirao_relegation_points,2025-08-03,54.0,7,69
brasileirao_relegation_points,2025-08-03,54.0,12,6
brasileirao_relegation_points,2025-08-03,54.0,5,3
brasileirao_relegation_points,2025-08-03,53.0,7,25
brasileirao_relegation_points,2025-08-03,53.0,6,3
brasileirao_relegation_points,2025-08-03,53.0,8,119
brasileirao_relegation_points,2025-08-03,53.0,9,194
brasileirao_relegation_points,2025-08-03,53.0,10,196
brasileirao_relegation_points,2025-08-03,53.0,11,90
brasileirao_relegation_points,2025-08-03,53.0,12,31
brasileirao_relegation_points,2025-08-03,53.0,13,4
brasileirao_relegation_points,2025-08-03,52.0,8,49
brasileirao_relegation_points,2025-08-03,52.0,11,168
brasileirao_relegation_points,2025-08-03,52.0,9,157
brasileirao_relegation_points,2025-08-03,52.0,10,225
brasileirao_relegation_points,2025-08-03,52.0,13,15
brasileirao_relegation_points,2025-08-03,52.0,12,60
brasileirao_relegation_points,2025-08-03,52.0,7,7
brasileirao_relegation_points,2025-08-03,52.0,14,1
brasileirao_relegation_points,2025-08-03,51.0,9,79
brasileirao_relegation_points,2025-08-03,51.0,10,173
brasileirao_relegation_points,2025-08-03,51.0,7,3
brasileirao_relegation_points,2025-08-03,51.0,8,23
brasileirao_relegation_points,2025-08-03,51.0,11,212
brasileirao_relegation_points,2025-08-03,51.0,12,138
brasileirao_relegation_points,2025-08-03,51.0,13,39
brasileirao_relegation_points,2025-08-03,51.0,14,5
brasileirao_relegation_points,2025-08-03,48.0,11,71
brasileirao_relegation_points,2025-08-03,48.0,12,164
brasileirao_relegation_points,2025-08-03,48.0,13,198
brasileirao_relegation_points,2025-08-03,48.0,14,119
brasileirao_relegation_points,2025-08-03,48.0,15,35
brasileirao_relegation_points,2025-08-03,48.0,16,6
brasileirao_relegation_points,2025-08-03,48.0,9,2
brasileirao_relegation_points,2025-08-03,48.0,10,11
brasileirao_relegation_points,2025-08-03,46.0,13,159
brasileirao_relegation_points,2025-08-03,46.0,14,205
brasileirao_relegation_points,2025-08-03,46.0,16,44
brasileirao_relegation_points,2025-08-03,46.0,15,148
brasileirao_relegation_points,2025-08-03,46.0,12,53
brasileirao_relegation_points,2025-08-03,46.0,17,8
brasileirao_relegation_points,2025-08-03,46.0,11,5
brasileirao_relegation_points,2025-08-03,46.0,18,1
brasileirao_relegation_points,2025-08-03,45.0,14,178
brasileirao_relegation_points,2025-08-03,45.0,15,165
brasileirao_relegation_points,2025-08-03,45.0,16,94
brasileirao_relegation_points,2025-08-03,45.0,13,81
brasileirao_relegation_points,2025-08-03,45.0,17,16
brasileirao_relegation_points,2025-08-03,45.0,12,16
brasileirao_relegation_points,2025-08-03,45.0,11,4
brasileirao_relegation_points,2025-08-03,43.0,16,186
brasileirao_relegation_points,2025-08-03,43.0,17,88
brasileirao_relegation_points,2025-08-03,43.0,14,50
brasileirao_relegation_points,2025-08-03,43.0,15,147
brasileirao_relegation_points,2025-08-03,43.0,18,25
brasileirao_relegation_points,2025-08-03,43.0,13,15
brasileirao_relegation_points,2025-08-03,43.0,12,2
brasileirao_relegation_points,2025-08-03,41.0,17,153
brasileirao_relegation_points,2025-08-03,41.0,18,70
brasileirao_relegation_points,2025-08-03,41.0,15,45
brasileirao_relegation_points,2025-08-03,41.0,16,137
brasileirao_relegation_points,2025-08-03,41.0,13,1
brasileirao_relegation_points,2025-08-03,41.0,19,7
brasileirao_relegation_points,2025-08-03,41.0,14,5
brasileirao_relegation_points,2025-08-03,35.0,18,102
brasileirao_relegation_points,2025-08-03,35.0,19,102
brasileirao_relegation_points,2025-08-03,35.0,20,35
brasileirao_relegation_points,2025-08-03,35.0,17,21
brasileirao_relegation_points,2025-08-03,34.0,19,112
brasileirao_relegation_points,2025-08-03,34.0,20,38
brasileirao_relegation_points,2025-08-03,34.0,18,69
brasileirao_relegation_points,2025-08-03,34.0,16,1
brasileirao_relegation_points,2025-08-03,34.0,17,6
brasileirao_relegation_points,2025-08-03,74.0,1,106
brasileirao_relegation_points,2025-08-03,74.0,2,65
brasileirao_relegation_points,2025-08-03,74.0,3,10
brasileirao_relegation_points,2025-08-03,74.0,4,1
brasileirao_relegation_points,2025-08-03,66.0,2,52
brasileirao_relegation_points,2025-08-03,66.0,3,130
brasileirao_relegation_points,2025-08-03,66.0,1,7
brasileirao_relegation_points,2025-08-03,66.0,5,31
brasileirao_relegation_points,2025-08-03,66.0,4,105
brasileirao_relegation_points,2025-08-03,65.0,4,132
brasileirao_relegation_points,2025-08-03,65.0,3,91
brasileirao_relegation_points,2025-08-03,65.0,5,51
brasileirao_relegation_points,2025-08-03,65.0,2,33
brasileirao_relegation_points,2025-08-03,65.0,6,8
brasileirao_relegation_points,2025-08-03,65.0,7,1
brasileirao_relegation_points,2025-08-03,65.0,1,1
brasileirao_relegation_points,2025-08-03,56.0,5,9
brasileirao_relegation_points,2025-08-03,56.0,7,172
brasileirao_relegation_points,2025-08-03,56.0,8,157
brasileirao_relegation_points,2025-08-03,56.0,6,78
brasileirao_relegation_points,2025-08-03,56.0,9,83
brasileirao_relegation_points,2025-08-03,56.0,10,29
brasileirao_relegation_points,2025-08-03,56.0,11,5
brasileirao_relegation_points,2025-08-03,56.0,4,1
brasileirao_relegation_points,2025-08-03,56.0,12,1
brasileirao_relegation_points,2025-08-03,50.0,11,184
brasileirao_relegation_points,2025-08-03,50.0,12,207
brasileirao_relegation_points,2025-08-03,50.0,13,101
brasileirao_relegation_points,2025-08-03,50.0,10,108
brasileirao_relegation_points,2025-08-03,50.0,14,25
brasileirao_relegation_points,2025-08-03,50.0,15,7
brasileirao_relegation_points,2025-08-03,50.0,9,41
brasileirao_relegation_points,2025-08-03,50.0,8,5
brasileirao_relegation_points,2025-08-03,49.0,14,69
brasileirao_relegation_points,2025-08-03,49.0,12,205
brasileirao_relegation_points,2025-08-03,49.0,11,152
brasileirao_relegation_points,2025-08-03,49.0,13,157
brasileirao_relegation_points,2025-08-03,49.0,15,9
brasileirao_relegation_points,2025-08-03,49.0,10,57
brasileirao_relegation_points,2025-08-03,49.0,9,6
brasileirao_relegation_points,2025-08-03,49.0,8,1
brasileirao_relegation_points,2025-08-03,47.0,15,89
brasileirao_relegation_points,2025-08-03,47.0,13,194
brasileirao_relegation_points,2025-08-03,47.0,14,182
brasileirao_relegation_points,2025-08-03,47.0,16,21
brasileirao_relegation_points,2025-08-03,47.0,12,111
brasileirao_relegation_points,2025-08-03,47.0,10,4
brasileirao_relegation_points,2025-08-03,47.0,11,43
brasileirao_relegation_points,2025-08-03,47.0,17,2
brasileirao_relegation_points,2025-08-03,44.0,17,53
brasileirao_relegation_points,2025-08-03,44.0,16,138
brasileirao_relegation_points,2025-08-03,44.0,15,206
brasileirao_relegation_points,2025-08-03,44.0,13,34
brasileirao_relegation_points,2025-08-03,44.0,14,121
brasileirao_relegation_points,2025-08-03,44.0,18,5
brasileirao_relegation_points,2025-08-03,44.0,12,5
brasileirao_relegation_points,2025-08-03,39.0,19,36
brasileirao_relegation_points,2025-08-03,39.0,18,129
brasileirao_relegation_points,2025-08-03,39.0,17,139
brasileirao_relegation_points,2025-08-03,39.0,16,49
brasileirao_relegation_points,2025-08-03,39.0,15,13
brasileirao_relegation_points,2025-08-03,39.0,14,1
brasileirao_relegation_points,2025-08-03,39.0,20,4
brasileirao_relegation_points,2025-08-03,30.0,20,93
brasileirao_relegation_points,2025-08-03,30.0,19,67
brasileirao_relegation_points,2025-08-03,30.0,18,8
brasileirao_relegation_points,2025-08-03,81.0,1,33
brasileirao_relegation_points,2025-08-03,62.0,4,99
brasileirao_relegation_points,2025-08-03,62.0,2,6
brasileirao_relegation_points,2025-08-03,62.0,5,138
brasileirao_relegation_points,2025-08-03,62.0,6,90
brasileirao_relegation_points,2025-08-03,62.0,3,26
brasileirao_relegation_points,2025-08-03,62.0,7,16
brasileirao_relegation_points,2025-08-03,62.0,8,3
brasileirao_relegation_points,2025-08-03,60.0,5,168
brasileirao_relegation_points,2025-08-03,60.0,4,64
brasileirao_relegation_points,2025-08-03,60.0,6,148
brasileirao_relegation_points,2025-08-03,60.0,7,69
brasileirao_relegation_points,2025-08-03,60.0,8,19
brasileirao_relegation_points,2025-08-03,60.0,3,6
brasileirao_relegation_points,2025-08-03,60.0,9,2
brasileirao_relegation_points,2025-08-03,57.0,6,126
brasileirao_relegation_points,2025-08-03,57.0,7,176
brasileirao_relegation_points,2025-08-03,57.0,8,135
brasileirao_relegation_points,2025-08-03,57.0,9,60
brasileirao_relegation_points,2025-08-03,57.0,5,31
brasileirao_relegation_points,2025-08-03,57.0,10,13
brasileirao_relegation_points,2025-08-03,57.0,4,5
brasileirao_relegation_points,2025-08-03,57.0,11,1
brasileirao_relegation_points,2025-08-03,55.0,9,150
brasileirao_relegation_points,2025-08-03,55.0,10,66
brasileirao_relegation_points,2025-08-03,55.0,8,209
brasileirao_relegation_points,2025-08-03,55.0,7,149
brasileirao_relegation_points,2025-08-03,55.0,6,46
brasileirao_relegation_points,2025-08-03,55.0,11,16
brasileirao_relegation_points,2025-08-03,55.0,5,4
brasileirao_relegation_points,2025-08-03,55.0,12,1
brasileirao_relegation_points,2025-08-03,42.0,15,97
brasileirao_relegation_points,2025-08-03,42.0,14,32
brasileirao_relegation_points,2025-08-03,42.0,18,40
brasileirao_relegation_points,2025-08-03,42.0,16,176
brasileirao_relegation_points,2025-08-03,42.0,17,140
brasileirao_relegation_points,2025-08-03,42.0,13,2
brasileirao_relegation_points,2025-08-03,42.0,19,3
brasileirao_relegation_points,2025-08-03,40.0,16,105
brasileirao_relegation_points,2025-08-03,40.0,15,32
brasileirao_relegation_points,2025-08-03,40.0,17,154
brasileirao_relegation_points,2025-08-03,40.0,18,92
brasileirao_relegation_points,2025-08-03,40.0,14,7
brasileirao_relegation_points,2025-08-03,40.0,19,19
brasileirao_relegation_points,2025-08-03,38.0,17,94
brasileirao_relegation_points,2025-08-03,38.0,18,144
brasileirao_relegation_points,2025-08-03,38.0,19,56
brasileirao_relegation_points,2025-08-03,38.0,16,27
brasileirao_relegation_points,2025-08-03,38.0,15,7
brasileirao_relegation_points,2025-08-03,28.0,19,32
brasileirao_relegation_points,2025-08-03,28.0,20,71
brasileirao_relegation_points,2025-08-03,28.0,18,1
brasileirao_relegation_points,2025-08-03,26.0,20,94
brasileirao_relegation_points,2025-08-03,26.0,19,15
brasileirao_relegation_points,2025-08-03,75.0,2,52
brasileirao_relegation_points,2025-08-03,75.0,1,109
brasileirao_relegation_points,2025-08-03,75.0,3,5
brasileirao_relegation_points,2025-08-03,71.0,4,7
brasileirao_relegation_points,2025-08-03,71.0,3,52
brasileirao_relegation_points,2025-08-03,71.0,2,128
brasileirao_relegation_points,2025-08-03,71.0,1,72
brasileirao_relegation_points,2025-08-03,59.0,5,102
brasileirao_relegation_points,2025-08-03,59.0,3,3
brasileirao_relegation_points,2025-08-03,59.0,6,178
brasileirao_relegation_points,2025-08-03,59.0,7,103
brasileirao_relegation_points,2025-08-03,59.0,8,41
brasileirao_relegation_points,2025-08-03,59.0,9,6
brasileirao_relegation_points,2025-08-03,59.0,4,25
brasileirao_relegation_points,2025-08-03,37.0,17,84
brasileirao_relegation_points,2025-08-03,37.0,18,117
brasileirao_relegation_points,2025-08-03,37.0,19,76
brasileirao_relegation_points,2025-08-03,37.0,20,10
brasileirao_relegation_points,2025-08-03,37.0,16,16
brasileirao_relegation_points,2025-08-03,36.0,18,123
brasileirao_relegation_points,2025-08-03,36.0,20,21
brasileirao_relegation_points,2025-08-03,36.0,19,97
brasileirao_relegation_points,2025-08-03,36.0,17,38
brasileirao_relegation_points,2025-08-03,33.0,20,58
brasileirao_relegation_points,2025-08-03,33.0,18,37
brasileirao_relegation_points,2025-08-03,33.0,17,2
brasileirao_relegation_points,2025-08-03,33.0,19,126
brasileirao_relegation_points,2025-08-03,32.0,20,64
brasileirao_relegation_points,2025-08-03,32.0,19,92
brasileirao_relegation_points,2025-08-03,32.0,18,27
brasileirao_relegation_points,2025-08-03,32.0,17,2
brasileirao_relegation_points,2025-08-03,79.0,1,56
brasileirao_relegation_points,2025-08-03,79.0,2,5
brasileirao_relegation_points,2025-08-03,58.0,4,11
brasileirao_relegation_points,2025-08-03,58.0,5,80
brasileirao_relegation_points,2025-08-03,58.0,6,161
brasileirao_relegation_points,2025-08-03,58.0,7,168
brasileirao_relegation_points,2025-08-03,58.0,8,75
brasileirao_relegation_points,2025-08-03,58.0,9,14
brasileirao_relegation_points,2025-08-03,58.0,10,3
brasileirao_relegation_points,2025-08-03,63.0,3,60
brasileirao_relegation_points,2025-08-03,63.0,5,126
brasileirao_relegation_points,2025-08-03,63.0,4,147
brasileirao_relegation_points,2025-08-03,63.0,6,33
brasileirao_relegation_points,2025-08-03,63.0,7,5
brasileirao_relegation_points,2025-08-03,63.0,1,1
brasileirao_relegation_points,2025-08-03,63.0,2,5
brasileirao_relegation_points,2025-08-03,22.0,20,38
brasileirao_relegation_points,2025-08-03,73.0,2,75
brasileirao_relegation_points,2025-08-03,73.0,1,92
brasileirao_relegation_points,2025-08-03,73.0,3,19
brasileirao_relegation_points,2025-08-03,73.0,4,3
brasileirao_relegation_points,2025-08-03,64.0,4,152
brasileirao_relegation_points,2025-08-03,64.0,3,100
brasileirao_relegation_points,2025-08-03,64.0,2,16
brasileirao_relegation_points,2025-08-03,64.0,5,79
brasileirao_relegation_points,2025-08-03,64.0,6,17
brasileirao_relegation_points,2025-08-03,64.0,7,2
brasileirao_relegation_points,2025-08-03,29.0,20,98
brasileirao_relegation_points,2025-08-03,29.0,19,38
brasileirao_relegation_points,2025-08-03,29.0,18,2
brasileirao_relegation_points,2025-08-03,67.0,2,75
brasileirao_relegation_points,2025-08-03,67.0,4,73
brasileirao_relegation_points,2025-08-03,67.0,3,128
brasileirao_relegation_points,2025-08-03,67.0,1,6
brasileirao_relegation_points,2025-08-03,67.0,5,13
brasileirao_relegation_points,2025-08-03,23.0,20,42
brasileirao_relegation_points,2025-08-03,23.0,19,5
brasileirao_relegation_points,2025-08-03,69.0,2,114
brasileirao_relegation_points,2025-08-03,69.0,1,34
brasileirao_relegation_points,2025-08-03,69.0,3,110
brasileirao_relegation_points,2025-08-03,69.0,4,25
brasileirao_relegation_points,2025-08-03,69.0,5,1
brasileirao_relegation_points,2025-08-03,24.0,20,57
brasileirao_relegation_points,2025-08-03,24.0,19,4
brasileirao_relegation_points,2025-08-03,68.0,2,95
brasileirao_relegation_points,2025-08-03,68.0,3,116
brasileirao_relegation_points,2025-08-03,68.0,4,41
brasileirao_relegation_points,2025-08-03,68.0,1,16
brasileirao_relegation_points,2025-08-03,68.0,5,6
brasileirao_relegation_points,2025-08-03,31.0,19,86
brasileirao_relegation_points,2025-08-03,31.0,20,69
brasileirao_relegation_points,2025-08-03,31.0,18,8
brasileirao_relegation_points,2025-08-03,80.0,1,41
brasileirao_relegation_points,2025-08-03,80.0,2,3
brasileirao_relegation_points,2025-08-03,77.0,1,89
brasileirao_relegation_points,2025-08-03,77.0,2,17
brasileirao_relegation_points,2025-08-03,83.0,1,17
brasileirao_relegation_points,2025-08-03,27.0,20,85
brasileirao_relegation_points,2025-08-03,27.0,19,23
brasileirao_relegation_points,2025-08-03,85.0,1,7
brasileirao_relegation_points,2025-08-03,19.0,20,10
brasileirao_relegation_points,2025-08-03,82.0,1,11
brasileirao_relegation_points,2025-08-03,87.0,1,3
brasileirao_relegation_points,2025-08-03,25.0,20,69
brasileirao_relegation_points,2025-08-03,25.0,19,4
brasileirao_relegation_points,2025-08-03,84.0,1,11
brasileirao_relegation_points,2025-08-03,78.0,1,55
brasileirao_relegation_points,2025-08-03,78.0,2,10
brasileirao_relegation_points,2025-08-03,78.0,3,1
brasileirao_relegation_points,2025-08-03,21.0,20,17
brasileirao_relegation_points,2025-08-03,20.0,20,15
brasileirao_relegation_points,2025-08-03,88.0,1,3
brasileirao_relegation_points,2025-08-03,16.0,20,2
brasileirao_relegation_points,2025-08-03,18.0,20,4
brasileirao_relegation_points,2025-08-03,17.0,20,4
brasileirao_relegation_points,2025-08-03,86.0,1,1
brasileirao_relegation_points,2025-08-03,92.0,1,1
brasileirao_relegation_points,2025-08-03,15.0,20,2
brasileirao_relegation_points,2025-08-04,82.0,1,28
brasileirao_relegation_points,2025-08-04,67.0,2,84
brasileirao_relegation_points,2025-08-04,67.0,3,125
brasileirao_relegation_points,2025-08-04,67.0,4,55
brasileirao_relegation_points,2025-08-04,67.0,5,12
brasileirao_relegation_points,2025-08-04,67.0,1,9
brasileirao_relegation_points,2025-08-04,67.0,6,1
brasileirao_relegation_points,2025-08-04,66.0,3,169
brasileirao_relegation_points,2025-08-04,66.0,4,115
brasileirao_relegation_points,2025-08-04,66.0,2,63
brasileirao_relegation_points,2025-08-04,66.0,5,26
brasileirao_relegation_points,2025-08-04,66.0,6,3
brasileirao_relegation_points,2025-08-04,66.0,1,6
brasileirao_relegation_points,2025-08-04,62.0,4,136
brasileirao_relegation_points,2025-08-04,62.0,5,151
brasileirao_relegation_points,2025-08-04,62.0,7,12
brasileirao_relegation_points,2025-08-04,62.0,3,37
brasileirao_relegation_points,2025-08-04,62.0,6,65
brasileirao_relegation_points,2025-08-04,62.0,2,3
brasileirao_relegation_points,2025-08-04,62.0,8,2
brasileirao_relegation_points,2025-08-04,60.0,6,161
brasileirao_relegation_points,2025-08-04,60.0,5,149
brasileirao_relegation_points,2025-08-04,60.0,7,60
brasileirao_relegation_points,2025-08-04,60.0,4,54
brasileirao_relegation_points,2025-08-04,60.0,8,13
brasileirao_relegation_points,2025-08-04,60.0,3,5
brasileirao_relegation_points,2025-08-04,56.0,7,185
brasileirao_relegation_points,2025-08-04,56.0,9,102
brasileirao_relegation_points,2025-08-04,56.0,8,186
brasileirao_relegation_points,2025-08-04,56.0,6,60
brasileirao_relegation_points,2025-08-04,56.0,10,23
brasileirao_relegation_points,2025-08-04,56.0,5,7
brasileirao_relegation_points,2025-08-04,56.0,11,1
brasileirao_relegation_points,2025-08-04,56.0,3,1
brasileirao_relegation_points,2025-08-04,53.0,8,122
brasileirao_relegation_points,2025-08-04,53.0,11,100
brasileirao_relegation_points,2025-08-04,53.0,9,206
brasileirao_relegation_points,2025-08-04,53.0,10,191
brasileirao_relegation_points,2025-08-04,53.0,6,3
brasileirao_relegation_points,2025-08-04,53.0,7,42
brasileirao_relegation_points,2025-08-04,53.0,12,19
brasileirao_relegation_points,2025-08-04,53.0,13,5
brasileirao_relegation_points,2025-08-04,52.0,9,151
brasileirao_relegation_points,2025-08-04,52.0,10,227
brasileirao_relegation_points,2025-08-04,52.0,11,158
brasileirao_relegation_points,2025-08-04,52.0,12,65
brasileirao_relegation_points,2025-08-04,52.0,13,8
brasileirao_relegation_points,2025-08-04,52.0,7,11
brasileirao_relegation_points,2025-08-04,52.0,8,60
brasileirao_relegation_points,2025-08-04,52.0,14,3
brasileirao_relegation_points,2025-08-04,51.0,12,123
brasileirao_relegation_points,2025-08-04,51.0,10,185
brasileirao_relegation_points,2025-08-04,51.0,8,23
brasileirao_relegation_points,2025-08-04,51.0,11,218
brasileirao_relegation_points,2025-08-04,51.0,9,101
brasileirao_relegation_points,2025-08-04,51.0,13,45
brasileirao_relegation_points,2025-08-04,51.0,14,4
brasileirao_relegation_points,2025-08-04,51.0,15,1
brasileirao_relegation_points,2025-08-04,50.0,13,96
brasileirao_relegation_points,2025-08-04,50.0,14,23
brasileirao_relegation_points,2025-08-04,50.0,11,208
brasileirao_relegation_points,2025-08-04,50.0,12,198
brasileirao_relegation_points,2025-08-04,50.0,10,103
brasileirao_relegation_points,2025-08-04,50.0,9,39
brasileirao_relegation_points,2025-08-04,50.0,8,9
brasileirao_relegation_points,2025-08-04,50.0,15,1
brasileirao_relegation_points,2025-08-04,48.0,15,43
brasileirao_relegation_points,2025-08-04,48.0,12,175
brasileirao_relegation_points,2025-08-04,48.0,13,219
brasileirao_relegation_points,2025-08-04,48.0,14,136
brasileirao_relegation_points,2025-08-04,48.0,11,71
brasileirao_relegation_points,2025-08-04,48.0,8,1
brasileirao_relegation_points,2025-08-04,48.0,9,2
brasileirao_relegation_points,2025-08-04,48.0,10,16
brasileirao_relegation_points,2025-08-04,48.0,16,8
brasileirao_relegation_points,2025-08-04,46.0,16,56
brasileirao_relegation_points,2025-08-04,46.0,13,154
brasileirao_relegation_points,2025-08-04,46.0,14,220
brasileirao_relegation_points,2025-08-04,46.0,12,50
brasileirao_relegation_points,2025-08-04,46.0,10,1
brasileirao_relegation_points,2025-08-04,46.0,15,152
brasileirao_relegation_points,2025-08-04,46.0,17,14
brasileirao_relegation_points,2025-08-04,46.0,11,5
brasileirao_relegation_points,2025-08-04,43.0,17,118
brasileirao_relegation_points,2025-08-04,43.0,15,145
brasileirao_relegation_points,2025-08-04,43.0,16,162
brasileirao_relegation_points,2025-08-04,43.0,13,7
brasileirao_relegation_points,2025-08-04,43.0,14,43
brasileirao_relegation_points,2025-08-04,43.0,18,35
brasileirao_relegation_points,2025-08-04,41.0,18,81
brasileirao_relegation_points,2025-08-04,41.0,16,125
brasileirao_relegation_points,2025-08-04,41.0,17,178
brasileirao_relegation_points,2025-08-04,41.0,15,38
brasileirao_relegation_points,2025-08-04,41.0,19,12
brasileirao_relegation_points,2025-08-04,41.0,14,4
brasileirao_relegation_points,2025-08-04,26.0,19,18
brasileirao_relegation_points,2025-08-04,26.0,20,70
brasileirao_relegation_points,2025-08-04,24.0,20,56
brasileirao_relegation_points,2025-08-04,24.0,19,4
brasileirao_relegation_points,2025-08-04,78.0,1,70
brasileirao_relegation_points,2025-08-04,78.0,2,9
brasileirao_relegation_points,2025-08-04,74.0,2,53
brasileirao_relegation_points,2025-08-04,74.0,1,104
brasileirao_relegation_points,2025-08-04,74.0,3,9
brasileirao_relegation_points,2025-08-04,69.0,3,88
brasileirao_relegation_points,2025-08-04,69.0,1,38
brasileirao_relegation_points,2025-08-04,69.0,2,110
brasileirao_relegation_points,2025-08-04,69.0,4,20
brasileirao_relegation_points,2025-08-04,69.0,5,3
brasileirao_relegation_points,2025-08-04,63.0,4,145
brasileirao_relegation_points,2025-08-04,63.0,6,29
brasileirao_relegation_points,2025-08-04,63.0,5,123
brasileirao_relegation_points,2025-08-04,63.0,3,71
brasileirao_relegation_points,2025-08-04,63.0,2,8
brasileirao_relegation_points,2025-08-04,63.0,7,2
brasileirao_relegation_points,2025-08-04,59.0,6,169
brasileirao_relegation_points,2025-08-04,59.0,7,117
brasileirao_relegation_points,2025-08-04,59.0,8,30
brasileirao_relegation_points,2025-08-04,59.0,5,120
brasileirao_relegation_points,2025-08-04,59.0,4,25
brasileirao_relegation_points,2025-08-04,59.0,3,1
brasileirao_relegation_points,2025-08-04,59.0,9,2
brasileirao_relegation_points,2025-08-04,57.0,7,183
brasileirao_relegation_points,2025-08-04,57.0,6,133
brasileirao_relegation_points,2025-08-04,57.0,8,126
brasileirao_relegation_points,2025-08-04,57.0,5,32
brasileirao_relegation_points,2025-08-04,57.0,9,38
brasileirao_relegation_points,2025-08-04,57.0,10,4
brasileirao_relegation_points,2025-08-04,57.0,4,3
brasileirao_relegation_points,2025-08-04,55.0,8,204
brasileirao_relegation_points,2025-08-04,55.0,7,113
brasileirao_relegation_points,2025-08-04,55.0,10,52
brasileirao_relegation_points,2025-08-04,55.0,9,141
brasileirao_relegation_points,2025-08-04,55.0,11,9
brasileirao_relegation_points,2025-08-04,55.0,6,40
brasileirao_relegation_points,2025-08-04,55.0,12,1
brasileirao_relegation_points,2025-08-04,55.0,5,11
brasileirao_relegation_points,2025-08-04,55.0,4,1
brasileirao_relegation_points,2025-08-04,47.0,13,191
brasileirao_relegation_points,2025-08-04,47.0,12,109
brasileirao_relegation_points,2025-08-04,47.0,15,107
brasileirao_relegation_points,2025-08-04,47.0,14,172
brasileirao_relegation_points,2025-08-04,47.0,16,31
brasileirao_relegation_points,2025-08-04,47.0,10,4
brasileirao_relegation_points,2025-08-04,47.0,11,31
brasileirao_relegation_points,2025-08-04,45.0,14,179
brasileirao_relegation_points,2025-08-04,45.0,15,195
brasileirao_relegation_points,2025-08-04,45.0,11,2
brasileirao_relegation_points,2025-08-04,45.0,12,17
brasileirao_relegation_points,2025-08-04,45.0,13,74
brasileirao_relegation_points,2025-08-04,45.0,16,121
brasileirao_relegation_points,2025-08-04,45.0,17,36
brasileirao_relegation_points,2025-08-04,45.0,18,3
brasileirao_relegation_points,2025-08-04,44.0,16,167
brasileirao_relegation_points,2025-08-04,44.0,14,119
brasileirao_relegation_points,2025-08-04,44.0,15,186
brasileirao_relegation_points,2025-08-04,44.0,13,32
brasileirao_relegation_points,2025-08-04,44.0,17,73
brasileirao_relegation_points,2025-08-04,44.0,12,5
brasileirao_relegation_points,2025-08-04,44.0,18,9
brasileirao_relegation_points,2025-08-04,36.0,18,101
brasileirao_relegation_points,2025-08-04,36.0,16,6
brasileirao_relegation_points,2025-08-04,36.0,20,13
brasileirao_relegation_points,2025-08-04,36.0,19,100
brasileirao_relegation_points,2025-08-04,36.0,17,36
brasileirao_relegation_points,2025-08-04,33.0,19,102
brasileirao_relegation_points,2025-08-04,33.0,20,49
brasileirao_relegation_points,2025-08-04,33.0,18,34
brasileirao_relegation_points,2025-08-04,33.0,17,5
brasileirao_relegation_points,2025-08-04,22.0,20,28
brasileirao_relegation_points,2025-08-04,22.0,19,2
brasileirao_relegation_points,2025-08-04,76.0,1,79
brasileirao_relegation_points,2025-08-04,76.0,2,35
brasileirao_relegation_points,2025-08-04,76.0,3,3
brasileirao_relegation_points,2025-08-04,68.0,2,123
brasileirao_relegation_points,2025-08-04,68.0,1,26
brasileirao_relegation_points,2025-08-04,68.0,3,104
brasileirao_relegation_points,2025-08-04,68.0,4,38
brasileirao_relegation_points,2025-08-04,68.0,6,2
brasileirao_relegation_points,2025-08-04,68.0,5,6
brasileirao_relegation_points,2025-08-04,65.0,5,50
brasileirao_relegation_points,2025-08-04,65.0,4,136
brasileirao_relegation_points,2025-08-04,65.0,3,117
brasileirao_relegation_points,2025-08-04,65.0,2,28
brasileirao_relegation_points,2025-08-04,65.0,6,3
brasileirao_relegation_points,2025-08-04,65.0,1,4
brasileirao_relegation_points,2025-08-04,49.0,12,236
brasileirao_relegation_points,2025-08-04,49.0,13,166
brasileirao_relegation_points,2025-08-04,49.0,10,67
brasileirao_relegation_points,2025-08-04,49.0,11,163
brasileirao_relegation_points,2025-08-04,49.0,9,9
brasileirao_relegation_points,2025-08-04,49.0,14,74
brasileirao_relegation_points,2025-08-04,49.0,7,1
