type,date,points,position,times
brasileirao_relegation_points,2025-08-24,48.0,13,174
brasileirao_relegation_points,2025-08-24,48.0,10,45
brasileirao_relegation_points,2025-08-24,48.0,12,188
brasileirao_relegation_points,2025-08-24,48.0,11,147
brasileirao_relegation_points,2025-08-24,48.0,14,62
brasileirao_relegation_points,2025-08-24,48.0,9,11
brasileirao_relegation_points,2025-08-24,48.0,16,1
brasileirao_relegation_points,2025-08-24,48.0,8,1
brasileirao_relegation_points,2025-08-24,46.0,16,20
brasileirao_relegation_points,2025-08-24,46.0,15,76
brasileirao_relegation_points,2025-08-24,46.0,14,179
brasileirao_relegation_points,2025-08-24,46.0,12,117
brasileirao_relegation_points,2025-08-24,46.0,13,202
brasileirao_relegation_points,2025-08-24,46.0,11,32
brasileirao_relegation_points,2025-08-24,46.0,10,5
brasileirao_relegation_points,2025-08-24,46.0,17,2
brasileirao_relegation_points,2025-08-24,44.0,17,22
brasileirao_relegation_points,2025-08-24,44.0,14,190
brasileirao_relegation_points,2025-08-24,44.0,16,104
brasileirao_relegation_points,2025-08-24,44.0,13,76
brasileirao_relegation_points,2025-08-24,44.0,15,196
brasileirao_relegation_points,2025-08-24,44.0,12,12
brasileirao_relegation_points,2025-08-24,44.0,11,3
brasileirao_relegation_points,2025-08-24,41.0,18,56
brasileirao_relegation_points,2025-08-24,41.0,16,184
brasileirao_relegation_points,2025-08-24,41.0,17,150
brasileirao_relegation_points,2025-08-24,41.0,15,86
brasileirao_relegation_points,2025-08-24,41.0,14,17
brasileirao_relegation_points,2025-08-24,41.0,19,5
brasileirao_relegation_points,2025-08-24,41.0,13,2
brasileirao_relegation_points,2025-08-24,29.0,19,15
brasileirao_relegation_points,2025-08-24,29.0,20,94
brasileirao_relegation_points,2025-08-24,28.0,20,80
brasileirao_relegation_points,2025-08-24,28.0,19,9
brasileirao_relegation_points,2025-08-24,28.0,18,1
brasileirao_relegation_points,2025-08-24,70.0,1,20
brasileirao_relegation_points,2025-08-24,70.0,2,89
brasileirao_relegation_points,2025-08-24,70.0,4,36
brasileirao_relegation_points,2025-08-24,70.0,3,107
brasileirao_relegation_points,2025-08-24,70.0,5,4
brasileirao_relegation_points,2025-08-24,67.0,3,123
brasileirao_relegation_points,2025-08-24,67.0,4,123
brasileirao_relegation_points,2025-08-24,67.0,2,32
brasileirao_relegation_points,2025-08-24,67.0,5,37
brasileirao_relegation_points,2025-08-24,67.0,6,4
brasileirao_relegation_points,2025-08-24,61.0,5,123
brasileirao_relegation_points,2025-08-24,61.0,6,146
brasileirao_relegation_points,2025-08-24,61.0,7,34
brasileirao_relegation_points,2025-08-24,61.0,4,43
brasileirao_relegation_points,2025-08-24,61.0,3,3
brasileirao_relegation_points,2025-08-24,61.0,8,3
brasileirao_relegation_points,2025-08-24,59.0,6,144
brasileirao_relegation_points,2025-08-24,59.0,7,97
brasileirao_relegation_points,2025-08-24,59.0,5,61
brasileirao_relegation_points,2025-08-24,59.0,8,26
brasileirao_relegation_points,2025-08-24,59.0,4,8
brasileirao_relegation_points,2025-08-24,59.0,9,3
brasileirao_relegation_points,2025-08-24,53.0,10,133
brasileirao_relegation_points,2025-08-24,53.0,7,30
brasileirao_relegation_points,2025-08-24,53.0,11,52
brasileirao_relegation_points,2025-08-24,53.0,8,125
brasileirao_relegation_points,2025-08-24,53.0,9,187
brasileirao_relegation_points,2025-08-24,53.0,12,7
brasileirao_relegation_points,2025-08-24,43.0,15,201
brasileirao_relegation_points,2025-08-24,43.0,14,119
brasileirao_relegation_points,2025-08-24,43.0,17,49
brasileirao_relegation_points,2025-08-24,43.0,16,152
brasileirao_relegation_points,2025-08-24,43.0,13,31
brasileirao_relegation_points,2025-08-24,43.0,12,5
brasileirao_relegation_points,2025-08-24,43.0,18,9
brasileirao_relegation_points,2025-08-24,43.0,19,1
brasileirao_relegation_points,2025-08-24,39.0,16,86
brasileirao_relegation_points,2025-08-24,39.0,17,178
brasileirao_relegation_points,2025-08-24,39.0,18,156
brasileirao_relegation_points,2025-08-24,39.0,19,40
brasileirao_relegation_points,2025-08-24,39.0,15,16
brasileirao_relegation_points,2025-08-24,39.0,20,4
brasileirao_relegation_points,2025-08-24,39.0,14,1
brasileirao_relegation_points,2025-08-24,38.0,17,132
brasileirao_relegation_points,2025-08-24,38.0,18,139
brasileirao_relegation_points,2025-08-24,38.0,19,79
brasileirao_relegation_points,2025-08-24,38.0,20,8
brasileirao_relegation_points,2025-08-24,38.0,16,31
brasileirao_relegation_points,2025-08-24,38.0,15,4
brasileirao_relegation_points,2025-08-24,37.0,18,152
brasileirao_relegation_points,2025-08-24,37.0,17,66
brasileirao_relegation_points,2025-08-24,37.0,19,103
brasileirao_relegation_points,2025-08-24,37.0,16,24
brasileirao_relegation_points,2025-08-24,37.0,20,24
brasileirao_relegation_points,2025-08-24,37.0,15,1
brasileirao_relegation_points,2025-08-24,35.0,19,122
brasileirao_relegation_points,2025-08-24,35.0,17,18
brasileirao_relegation_points,2025-08-24,35.0,18,87
brasileirao_relegation_points,2025-08-24,35.0,20,40
brasileirao_relegation_points,2025-08-24,35.0,16,1
brasileirao_relegation_points,2025-08-24,33.0,20,81
brasileirao_relegation_points,2025-08-24,33.0,19,124
brasileirao_relegation_points,2025-08-24,33.0,18,37
brasileirao_relegation_points,2025-08-24,33.0,17,2
brasileirao_relegation_points,2025-08-24,74.0,1,86
brasileirao_relegation_points,2025-08-24,74.0,2,115
brasileirao_relegation_points,2025-08-24,74.0,3,29
brasileirao_relegation_points,2025-08-24,74.0,4,1
brasileirao_relegation_points,2025-08-24,64.0,5,116
brasileirao_relegation_points,2025-08-24,64.0,6,33
brasileirao_relegation_points,2025-08-24,64.0,4,126
brasileirao_relegation_points,2025-08-24,64.0,3,46
brasileirao_relegation_points,2025-08-24,64.0,2,3
brasileirao_relegation_points,2025-08-24,64.0,7,2
brasileirao_relegation_points,2025-08-24,58.0,7,156
brasileirao_relegation_points,2025-08-24,58.0,8,73
brasileirao_relegation_points,2025-08-24,58.0,6,150
brasileirao_relegation_points,2025-08-24,58.0,5,49
brasileirao_relegation_points,2025-08-24,58.0,4,7
brasileirao_relegation_points,2025-08-24,58.0,9,8
brasileirao_relegation_points,2025-08-24,56.0,8,155
brasileirao_relegation_points,2025-08-24,56.0,9,60
brasileirao_relegation_points,2025-08-24,56.0,7,172
brasileirao_relegation_points,2025-08-24,56.0,6,55
brasileirao_relegation_points,2025-08-24,56.0,5,8
brasileirao_relegation_points,2025-08-24,56.0,10,11
brasileirao_relegation_points,2025-08-24,56.0,11,1
brasileirao_relegation_points,2025-08-24,54.0,9,182
brasileirao_relegation_points,2025-08-24,54.0,10,79
brasileirao_relegation_points,2025-08-24,54.0,6,13
brasileirao_relegation_points,2025-08-24,54.0,7,71
brasileirao_relegation_points,2025-08-24,54.0,8,172
brasileirao_relegation_points,2025-08-24,54.0,11,8
brasileirao_relegation_points,2025-08-24,54.0,12,1
brasileirao_relegation_points,2025-08-24,47.0,14,131
brasileirao_relegation_points,2025-08-24,47.0,11,75
brasileirao_relegation_points,2025-08-24,47.0,13,191
brasileirao_relegation_points,2025-08-24,47.0,12,182
brasileirao_relegation_points,2025-08-24,47.0,15,35
brasileirao_relegation_points,2025-08-24,47.0,16,7
brasileirao_relegation_points,2025-08-24,47.0,10,13
brasileirao_relegation_points,2025-08-24,47.0,9,4
brasileirao_relegation_points,2025-08-24,47.0,17,1
brasileirao_relegation_points,2025-08-24,34.0,18,75
brasileirao_relegation_points,2025-08-24,34.0,19,130
brasileirao_relegation_points,2025-08-24,34.0,20,65
brasileirao_relegation_points,2025-08-24,34.0,17,9
brasileirao_relegation_points,2025-08-24,25.0,20,31
brasileirao_relegation_points,2025-08-24,66.0,4,141
brasileirao_relegation_points,2025-08-24,66.0,5,50
brasileirao_relegation_points,2025-08-24,66.0,3,92
brasileirao_relegation_points,2025-08-24,66.0,2,19
brasileirao_relegation_points,2025-08-24,66.0,6,11
brasileirao_relegation_points,2025-08-24,66.0,1,1
brasileirao_relegation_points,2025-08-24,63.0,5,136
brasileirao_relegation_points,2025-08-24,63.0,4,99
brasileirao_relegation_points,2025-08-24,63.0,6,51
brasileirao_relegation_points,2025-08-24,63.0,3,26
brasileirao_relegation_points,2025-08-24,63.0,7,5
brasileirao_relegation_points,2025-08-24,63.0,2,1
brasileirao_relegation_points,2025-08-24,42.0,16,195
brasileirao_relegation_points,2025-08-24,42.0,14,48
brasileirao_relegation_points,2025-08-24,42.0,15,161
brasileirao_relegation_points,2025-08-24,42.0,17,121
brasileirao_relegation_points,2025-08-24,42.0,12,3
brasileirao_relegation_points,2025-08-24,42.0,13,12
brasileirao_relegation_points,2025-08-24,42.0,18,22
brasileirao_relegation_points,2025-08-24,42.0,19,2
brasileirao_relegation_points,2025-08-24,40.0,17,180
brasileirao_relegation_points,2025-08-24,40.0,15,36
brasileirao_relegation_points,2025-08-24,40.0,16,135
brasileirao_relegation_points,2025-08-24,40.0,18,88
brasileirao_relegation_points,2025-08-24,40.0,19,16
brasileirao_relegation_points,2025-08-24,40.0,14,4
brasileirao_relegation_points,2025-08-24,40.0,20,1
brasileirao_relegation_points,2025-08-24,32.0,19,102
brasileirao_relegation_points,2025-08-24,32.0,20,123
brasileirao_relegation_points,2025-08-24,32.0,18,12
brasileirao_relegation_points,2025-08-24,31.0,20,122
brasileirao_relegation_points,2025-08-24,31.0,19,67
brasileirao_relegation_points,2025-08-24,31.0,18,7
brasileirao_relegation_points,2025-08-24,79.0,1,84
brasileirao_relegation_points,2025-08-24,79.0,2,20
brasileirao_relegation_points,2025-08-24,45.0,15,161
brasileirao_relegation_points,2025-08-24,45.0,14,209
brasileirao_relegation_points,2025-08-24,45.0,13,138
brasileirao_relegation_points,2025-08-24,45.0,16,43
brasileirao_relegation_points,2025-08-24,45.0,12,54
brasileirao_relegation_points,2025-08-24,45.0,17,5
brasileirao_relegation_points,2025-08-24,45.0,11,6
brasileirao_relegation_points,2025-08-24,45.0,10,2
brasileirao_relegation_points,2025-08-24,21.0,20,7
brasileirao_relegation_points,2025-08-24,80.0,1,71
brasileirao_relegation_points,2025-08-24,80.0,2,6
brasileirao_relegation_points,2025-08-24,30.0,20,108
brasileirao_relegation_points,2025-08-24,30.0,19,30
brasileirao_relegation_points,2025-08-24,30.0,18,2
brasileirao_relegation_points,2025-08-24,78.0,1,80
brasileirao_relegation_points,2025-08-24,78.0,2,31
brasileirao_relegation_points,2025-08-24,78.0,3,1
brasileirao_relegation_points,2025-08-24,77.0,2,39
brasileirao_relegation_points,2025-08-24,77.0,1,97
brasileirao_relegation_points,2025-08-24,77.0,3,3
brasileirao_relegation_points,2025-08-24,76.0,3,7
brasileirao_relegation_points,2025-08-24,76.0,1,101
brasileirao_relegation_points,2025-08-24,76.0,2,51
brasileirao_relegation_points,2025-08-24,36.0,18,147
brasileirao_relegation_points,2025-08-24,36.0,20,32
brasileirao_relegation_points,2025-08-24,36.0,19,136
brasileirao_relegation_points,2025-08-24,36.0,17,55
brasileirao_relegation_points,2025-08-24,36.0,16,7
brasileirao_relegation_points,2025-08-24,73.0,2,119
brasileirao_relegation_points,2025-08-24,73.0,1,47
brasileirao_relegation_points,2025-08-24,73.0,3,43
brasileirao_relegation_points,2025-08-24,73.0,4,8
brasileirao_relegation_points,2025-08-24,60.0,5,130
brasileirao_relegation_points,2025-08-24,60.0,6,152
brasileirao_relegation_points,2025-08-24,60.0,4,17
brasileirao_relegation_points,2025-08-24,60.0,7,86
brasileirao_relegation_points,2025-08-24,60.0,8,10
brasileirao_relegation_points,2025-08-24,60.0,3,1
brasileirao_relegation_points,2025-08-24,91.0,1,1
brasileirao_relegation_points,2025-08-24,26.0,20,49
brasileirao_relegation_points,2025-08-24,75.0,2,67
brasileirao_relegation_points,2025-08-24,75.0,1,83
brasileirao_relegation_points,2025-08-24,75.0,3,21
brasileirao_relegation_points,2025-08-24,81.0,1,70
brasileirao_relegation_points,2025-08-24,81.0,2,1
brasileirao_relegation_points,2025-08-24,82.0,1,53
brasileirao_relegation_points,2025-08-24,27.0,20,65
brasileirao_relegation_points,2025-08-24,27.0,19,9
brasileirao_relegation_points,2025-08-24,85.0,1,15
brasileirao_relegation_points,2025-08-24,84.0,1,26
brasileirao_relegation_points,2025-08-24,68.0,4,90
brasileirao_relegation_points,2025-08-24,68.0,2,54
brasileirao_relegation_points,2025-08-24,68.0,3,127
brasileirao_relegation_points,2025-08-24,68.0,1,4
brasileirao_relegation_points,2025-08-24,68.0,5,14
brasileirao_relegation_points,2025-08-24,68.0,6,2
brasileirao_relegation_points,2025-08-24,83.0,1,27
brasileirao_relegation_points,2025-08-24,22.0,20,10
brasileirao_relegation_points,2025-08-24,86.0,1,13
brasileirao_relegation_points,2025-08-24,19.0,20,2
brasileirao_relegation_points,2025-08-24,89.0,1,5
brasileirao_relegation_points,2025-08-24,24.0,20,27
brasileirao_relegation_points,2025-08-24,88.0,1,5
brasileirao_relegation_points,2025-08-24,23.0,20,13
brasileirao_relegation_points,2025-08-24,87.0,1,8
brasileirao_relegation_points,2025-08-24,90.0,1,5
brasileirao_relegation_points,2025-08-24,92.0,1,2
brasileirao_relegation_points,2025-08-24,20.0,20,2
brasileirao_relegation_points,2025-08-24,18.0,20,2
brasileirao_relegation_points,2025-08-24,95.0,1,1
brasileirao_relegation_points,2025-08-25,79.0,1,80
brasileirao_relegation_points,2025-08-25,79.0,2,34
brasileirao_relegation_points,2025-08-25,79.0,3,1
brasileirao_relegation_points,2025-08-25,76.0,2,60
brasileirao_relegation_points,2025-08-25,76.0,1,71
brasileirao_relegation_points,2025-08-25,76.0,3,9
brasileirao_relegation_points,2025-08-25,66.0,3,68
brasileirao_relegation_points,2025-08-25,66.0,4,123
brasileirao_relegation_points,2025-08-25,66.0,5,80
brasileirao_relegation_points,2025-08-25,66.0,2,11
brasileirao_relegation_points,2025-08-25,66.0,6,6
brasileirao_relegation_points,2025-08-25,61.0,5,129
brasileirao_relegation_points,2025-08-25,61.0,6,119
brasileirao_relegation_points,2025-08-25,61.0,4,29
brasileirao_relegation_points,2025-08-25,61.0,7,30
brasileirao_relegation_points,2025-08-25,61.0,8,7
brasileirao_relegation_points,2025-08-25,61.0,3,2
brasileirao_relegation_points,2025-08-25,58.0,6,135
brasileirao_relegation_points,2025-08-25,58.0,8,49
brasileirao_relegation_points,2025-08-25,58.0,5,32
brasileirao_relegation_points,2025-08-25,58.0,7,141
brasileirao_relegation_points,2025-08-25,58.0,10,1
brasileirao_relegation_points,2025-08-25,58.0,9,8
brasileirao_relegation_points,2025-08-25,58.0,4,2
brasileirao_relegation_points,2025-08-25,55.0,7,117
brasileirao_relegation_points,2025-08-25,55.0,8,179
brasileirao_relegation_points,2025-08-25,55.0,9,109
brasileirao_relegation_points,2025-08-25,55.0,10,24
brasileirao_relegation_points,2025-08-25,55.0,6,26
brasileirao_relegation_points,2025-08-25,55.0,11,4
brasileirao_relegation_points,2025-08-25,55.0,12,1
brasileirao_relegation_points,2025-08-25,55.0,5,1
brasileirao_relegation_points,2025-08-25,54.0,8,167
brasileirao_relegation_points,2025-08-25,54.0,9,152
brasileirao_relegation_points,2025-08-25,54.0,10,71
brasileirao_relegation_points,2025-08-25,54.0,7,72
brasileirao_relegation_points,2025-08-25,54.0,6,11
brasileirao_relegation_points,2025-08-25,54.0,11,11
brasileirao_relegation_points,2025-08-25,53.0,10,115
brasileirao_relegation_points,2025-08-25,53.0,8,146
brasileirao_relegation_points,2025-08-25,53.0,9,209
brasileirao_relegation_points,2025-08-25,53.0,11,43
brasileirao_relegation_points,2025-08-25,53.0,7,26
brasileirao_relegation_points,2025-08-25,53.0,12,8
brasileirao_relegation_points,2025-08-25,53.0,6,5
brasileirao_relegation_points,2025-08-25,49.0,11,191
brasileirao_relegation_points,2025-08-25,49.0,12,172
brasileirao_relegation_points,2025-08-25,49.0,13,78
brasileirao_relegation_points,2025-08-25,49.0,9,32
brasileirao_relegation_points,2025-08-25,49.0,10,135
brasileirao_relegation_points,2025-08-25,49.0,8,5
brasileirao_relegation_points,2025-08-25,49.0,14,21
brasileirao_relegation_points,2025-08-25,49.0,15,1
brasileirao_relegation_points,2025-08-25,46.0,13,199
brasileirao_relegation_points,2025-08-25,46.0,15,76
brasileirao_relegation_points,2025-08-25,46.0,16,14
brasileirao_relegation_points,2025-08-25,46.0,14,145
brasileirao_relegation_points,2025-08-25,46.0,12,135
brasileirao_relegation_points,2025-08-25,46.0,9,1
brasileirao_relegation_points,2025-08-25,46.0,11,35
brasileirao_relegation_points,2025-08-25,46.0,10,4
brasileirao_relegation_points,2025-08-25,45.0,14,205
brasileirao_relegation_points,2025-08-25,45.0,13,151
brasileirao_relegation_points,2025-08-25,45.0,15,107
brasileirao_relegation_points,2025-08-25,45.0,16,31
brasileirao_relegation_points,2025-08-25,45.0,12,64
brasileirao_relegation_points,2025-08-25,45.0,10,2
brasileirao_relegation_points,2025-08-25,45.0,11,15
brasileirao_relegation_points,2025-08-25,45.0,17,2
brasileirao_relegation_points,2025-08-25,43.0,15,214
brasileirao_relegation_points,2025-08-25,43.0,14,130
brasileirao_relegation_points,2025-08-25,43.0,16,125
brasileirao_relegation_points,2025-08-25,43.0,17,35
brasileirao_relegation_points,2025-08-25,43.0,13,43
brasileirao_relegation_points,2025-08-25,43.0,12,7
brasileirao_relegation_points,2025-08-25,43.0,18,1
brasileirao_relegation_points,2025-08-25,42.0,16,163
brasileirao_relegation_points,2025-08-25,42.0,17,76
brasileirao_relegation_points,2025-08-25,42.0,18,17
brasileirao_relegation_points,2025-08-25,42.0,15,177
brasileirao_relegation_points,2025-08-25,42.0,13,18
brasileirao_relegation_points,2025-08-25,42.0,14,64
brasileirao_relegation_points,2025-08-25,42.0,12,2
brasileirao_relegation_points,2025-08-25,42.0,19,1
brasileirao_relegation_points,2025-08-25,41.0,17,117
brasileirao_relegation_points,2025-08-25,41.0,16,209
brasileirao_relegation_points,2025-08-25,41.0,15,128
brasileirao_relegation_points,2025-08-25,41.0,14,39
brasileirao_relegation_points,2025-08-25,41.0,18,32
brasileirao_relegation_points,2025-08-25,41.0,19,5
brasileirao_relegation_points,2025-08-25,41.0,13,4
brasileirao_relegation_points,2025-08-25,34.0,18,80
brasileirao_relegation_points,2025-08-25,34.0,19,129
brasileirao_relegation_points,2025-08-25,34.0,20,67
brasileirao_relegation_points,2025-08-25,34.0,17,7
brasileirao_relegation_points,2025-08-25,25.0,20,40
brasileirao_relegation_points,2025-08-25,73.0,2,127
brasileirao_relegation_points,2025-08-25,73.0,4,8
brasileirao_relegation_points,2025-08-25,73.0,1,29
brasileirao_relegation_points,2025-08-25,73.0,3,56
brasileirao_relegation_points,2025-08-25,63.0,3,17
brasileirao_relegation_points,2025-08-25,63.0,4,89
brasileirao_relegation_points,2025-08-25,63.0,5,130
brasileirao_relegation_points,2025-08-25,63.0,6,63
brasileirao_relegation_points,2025-08-25,63.0,7,13
brasileirao_relegation_points,2025-08-25,63.0,2,2
brasileirao_relegation_points,2025-08-25,62.0,4,58
brasileirao_relegation_points,2025-08-25,62.0,5,132
brasileirao_relegation_points,2025-08-25,62.0,6,80
brasileirao_relegation_points,2025-08-25,62.0,3,9
brasileirao_relegation_points,2025-08-25,62.0,7,19
brasileirao_relegation_points,2025-08-25,62.0,8,2
brasileirao_relegation_points,2025-08-25,60.0,5,83
brasileirao_relegation_points,2025-08-25,60.0,6,159
brasileirao_relegation_points,2025-08-25,60.0,4,20
brasileirao_relegation_points,2025-08-25,60.0,7,74
brasileirao_relegation_points,2025-08-25,60.0,8,9
brasileirao_relegation_points,2025-08-25,60.0,9,1
brasileirao_relegation_points,2025-08-25,59.0,7,125
brasileirao_relegation_points,2025-08-25,59.0,5,47
brasileirao_relegation_points,2025-08-25,59.0,6,156
brasileirao_relegation_points,2025-08-25,59.0,8,28
brasileirao_relegation_points,2025-08-25,59.0,9,6
brasileirao_relegation_points,2025-08-25,59.0,4,6
brasileirao_relegation_points,2025-08-25,51.0,9,132
brasileirao_relegation_points,2025-08-25,51.0,10,215
brasileirao_relegation_points,2025-08-25,51.0,11,154
brasileirao_relegation_points,2025-08-25,51.0,12,54
brasileirao_relegation_points,2025-08-25,51.0,13,12
brasileirao_relegation_points,2025-08-25,51.0,8,32
brasileirao_relegation_points,2025-08-25,51.0,7,2
brasileirao_relegation_points,2025-08-25,50.0,10,147
brasileirao_relegation_points,2025-08-25,50.0,11,210
brasileirao_relegation_points,2025-08-25,50.0,12,112
brasileirao_relegation_points,2025-08-25,50.0,9,79
brasileirao_relegation_points,2025-08-25,50.0,13,33
brasileirao_relegation_points,2025-08-25,50.0,8,14
brasileirao_relegation_points,2025-08-25,50.0,14,2
brasileirao_relegation_points,2025-08-25,50.0,15,1
brasileirao_relegation_points,2025-08-25,47.0,12,169
brasileirao_relegation_points,2025-08-25,47.0,13,205
brasileirao_relegation_points,2025-08-25,47.0,11,99
brasileirao_relegation_points,2025-08-25,47.0,14,112
brasileirao_relegation_points,2025-08-25,47.0,10,26
brasileirao_relegation_points,2025-08-25,47.0,15,23
brasileirao_relegation_points,2025-08-25,47.0,16,4
brasileirao_relegation_points,2025-08-25,47.0,9,3
brasileirao_relegation_points,2025-08-25,47.0,17,1
brasileirao_relegation_points,2025-08-25,44.0,13,106
brasileirao_relegation_points,2025-08-25,44.0,14,216
brasileirao_relegation_points,2025-08-25,44.0,17,10
brasileirao_relegation_points,2025-08-25,44.0,15,158
brasileirao_relegation_points,2025-08-25,44.0,12,26
brasileirao_relegation_points,2025-08-25,44.0,11,3
brasileirao_relegation_points,2025-08-25,44.0,16,72
brasileirao_relegation_points,2025-08-25,39.0,18,109
brasileirao_relegation_points,2025-08-25,39.0,17,171
brasileirao_relegation_points,2025-08-25,39.0,16,109
brasileirao_relegation_points,2025-08-25,39.0,19,26
brasileirao_relegation_points,2025-08-25,39.0,15,26
brasileirao_relegation_points,2025-08-25,39.0,20,2
brasileirao_relegation_points,2025-08-25,39.0,14,1
brasileirao_relegation_points,2025-08-25,37.0,19,89
brasileirao_relegation_points,2025-08-25,37.0,18,169
brasileirao_relegation_points,2025-08-25,37.0,17,123
brasileirao_relegation_points,2025-08-25,37.0,15,2
brasileirao_relegation_points,2025-08-25,37.0,20,9
brasileirao_relegation_points,2025-08-25,37.0,16,26
brasileirao_relegation_points,2025-08-25,77.0,1,82
brasileirao_relegation_points,2025-08-25,77.0,2,65
brasileirao_relegation_points,2025-08-25,77.0,3,10
brasileirao_relegation_points,2025-08-25,70.0,2,67
brasileirao_relegation_points,2025-08-25,70.0,4,55
brasileirao_relegation_points,2025-08-25,70.0,3,123
brasileirao_relegation_points,2025-08-25,70.0,5,5
brasileirao_relegation_points,2025-08-25,70.0,1,3
brasileirao_relegation_points,2025-08-25,65.0,3,53
brasileirao_relegation_points,2025-08-25,65.0,4,153
brasileirao_relegation_points,2025-08-25,65.0,6,24
brasileirao_relegation_points,2025-08-25,65.0,5,119
brasileirao_relegation_points,2025-08-25,65.0,2,2
brasileirao_relegation_points,2025-08-25,57.0,6,95
brasileirao_relegation_points,2025-08-25,57.0,7,180
brasileirao_relegation_points,2025-08-25,57.0,8,107
brasileirao_relegation_points,2025-08-25,57.0,9,27
brasileirao_relegation_points,2025-08-25,57.0,5,12
brasileirao_relegation_points,2025-08-25,57.0,10,2
brasileirao_relegation_points,2025-08-25,57.0,11,1
brasileirao_relegation_points,2025-08-25,48.0,14,45
brasileirao_relegation_points,2025-08-25,48.0,12,220
brasileirao_relegation_points,2025-08-25,48.0,10,61
brasileirao_relegation_points,2025-08-25,48.0,11,141
brasileirao_relegation_points,2025-08-25,48.0,16,1
brasileirao_relegation_points,2025-08-25,48.0,13,139
brasileirao_relegation_points,2025-08-25,48.0,15,7
brasileirao_relegation_points,2025-08-25,48.0,9,10
brasileirao_relegation_points,2025-08-25,48.0,8,1
brasileirao_relegation_points,2025-08-25,38.0,19,41
brasileirao_relegation_points,2025-08-25,38.0,18,149
brasileirao_relegation_points,2025-08-25,38.0,17,175
brasileirao_relegation_points,2025-08-25,38.0,16,71
brasileirao_relegation_points,2025-08-25,38.0,20,3
brasileirao_relegation_points,2025-08-25,38.0,15,8
brasileirao_relegation_points,2025-08-25,38.0,14,1
brasileirao_relegation_points,2025-08-25,28.0,20,93
brasileirao_relegation_points,2025-08-25,28.0,19,11
brasileirao_relegation_points,2025-08-25,84.0,1,48
brasileirao_relegation_points,2025-08-25,75.0,2,96
brasileirao_relegation_points,2025-08-25,75.0,3,21
brasileirao_relegation_points,2025-08-25,75.0,1,71
brasileirao_relegation_points,2025-08-25,40.0,17,172
brasileirao_relegation_points,2025-08-25,40.0,16,157
brasileirao_relegation_points,2025-08-25,40.0,18,68
brasileirao_relegation_points,2025-08-25,40.0,15,62
brasileirao_relegation_points,2025-08-25,40.0,19,8
brasileirao_relegation_points,2025-08-25,40.0,14,9
brasileirao_relegation_points,2025-08-25,32.0,19,97
brasileirao_relegation_points,2025-08-25,32.0,20,101
brasileirao_relegation_points,2025-08-25,32.0,18,25
brasileirao_relegation_points,2025-08-25,32.0,17,2
brasileirao_relegation_points,2025-08-25,31.0,20,111
brasileirao_relegation_points,2025-08-25,31.0,19,63
brasileirao_relegation_points,2025-08-25,31.0,18,13
brasileirao_relegation_points,2025-08-25,85.0,1,32
brasileirao_relegation_points,2025-08-25,85.0,2,1
brasileirao_relegation_points,2025-08-25,72.0,2,109
brasileirao_relegation_points,2025-08-25,72.0,3,89
brasileirao_relegation_points,2025-08-25,72.0,4,16
brasileirao_relegation_points,2025-08-25,72.0,1,19
brasileirao_relegation_points,2025-08-25,64.0,3,28
brasileirao_relegation_points,2025-08-25,64.0,4,89
brasileirao_relegation_points,2025-08-25,64.0,5,125
brasileirao_relegation_points,2025-08-25,64.0,6,42
brasileirao_relegation_points,2025-08-25,64.0,7,3
brasileirao_relegation_points,2025-08-25,36.0,19,154
brasileirao_relegation_points,2025-08-25,36.0,17,59
brasileirao_relegation_points,2025-08-25,36.0,18,167
brasileirao_relegation_points,2025-08-25,36.0,16,8
brasileirao_relegation_points,2025-08-25,36.0,20,22
brasileirao_relegation_points,2025-08-25,82.0,1,75
brasileirao_relegation_points,2025-08-25,82.0,2,4
brasileirao_relegation_points,2025-08-25,71.0,3,115
brasileirao_relegation_points,2025-08-25,71.0,4,31
brasileirao_relegation_points,2025-08-25,71.0,2,93
brasileirao_relegation_points,2025-08-25,71.0,5,2
brasileirao_relegation_points,2025-08-25,71.0,1,11
brasileirao_relegation_points,2025-08-25,68.0,5,33
brasileirao_relegation_points,2025-08-25,68.0,4,104
brasileirao_relegation_points,2025-08-25,68.0,3,105
brasileirao_relegation_points,2025-08-25,68.0,1,2
brasileirao_relegation_points,2025-08-25,68.0,2,26
brasileirao_relegation_points,2025-08-25,68.0,6,4
brasileirao_relegation_points,2025-08-25,52.0,7,20
brasileirao_relegation_points,2025-08-25,52.0,8,89
brasileirao_relegation_points,2025-08-25,52.0,9,169
brasileirao_relegation_points,2025-08-25,52.0,10,178
brasileirao_relegation_points,2025-08-25,52.0,11,83
brasileirao_relegation_points,2025-08-25,52.0,12,20
brasileirao_relegation_points,2025-08-25,52.0,13,2
brasileirao_relegation_points,2025-08-25,33.0,20,84
brasileirao_relegation_points,2025-08-25,33.0,18,50
brasileirao_relegation_points,2025-08-25,33.0,19,126
brasileirao_relegation_points,2025-08-25,33.0,17,5
brasileirao_relegation_points,2025-08-25,81.0,1,96
brasileirao_relegation_points,2025-08-25,81.0,2,22
brasileirao_relegation_points,2025-08-25,56.0,7,168
brasileirao_relegation_points,2025-08-25,56.0,8,155
brasileirao_relegation_points,2025-08-25,56.0,9,52
brasileirao_relegation_points,2025-08-25,56.0,6,61
brasileirao_relegation_points,2025-08-25,56.0,10,9
