type,date,team,n_simulations
brasileirao_relegation,2025-03-31,Internacional,23
brasileirao_relegation,2025-03-31,Fortaleza EC,9
brasileirao_relegation,2025-03-31,Palmeiras,21
brasileirao_relegation,2025-03-31,Botafogo,5
brasileirao_title,2025-04-05,Botafogo,215
brasileirao_title,2025-04-05,Flamengo,75
brasileirao_title,2025-04-05,Fortaleza EC,74
brasileirao_title,2025-04-05,Palmeiras,63
brasileirao_title,2025-04-05,Corinthians,156
brasileirao_title,2025-04-05,Ceara,7
brasileirao_title,2025-04-05,Gremio,3
brasileirao_title,2025-04-05,Cruzeiro,10
brasileirao_title,2025-04-05,Sao Paulo,26
brasileirao_title,2025-04-05,Internacional,47
brasileirao_title,2025-04-05,RB Bragantino,5
brasileirao_title,2025-04-05,Sport Recife,1
brasileirao_title,2025-04-05,Bahia,4
brasileirao_title,2025-04-05,Santos,3
brasileirao_title,2025-04-05,Atletico-MG,3
brasileirao_title,2025-04-05,Vitoria,6
brasileirao_title,2025-04-05,Juventude,1
brasileirao_title,2025-04-05,Fluminense,1
brasileirao_relegation,2025-04-05,Sport Recife,275
brasileirao_relegation,2025-04-05,Bahia,201
brasileirao_relegation,2025-04-05,Gremio,177
brasileirao_relegation,2025-04-05,Mirassol,268
brasileirao_relegation,2025-04-05,Cruzeiro,96
brasileirao_relegation,2025-04-05,Vitoria,141
brasileirao_relegation,2025-04-05,Atletico-MG,236
brasileirao_relegation,2025-04-05,Santos,284
brasileirao_relegation,2025-04-05,Fluminense,193
brasileirao_relegation,2025-04-05,Vasco DA Gama,265
brasileirao_relegation,2025-04-05,RB Bragantino,142
brasileirao_relegation,2025-04-05,Ceara,205
brasileirao_relegation,2025-04-05,Fortaleza EC,7
brasileirao_relegation,2025-04-05,Juventude,185
brasileirao_relegation,2025-04-05,Sao Paulo,57
brasileirao_relegation,2025-04-05,Flamengo,10
brasileirao_relegation,2025-04-05,Palmeiras,28
brasileirao_relegation,2025-04-05,Internacional,24
brasileirao_relegation,2025-04-05,Corinthians,5
brasileirao_relegation,2025-04-05,Botafogo,1
brasileirao_title,2025-04-06,Flamengo,97
brasileirao_title,2025-04-06,Corinthians,165
brasileirao_title,2025-04-06,Sao Paulo,21
brasileirao_title,2025-04-06,Botafogo,158
brasileirao_title,2025-04-06,Palmeiras,79
brasileirao_title,2025-04-06,Internacional,103
brasileirao_title,2025-04-06,Cruzeiro,5
brasileirao_title,2025-04-06,Juventude,2
brasileirao_title,2025-04-06,Ceara,2
brasileirao_title,2025-04-06,Fortaleza EC,50
brasileirao_title,2025-04-06,RB Bragantino,3
brasileirao_title,2025-04-06,Fluminense,4
brasileirao_title,2025-04-06,Vitoria,2
brasileirao_title,2025-04-06,Bahia,5
brasileirao_title,2025-04-06,Gremio,3
brasileirao_title,2025-04-06,Vasco DA Gama,1
brasileirao_relegation,2025-04-06,Santos,335
brasileirao_relegation,2025-04-06,Ceara,189
brasileirao_relegation,2025-04-06,Mirassol,327
brasileirao_relegation,2025-04-06,Sport Recife,316
brasileirao_relegation,2025-04-06,Atletico-MG,256
brasileirao_relegation,2025-04-06,Sao Paulo,46
brasileirao_relegation,2025-04-06,Juventude,165
brasileirao_relegation,2025-04-06,Fluminense,140
brasileirao_relegation,2025-04-06,RB Bragantino,145
brasileirao_relegation,2025-04-06,Vasco DA Gama,213
brasileirao_relegation,2025-04-06,Bahia,147
brasileirao_relegation,2025-04-06,Vitoria,193
brasileirao_relegation,2025-04-06,Gremio,163
brasileirao_relegation,2025-04-06,Cruzeiro,132
brasileirao_relegation,2025-04-06,Palmeiras,12
brasileirao_relegation,2025-04-06,Fortaleza EC,8
brasileirao_relegation,2025-04-06,Flamengo,9
brasileirao_relegation,2025-04-06,Corinthians,3
brasileirao_relegation,2025-04-06,Internacional,1
brasileirao_title,2025-04-12,Internacional,115
brasileirao_title,2025-04-12,Flamengo,111
brasileirao_title,2025-04-12,Botafogo,112
brasileirao_title,2025-04-12,RB Bragantino,4
brasileirao_title,2025-04-12,Corinthians,97
brasileirao_title,2025-04-12,Palmeiras,145
brasileirao_title,2025-04-12,Fortaleza EC,61
brasileirao_title,2025-04-12,Sao Paulo,23
brasileirao_title,2025-04-12,Juventude,13
brasileirao_title,2025-04-12,Vasco DA Gama,4
brasileirao_title,2025-04-12,Bahia,2
brasileirao_title,2025-04-12,Ceara,1
brasileirao_title,2025-04-12,Cruzeiro,4
brasileirao_title,2025-04-12,Gremio,4
brasileirao_title,2025-04-12,Atletico-MG,2
brasileirao_title,2025-04-12,Vitoria,1
brasileirao_title,2025-04-12,Sport Recife,1
brasileirao_relegation,2025-04-12,Sao Paulo,33
brasileirao_relegation,2025-04-12,Atletico-MG,233
brasileirao_relegation,2025-04-12,Vasco DA Gama,137
brasileirao_relegation,2025-04-12,Cruzeiro,148
brasileirao_relegation,2025-04-12,Gremio,152
brasileirao_relegation,2025-04-12,Sport Recife,383
brasileirao_relegation,2025-04-12,Ceara,245
brasileirao_relegation,2025-04-12,Bahia,159
brasileirao_relegation,2025-04-12,Vitoria,189
brasileirao_relegation,2025-04-12,Mirassol,349
brasileirao_relegation,2025-04-12,Fluminense,156
brasileirao_relegation,2025-04-12,Santos,359
brasileirao_relegation,2025-04-12,Corinthians,5
brasileirao_relegation,2025-04-12,Fortaleza EC,9
brasileirao_relegation,2025-04-12,Botafogo,7
brasileirao_relegation,2025-04-12,RB Bragantino,115
brasileirao_relegation,2025-04-12,Juventude,99
brasileirao_relegation,2025-04-12,Internacional,7
brasileirao_relegation,2025-04-12,Flamengo,11
brasileirao_relegation,2025-04-12,Palmeiras,4
brasileirao_title,2025-04-13,Botafogo,111
brasileirao_title,2025-04-13,Juventude,9
brasileirao_title,2025-04-13,Internacional,85
brasileirao_title,2025-04-13,Palmeiras,125
brasileirao_title,2025-04-13,Fortaleza EC,51
brasileirao_title,2025-04-13,Fluminense,9
brasileirao_title,2025-04-13,Flamengo,177
brasileirao_title,2025-04-13,Corinthians,91
brasileirao_title,2025-04-13,Sao Paulo,9
brasileirao_title,2025-04-13,RB Bragantino,7
brasileirao_title,2025-04-13,Cruzeiro,12
brasileirao_title,2025-04-13,Vitoria,6
brasileirao_title,2025-04-13,Vasco DA Gama,2
brasileirao_title,2025-04-13,Bahia,4
brasileirao_title,2025-04-13,Atletico-MG,1
brasileirao_title,2025-04-13,Ceara,1
brasileirao_relegation,2025-04-13,Atletico-MG,278
brasileirao_relegation,2025-04-13,Sport Recife,381
brasileirao_relegation,2025-04-13,Mirassol,324
brasileirao_relegation,2025-04-13,Santos,369
brasileirao_relegation,2025-04-13,Vasco DA Gama,143
brasileirao_relegation,2025-04-13,Vitoria,195
brasileirao_relegation,2025-04-13,Fluminense,106
brasileirao_relegation,2025-04-13,Gremio,280
brasileirao_relegation,2025-04-13,Juventude,66
brasileirao_relegation,2025-04-13,Sao Paulo,71
brasileirao_relegation,2025-04-13,Ceara,223
brasileirao_relegation,2025-04-13,RB Bragantino,102
brasileirao_relegation,2025-04-13,Bahia,131
brasileirao_relegation,2025-04-13,Cruzeiro,91
brasileirao_relegation,2025-04-13,Flamengo,1
brasileirao_relegation,2025-04-13,Fortaleza EC,12
brasileirao_relegation,2025-04-13,Botafogo,7
brasileirao_relegation,2025-04-13,Corinthians,8
brasileirao_relegation,2025-04-13,Internacional,6
brasileirao_relegation,2025-04-13,Palmeiras,6
brasileirao_title,2025-04-15,Flamengo,157
brasileirao_title,2025-04-15,Botafogo,103
brasileirao_title,2025-04-15,Palmeiras,143
brasileirao_title,2025-04-15,Internacional,80
brasileirao_title,2025-04-15,Sao Paulo,15
brasileirao_title,2025-04-15,Corinthians,99
brasileirao_title,2025-04-15,Cruzeiro,6
brasileirao_title,2025-04-15,Fortaleza EC,49
brasileirao_title,2025-04-15,Juventude,16
brasileirao_title,2025-04-15,RB Bragantino,8
brasileirao_title,2025-04-15,Vitoria,3
brasileirao_title,2025-04-15,Bahia,8
brasileirao_title,2025-04-15,Vasco DA Gama,5
brasileirao_title,2025-04-15,Gremio,1
brasileirao_title,2025-04-15,Fluminense,4
brasileirao_title,2025-04-15,Ceara,3
brasileirao_relegation,2025-04-15,Vasco DA Gama,112
brasileirao_relegation,2025-04-15,Juventude,79
brasileirao_relegation,2025-04-15,Gremio,312
brasileirao_relegation,2025-04-15,Santos,399
brasileirao_relegation,2025-04-15,Vitoria,170
brasileirao_relegation,2025-04-15,Atletico-MG,285
brasileirao_relegation,2025-04-15,Mirassol,329
brasileirao_relegation,2025-04-15,Bahia,140
brasileirao_relegation,2025-04-15,Fluminense,109
brasileirao_relegation,2025-04-15,Sport Recife,365
brasileirao_relegation,2025-04-15,RB Bragantino,111
brasileirao_relegation,2025-04-15,Cruzeiro,103
brasileirao_relegation,2025-04-15,Fortaleza EC,17
brasileirao_relegation,2025-04-15,Sao Paulo,76
brasileirao_relegation,2025-04-15,Ceara,159
brasileirao_relegation,2025-04-15,Internacional,9
brasileirao_relegation,2025-04-15,Corinthians,9
brasileirao_relegation,2025-04-15,Palmeiras,6
brasileirao_relegation,2025-04-15,Flamengo,3
brasileirao_relegation,2025-04-15,Botafogo,7
brasileirao_title,2025-04-16,Palmeiras,339
brasileirao_title,2025-04-16,Fluminense,34
brasileirao_title,2025-04-16,Flamengo,586
brasileirao_title,2025-04-16,Internacional,43
brasileirao_title,2025-04-16,Corinthians,42
brasileirao_title,2025-04-16,Botafogo,66
brasileirao_title,2025-04-16,Ceara,4
brasileirao_title,2025-04-16,Vitoria,2
brasileirao_title,2025-04-16,Vasco DA Gama,4
brasileirao_title,2025-04-16,Cruzeiro,13
brasileirao_title,2025-04-16,RB Bragantino,25
brasileirao_title,2025-04-16,Sao Paulo,9
brasileirao_title,2025-04-16,Fortaleza EC,25
brasileirao_title,2025-04-16,Bahia,6
brasileirao_title,2025-04-16,Juventude,7
brasileirao_title,2025-04-16,Mirassol,2
brasileirao_title,2025-04-16,Sport Recife,1
brasileirao_title,2025-04-16,Santos,1
brasileirao_title,2025-04-16,Atletico-MG,1
brasileirao_relegation,2025-04-16,Ceara,291
brasileirao_relegation,2025-04-16,Vasco DA Gama,213
brasileirao_relegation,2025-04-16,Santos,497
brasileirao_relegation,2025-04-16,Sport Recife,757
brasileirao_relegation,2025-04-16,Bahia,224
brasileirao_relegation,2025-04-16,Cruzeiro,163
brasileirao_relegation,2025-04-16,Vitoria,229
brasileirao_relegation,2025-04-16,Gremio,664
brasileirao_relegation,2025-04-16,Juventude,238
brasileirao_relegation,2025-04-16,RB Bragantino,83
brasileirao_relegation,2025-04-16,Atletico-MG,692
brasileirao_relegation,2025-04-16,Mirassol,402
brasileirao_relegation,2025-04-16,Internacional,47
brasileirao_relegation,2025-04-16,Sao Paulo,175
brasileirao_relegation,2025-04-16,Fortaleza EC,34
brasileirao_relegation,2025-04-16,Fluminense,32
brasileirao_relegation,2025-04-16,Corinthians,60
brasileirao_relegation,2025-04-16,Botafogo,37
brasileirao_relegation,2025-04-16,Palmeiras,1
brasileirao_relegation,2025-04-16,Flamengo,1
brasileirao_title,2025-04-17,Flamengo,389
brasileirao_title,2025-04-17,Internacional,30
brasileirao_title,2025-04-17,Palmeiras,232
brasileirao_title,2025-04-17,Fortaleza EC,26
brasileirao_title,2025-04-17,Vitoria,8
brasileirao_title,2025-04-17,Corinthians,26
brasileirao_title,2025-04-17,Fluminense,22
brasileirao_title,2025-04-17,Botafogo,32
brasileirao_title,2025-04-17,Ceara,2
brasileirao_title,2025-04-17,Mirassol,5
brasileirao_title,2025-04-17,RB Bragantino,11
brasileirao_title,2025-04-17,Sao Paulo,5
brasileirao_title,2025-04-17,Cruzeiro,16
brasileirao_title,2025-04-17,Juventude,3
brasileirao_title,2025-04-17,Vasco DA Gama,2
brasileirao_title,2025-04-17,Bahia,1
brasileirao_relegation,2025-04-17,Vitoria,139
brasileirao_relegation,2025-04-17,Atletico-MG,429
brasileirao_relegation,2025-04-17,Juventude,164
brasileirao_relegation,2025-04-17,Sport Recife,484
brasileirao_relegation,2025-04-17,Ceara,218
brasileirao_relegation,2025-04-17,Botafogo,20
brasileirao_relegation,2025-04-17,Mirassol,244
brasileirao_relegation,2025-04-17,Gremio,434
brasileirao_relegation,2025-04-17,Sao Paulo,134
brasileirao_relegation,2025-04-17,Santos,337
brasileirao_relegation,2025-04-17,Bahia,248
brasileirao_relegation,2025-04-17,Fortaleza EC,20
brasileirao_relegation,2025-04-17,Cruzeiro,37
brasileirao_relegation,2025-04-17,Vasco DA Gama,157
brasileirao_relegation,2025-04-17,Fluminense,37
brasileirao_relegation,2025-04-17,RB Bragantino,63
brasileirao_relegation,2025-04-17,Corinthians,49
brasileirao_relegation,2025-04-17,Internacional,24
brasileirao_relegation,2025-04-17,Flamengo,2
brasileirao_title,2025-04-19,Palmeiras,267
brasileirao_title,2025-04-19,Cruzeiro,19
brasileirao_title,2025-04-19,Flamengo,336
brasileirao_title,2025-04-19,Fortaleza EC,26
brasileirao_title,2025-04-19,RB Bragantino,10
brasileirao_title,2025-04-19,Juventude,6
brasileirao_title,2025-04-19,Botafogo,44
brasileirao_title,2025-04-19,Fluminense,29
brasileirao_title,2025-04-19,Vitoria,8
brasileirao_title,2025-04-19,Corinthians,31
brasileirao_title,2025-04-19,Internacional,26
brasileirao_title,2025-04-19,Ceara,3
brasileirao_title,2025-04-19,Sao Paulo,1
brasileirao_title,2025-04-19,Bahia,2
brasileirao_title,2025-04-19,Vasco DA Gama,2
brasileirao_relegation,2025-04-19,Gremio,433
brasileirao_relegation,2025-04-19,Mirassol,242
brasileirao_relegation,2025-04-19,Atletico-MG,459
brasileirao_relegation,2025-04-19,Vasco DA Gama,151
brasileirao_relegation,2025-04-19,Santos,328
brasileirao_relegation,2025-04-19,Juventude,158
brasileirao_relegation,2025-04-19,Sport Recife,542
brasileirao_relegation,2025-04-19,Bahia,267
brasileirao_relegation,2025-04-19,Ceara,177
brasileirao_relegation,2025-04-19,Fortaleza EC,26
brasileirao_relegation,2025-04-19,Sao Paulo,116
brasileirao_relegation,2025-04-19,Vitoria,124
brasileirao_relegation,2025-04-19,RB Bragantino,62
brasileirao_relegation,2025-04-19,Cruzeiro,42
brasileirao_relegation,2025-04-19,Internacional,35
brasileirao_relegation,2025-04-19,Corinthians,26
brasileirao_relegation,2025-04-19,Botafogo,20
brasileirao_relegation,2025-04-19,Fluminense,32
brasileirao_title,2025-04-20,Palmeiras,289
brasileirao_title,2025-04-20,Flamengo,293
brasileirao_title,2025-04-20,Corinthians,42
brasileirao_title,2025-04-20,Botafogo,28
brasileirao_title,2025-04-20,Fluminense,22
brasileirao_title,2025-04-20,RB Bragantino,18
brasileirao_title,2025-04-20,Cruzeiro,7
brasileirao_title,2025-04-20,Internacional,24
brasileirao_title,2025-04-20,Sao Paulo,10
brasileirao_title,2025-04-20,Mirassol,1
brasileirao_title,2025-04-20,Fortaleza EC,7
brasileirao_title,2025-04-20,Vasco DA Gama,3
brasileirao_title,2025-04-20,Juventude,2
brasileirao_title,2025-04-20,Vitoria,2
brasileirao_title,2025-04-20,Ceara,2
brasileirao_relegation,2025-04-20,Ceara,171
brasileirao_relegation,2025-04-20,Internacional,25
brasileirao_relegation,2025-04-20,Sport Recife,502
brasileirao_relegation,2025-04-20,Gremio,410
brasileirao_relegation,2025-04-20,Atletico-MG,301
brasileirao_relegation,2025-04-20,Santos,349
brasileirao_relegation,2025-04-20,Bahia,228
brasileirao_relegation,2025-04-20,Mirassol,218
brasileirao_relegation,2025-04-20,Juventude,193
brasileirao_relegation,2025-04-20,Botafogo,30
brasileirao_relegation,2025-04-20,Cruzeiro,52
brasileirao_relegation,2025-04-20,Vasco DA Gama,144
brasileirao_relegation,2025-04-20,Sao Paulo,83
brasileirao_relegation,2025-04-20,Corinthians,26
brasileirao_relegation,2025-04-20,Vitoria,145
brasileirao_relegation,2025-04-20,Fortaleza EC,65
brasileirao_relegation,2025-04-20,Fluminense,30
brasileirao_relegation,2025-04-20,RB Bragantino,27
brasileirao_relegation,2025-04-20,Palmeiras,1
brasileirao_title,2025-04-21,Corinthians,44
brasileirao_title,2025-04-21,Sao Paulo,14
brasileirao_title,2025-04-21,Palmeiras,321
brasileirao_title,2025-04-21,RB Bragantino,21
brasileirao_title,2025-04-21,Flamengo,382
brasileirao_title,2025-04-21,Fluminense,24
brasileirao_title,2025-04-21,Botafogo,36
brasileirao_title,2025-04-21,Cruzeiro,15
brasileirao_title,2025-04-21,Vitoria,9
brasileirao_title,2025-04-21,Ceara,2
brasileirao_title,2025-04-21,Internacional,22
brasileirao_title,2025-04-21,Bahia,1
brasileirao_title,2025-04-21,Juventude,3
brasileirao_title,2025-04-21,Fortaleza EC,5
brasileirao_title,2025-04-21,Atletico-MG,1
brasileirao_relegation,2025-04-21,Santos,407
brasileirao_relegation,2025-04-21,Mirassol,273
brasileirao_relegation,2025-04-21,Sport Recife,597
brasileirao_relegation,2025-04-21,Ceara,275
brasileirao_relegation,2025-04-21,Gremio,488
brasileirao_relegation,2025-04-21,Atletico-MG,373
brasileirao_relegation,2025-04-21,Juventude,267
brasileirao_relegation,2025-04-21,Vasco DA Gama,188
brasileirao_relegation,2025-04-21,Cruzeiro,37
brasileirao_relegation,2025-04-21,Bahia,181
brasileirao_relegation,2025-04-21,Fortaleza EC,88
brasileirao_relegation,2025-04-21,Vitoria,180
brasileirao_relegation,2025-04-21,Sao Paulo,85
brasileirao_relegation,2025-04-21,RB Bragantino,37
brasileirao_relegation,2025-04-21,Botafogo,31
brasileirao_relegation,2025-04-21,Internacional,33
brasileirao_relegation,2025-04-21,Corinthians,22
brasileirao_relegation,2025-04-21,Fluminense,37
brasileirao_relegation,2025-04-21,Flamengo,1
brasileirao_title,2025-04-26,Internacional,31
brasileirao_title,2025-04-26,Flamengo,334
brasileirao_title,2025-04-26,Cruzeiro,10
brasileirao_title,2025-04-26,Palmeiras,358
brasileirao_title,2025-04-26,Botafogo,70
brasileirao_title,2025-04-26,Corinthians,35
brasileirao_title,2025-04-26,Fortaleza EC,7
brasileirao_title,2025-04-26,Ceara,2
brasileirao_title,2025-04-26,Sao Paulo,4
brasileirao_title,2025-04-26,Santos,2
brasileirao_title,2025-04-26,Vitoria,5
brasileirao_title,2025-04-26,RB Bragantino,21
brasileirao_title,2025-04-26,Vasco DA Gama,5
brasileirao_title,2025-04-26,Bahia,2
brasileirao_title,2025-04-26,Fluminense,10
brasileirao_title,2025-04-26,Juventude,2
brasileirao_title,2025-04-26,Atletico-MG,1
brasileirao_title,2025-04-26,Mirassol,1
brasileirao_relegation,2025-04-26,Cruzeiro,78
brasileirao_relegation,2025-04-26,Mirassol,314
brasileirao_relegation,2025-04-26,Bahia,185
brasileirao_relegation,2025-04-26,Juventude,277
brasileirao_relegation,2025-04-26,Sao Paulo,101
brasileirao_relegation,2025-04-26,Gremio,487
brasileirao_relegation,2025-04-26,Ceara,280
brasileirao_relegation,2025-04-26,Fluminense,61
brasileirao_relegation,2025-04-26,Santos,405
brasileirao_relegation,2025-04-26,Sport Recife,623
brasileirao_relegation,2025-04-26,RB Bragantino,48
brasileirao_relegation,2025-04-26,Atletico-MG,323
brasileirao_relegation,2025-04-26,Vitoria,140
brasileirao_relegation,2025-04-26,Vasco DA Gama,149
brasileirao_relegation,2025-04-26,Fortaleza EC,77
brasileirao_relegation,2025-04-26,Internacional,19
brasileirao_relegation,2025-04-26,Corinthians,24
brasileirao_relegation,2025-04-26,Botafogo,8
brasileirao_relegation,2025-04-26,Flamengo,1
brasileirao_title,2025-04-27,Botafogo,57
brasileirao_title,2025-04-27,Flamengo,466
brasileirao_title,2025-04-27,Palmeiras,220
brasileirao_title,2025-04-27,Bahia,5
brasileirao_title,2025-04-27,Internacional,39
brasileirao_title,2025-04-27,RB Bragantino,53
brasileirao_title,2025-04-27,Fluminense,17
brasileirao_title,2025-04-27,Corinthians,14
brasileirao_title,2025-04-27,Fortaleza EC,6
brasileirao_title,2025-04-27,Sao Paulo,9
brasileirao_title,2025-04-27,Vasco DA Gama,2
brasileirao_title,2025-04-27,Ceara,1
brasileirao_title,2025-04-27,Cruzeiro,10
brasileirao_title,2025-04-27,Juventude,1
brasileirao_relegation,2025-04-27,Cruzeiro,66
brasileirao_relegation,2025-04-27,Santos,525
brasileirao_relegation,2025-04-27,Ceara,276
brasileirao_relegation,2025-04-27,Juventude,298
brasileirao_relegation,2025-04-27,Sao Paulo,106
brasileirao_relegation,2025-04-27,Bahia,103
brasileirao_relegation,2025-04-27,Sport Recife,627
brasileirao_relegation,2025-04-27,Mirassol,297
brasileirao_relegation,2025-04-27,Vasco DA Gama,180
brasileirao_relegation,2025-04-27,Fortaleza EC,85
brasileirao_relegation,2025-04-27,Gremio,416
brasileirao_relegation,2025-04-27,Atletico-MG,304
brasileirao_relegation,2025-04-27,Vitoria,160
brasileirao_relegation,2025-04-27,Fluminense,59
brasileirao_relegation,2025-04-27,Corinthians,59
brasileirao_relegation,2025-04-27,RB Bragantino,14
brasileirao_relegation,2025-04-27,Internacional,16
brasileirao_relegation,2025-04-27,Botafogo,8
brasileirao_relegation,2025-04-27,Palmeiras,1
brasileirao_title,2025-05-02,Fluminense,15
brasileirao_title,2025-05-02,Flamengo,491
brasileirao_title,2025-05-02,RB Bragantino,41
brasileirao_title,2025-05-02,Palmeiras,196
brasileirao_title,2025-05-02,Cruzeiro,21
brasileirao_title,2025-05-02,Santos,1
brasileirao_title,2025-05-02,Vitoria,3
brasileirao_title,2025-05-02,Internacional,31
brasileirao_title,2025-05-02,Botafogo,61
brasileirao_title,2025-05-02,Bahia,3
brasileirao_title,2025-05-02,Juventude,3
brasileirao_title,2025-05-02,Sao Paulo,3
brasileirao_title,2025-05-02,Fortaleza EC,9
brasileirao_title,2025-05-02,Corinthians,19
brasileirao_title,2025-05-02,Ceara,2
brasileirao_title,2025-05-02,Mirassol,1
brasileirao_relegation,2025-05-02,Gremio,429
brasileirao_relegation,2025-05-02,Juventude,310
brasileirao_relegation,2025-05-02,Santos,497
brasileirao_relegation,2025-05-02,Sport Recife,584
brasileirao_relegation,2025-05-02,Ceara,301
brasileirao_relegation,2025-05-02,Bahia,91
brasileirao_relegation,2025-05-02,Atletico-MG,335
brasileirao_relegation,2025-05-02,Mirassol,290
brasileirao_relegation,2025-05-02,Fluminense,53
brasileirao_relegation,2025-05-02,Fortaleza EC,61
brasileirao_relegation,2025-05-02,Cruzeiro,54
brasileirao_relegation,2025-05-02,Vasco DA Gama,180
brasileirao_relegation,2025-05-02,Botafogo,10
brasileirao_relegation,2025-05-02,Vitoria,175
brasileirao_relegation,2025-05-02,Corinthians,62
brasileirao_relegation,2025-05-02,Sao Paulo,128
brasileirao_relegation,2025-05-02,Internacional,23
brasileirao_relegation,2025-05-02,RB Bragantino,14
brasileirao_relegation,2025-05-02,Palmeiras,3
brasileirao_title,2025-05-03,Flamengo,513
brasileirao_title,2025-05-03,Fortaleza EC,10
brasileirao_title,2025-05-03,Palmeiras,195
brasileirao_title,2025-05-03,Bahia,7
brasileirao_title,2025-05-03,Fluminense,23
brasileirao_title,2025-05-03,RB Bragantino,61
brasileirao_title,2025-05-03,Corinthians,25
brasileirao_title,2025-05-03,Internacional,23
brasileirao_title,2025-05-03,Botafogo,25
brasileirao_title,2025-05-03,Sao Paulo,1
brasileirao_title,2025-05-03,Cruzeiro,10
brasileirao_title,2025-05-03,Mirassol,2
brasileirao_title,2025-05-03,Juventude,1
brasileirao_title,2025-05-03,Vasco DA Gama,1
brasileirao_title,2025-05-03,Ceara,3
brasileirao_relegation,2025-05-03,Mirassol,315
brasileirao_relegation,2025-05-03,Santos,492
brasileirao_relegation,2025-05-03,Atletico-MG,354
brasileirao_relegation,2025-05-03,Sport Recife,653
brasileirao_relegation,2025-05-03,Ceara,198
brasileirao_relegation,2025-05-03,Gremio,418
brasileirao_relegation,2025-05-03,Vitoria,250
brasileirao_relegation,2025-05-03,Juventude,283
brasileirao_relegation,2025-05-03,Vasco DA Gama,198
brasileirao_relegation,2025-05-03,Sao Paulo,136
brasileirao_relegation,2025-05-03,Fluminense,36
brasileirao_relegation,2025-05-03,Cruzeiro,57
brasileirao_relegation,2025-05-03,Fortaleza EC,58
brasileirao_relegation,2025-05-03,Botafogo,28
brasileirao_relegation,2025-05-03,Bahia,57
brasileirao_relegation,2025-05-03,Corinthians,28
brasileirao_relegation,2025-05-03,Internacional,27
brasileirao_relegation,2025-05-03,RB Bragantino,11
brasileirao_relegation,2025-05-03,Palmeiras,1
brasileirao_title,2025-05-04,Palmeiras,280
brasileirao_title,2025-05-04,Flamengo,359
brasileirao_title,2025-05-04,Fluminense,27
brasileirao_title,2025-05-04,Botafogo,29
brasileirao_title,2025-05-04,Corinthians,26
