fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away
975723,,UTC,2023-01-21T19:30:00+00:00,1674329400,1674329400,1674333000,235,Arena Pantanal,"Cuiabá, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 1,1193,Cuiaba,https://media.api-sports.io/football/teams/1193.png,True,2215,Mixto,https://media.api-sports.io/football/teams/2215.png,False,4,1,1,1,4,1,,,,
975727,,UTC,2023-01-21T23:00:00+00:00,1674342000,1674342000,1674345600,,Estádio Municipal Massami Uriú,"Sinop, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 1,18273,Sport Sinop,https://media.api-sports.io/football/teams/18273.png,,20716,Cacerense,https://media.api-sports.io/football/teams/20716.png,,1,1,0,0,1,1,,,,
975724,,UTC,2023-01-22T14:00:00+00:00,1674396000,1674396000,1674399600,5640,Estádio Municipal Engenheiro Luthero Lopes,"Rondonópolis, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 1,7788,União Rondonópolis,https://media.api-sports.io/football/teams/7788.png,,18862,Academia,https://media.api-sports.io/football/teams/18862.png,,1,1,,,1,1,,,,
975725,,UTC,2023-01-22T20:00:00+00:00,1674417600,1674417600,1674421200,250,Estádio Municipal Passo Das Emas,"Lucas do Rio Verde, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 1,752,Luverdense,https://media.api-sports.io/football/teams/752.png,False,13130,Nova Mutum EC,https://media.api-sports.io/football/teams/13130.png,True,0,1,0,0,0,1,,,,
975726,,UTC,2023-01-22T21:00:00+00:00,1674421200,1674421200,1674424800,,Estádio Dito Souza,"Várzea Grande, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 1,9999,CEOV Operário,https://media.api-sports.io/football/teams/9999.png,True,1226,Dom Bosco,https://media.api-sports.io/football/teams/1226.png,False,2,0,0,0,2,0,,,,
975731,,UTC,2023-01-28T13:30:00+00:00,1674912600,1674912600,1674916200,251,Estádio Presidente Eurico Gaspar Dutra,"Cuiabá, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 2,1226,Dom Bosco,https://media.api-sports.io/football/teams/1226.png,,7788,União Rondonópolis,https://media.api-sports.io/football/teams/7788.png,,1,1,1,0,1,1,,,,
975730,,UTC,2023-01-28T21:00:00+00:00,1674939600,1674939600,1674943200,8295,Estádio Valdir Doilho Wons,"Nova Mutum, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 2,13130,Nova Mutum EC,https://media.api-sports.io/football/teams/13130.png,,18273,Sport Sinop,https://media.api-sports.io/football/teams/18273.png,,1,1,0,1,1,1,,,,
975732,,UTC,2023-01-29T19:30:00+00:00,1675020600,1675020600,1675024200,19344,Estádio Municipal Luiz Geraldo da Silva,"Cáceres, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 2,20716,Cacerense,https://media.api-sports.io/football/teams/20716.png,False,752,Luverdense,https://media.api-sports.io/football/teams/752.png,True,0,1,0,0,0,1,,,,
975728,,UTC,2023-01-29T20:00:00+00:00,1675022400,1675022400,1675026000,251,Estádio Presidente Eurico Gaspar Dutra,"Cuiabá, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 2,2215,Mixto,https://media.api-sports.io/football/teams/2215.png,False,9999,CEOV Operário,https://media.api-sports.io/football/teams/9999.png,True,1,2,0,1,1,2,,,,
975729,,UTC,2023-01-29T21:30:00+00:00,1675027800,1675027800,1675031400,5640,Estádio Municipal Engenheiro Luthero Lopes,"Rondonópolis, Mato Grosso",Match Finished,FT,90,630,Matogrossense,Brazil,https://media.api-sports.io/football/leagues/630.png,https://media.api-sports.io/flags/br.svg,2023,1st Round - 2,18862,Academia,https://media.api-sports.io/football/teams/18862.png,False,1193,Cuiaba,https://media.api-sports.io/football/teams/1193.png,True,0,3,0,3,0,3,,,,
