fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away
1320714,Paulo Cesar Zanovelli da Silva,UTC,2025-01-18T20:00:00+00:00,1737230400,1737230400,1737234000,22789,Estádio Municipal Irmão Gino Maria Rossi,"Pouso Alegre, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 1,13084,Pouso Alegre,https://media.api-sports.io/football/teams/13084.png,False,13975,Athletic Club,https://media.api-sports.io/football/teams/13975.png,True,0,1,0,0,0,1,,,,
1320717,Hieger,UTC,2025-01-18T22:00:00+00:00,1737237600,1737237600,1737241200,206,Estádio Raimundo Sampaio,"Belo Horizonte, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 1,21165,Itabirito,https://media.api-sports.io/football/teams/21165.png,False,13086,Betim,https://media.api-sports.io/football/teams/13086.png,True,0,1,0,0,0,1,,,,
1320716,Ronei Candido Alves,UTC,2025-01-19T13:00:00+00:00,1737291600,1737291600,1737295200,8266,Estádio José Mammoud Abbas,"Governador Valadares, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 1,13080,Democrata GV,https://media.api-sports.io/football/teams/13080.png,False,7869,Villa Nova,https://media.api-sports.io/football/teams/7869.png,True,0,1,0,1,0,1,,,,
1320718,Felipe Fernandes de Lima,UTC,2025-01-19T14:00:00+00:00,1737295200,1737295200,1737298800,,Estádio Paulo Paschoalino,"Ubá, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 1,16751,Aymorés,https://media.api-sports.io/football/teams/16751.png,,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,,0,0,0,0,0,0,,,,
1320719,André Luiz,UTC,2025-01-19T23:00:00+00:00,1737327600,1737327600,1737331200,234,Estádio Governador Magalhães Pinto,"Belo Horizonte, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 1,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,True,2227,Tombense,https://media.api-sports.io/football/teams/2227.png,False,1,0,1,0,1,0,,,,
1320715,Murilo Francisco Misson Junior,UTC,2025-01-20T00:00:00+00:00,1737331200,1737331200,1737334800,278,Estádio Municipal João Havelange,"Uberlândia, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 1,1196,Uberlandia,https://media.api-sports.io/football/teams/1196.png,,125,America Mineiro,https://media.api-sports.io/football/teams/125.png,,2,2,2,1,2,2,,,,
1320722,Murilo Francisco Misson Junior,UTC,2025-01-22T22:00:00+00:00,1737583200,1737583200,1737586800,234,Estádio Governador Magalhães Pinto,"Belo Horizonte, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 2,1062,Atletico-MG,https://media.api-sports.io/football/teams/1062.png,,13080,Democrata GV,https://media.api-sports.io/football/teams/13080.png,,1,1,1,1,1,1,,,,
1320720,Antonio Marcio Teixeira,UTC,2025-01-22T22:00:00+00:00,1737583200,1737583200,1737586800,1709,Estádio Antônio Guimarães de Almeida,"Tombos, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 2,2227,Tombense,https://media.api-sports.io/football/teams/2227.png,True,21165,Itabirito,https://media.api-sports.io/football/teams/21165.png,False,1,0,0,0,1,0,,,,
1320725,André Luiz,UTC,2025-01-22T22:00:00+00:00,1737583200,1737583200,1737586800,21725,Arena Vera Cruz,"Betim, Minas Gerais",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 2,13086,Betim,https://media.api-sports.io/football/teams/13086.png,True,16751,Aymorés,https://media.api-sports.io/football/teams/16751.png,False,2,0,1,0,2,0,,,,
1320721,Daniel Filho,UTC,2025-01-22T22:00:00+00:00,1737583200,1737583200,1737586800,,Arena BRB Mané Garrincha,"Brasília, Distrito Federal",Match Finished,FT,90,629,Mineiro - 1,Brazil,https://media.api-sports.io/football/leagues/629.png,https://media.api-sports.io/flags/br.svg,2025,1st Phase - 2,13975,Athletic Club,https://media.api-sports.io/football/teams/13975.png,True,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,False,1,0,0,0,1,0,,,,
