fixture_id,fixture_referee,fixture_timezone,fixture_date,fixture_timestamp,fixture_periods_first,fixture_periods_second,fixture_venue_id,fixture_venue_name,fixture_venue_city,fixture_status_long,fixture_status_short,fixture_status_elapsed,league_id,league_name,league_country,league_logo,league_flag,league_season,league_round,teams_home_id,teams_home_name,teams_home_logo,teams_home_winner,teams_away_id,teams_away_name,teams_away_logo,teams_away_winner,goals_home,goals_away,score_halftime_home,score_halftime_away,score_fulltime_home,score_fulltime_away,score_extratime_home,score_extratime_away,score_penalty_home,score_penalty_away,fixture_status_extra,league_standings,chave
690574,Djonaltan Costa,UTC,2021-05-28T19:00:00+00:00,1622228400,1622228400.0,1622232000.0,2797.0,Estádio Bento da Silva Freitas,"Pelotas, Rio Grande do Sul",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,141,Brasil DE Pelotas,https://media.api-sports.io/football/teams/141.png,,148,Londrina,https://media.api-sports.io/football/teams/148.png,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
690572,Rafael Carlos Salgueiro,UTC,2021-05-28T22:00:00+00:00,1622239200,1622239200.0,1622242800.0,242.0,Estádio Brinco de Ouro da Princesa,"Campinas, São Paulo",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,138,Guarani Campinas,https://media.api-sports.io/football/teams/138.png,,136,Vitoria,https://media.api-sports.io/football/teams/136.png,,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,
690571,Paulo Cesar Zanovelli,UTC,2021-05-29T00:30:00+00:00,1622248200,1622248200.0,1622251800.0,280.0,Estádio Onésio Brasileiro Alvarenga,"Goiânia, Goiás",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,142,Vila Nova,https://media.api-sports.io/football/teams/142.png,,120,Botafogo,https://media.api-sports.io/football/teams/120.png,,1.0,1.0,0.0,0.0,1.0,1.0,,,,,,,
690573,Emerson Ricardo de Almeida Andrade,UTC,2021-05-29T00:30:00+00:00,1622248200,1622248200.0,1622251800.0,12670.0,Estádio Eládio de Barros Carvalho,"Recife, Pernambuco",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,755,Nautico Recife,https://media.api-sports.io/football/teams/755.png,True,150,CSA,https://media.api-sports.io/football/teams/150.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,
690570,Thiago Luis Scarascati,UTC,2021-05-29T14:00:00+00:00,1622296800,1622296800.0,1622300400.0,279.0,Estádio Club de Regatas Vasco da Gama,"Rio de Janeiro, Rio de Janeiro",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,133,Vasco DA Gama,https://media.api-sports.io/football/teams/133.png,False,1223,Operario-PR,https://media.api-sports.io/football/teams/1223.png,True,0.0,2.0,0.0,2.0,0.0,2.0,,,,,,,
690575,Tiago Nascimento dos Santos,UTC,2021-05-29T19:00:00+00:00,1622314800,1622314800.0,1622318400.0,232.0,Estádio Rei Pelé,"Maceió, Alagoas",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,146,CRB,https://media.api-sports.io/football/teams/146.png,,1198,remo,https://media.api-sports.io/football/teams/1198.png,,2.0,2.0,1.0,2.0,2.0,2.0,,,,,,,
690578,André Rodrigo Rocha,UTC,2021-05-29T19:30:00+00:00,1622316600,1622316600.0,1622320200.0,273.0,Estádio Estadual Lourival Baptista,"Aracaju, Sergipe",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,7772,Confiança,https://media.api-sports.io/football/teams/7772.png,True,135,Cruzeiro,https://media.api-sports.io/football/teams/135.png,False,3.0,1.0,1.0,0.0,3.0,1.0,,,,,,,
690576,Rodrigo Carvalhaes de Miranda,UTC,2021-05-29T21:15:00+00:00,1622322900,1622322900.0,1622326500.0,230.0,Estádio Major Antônio Couto Pereira,"Curitiba, Paraná",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,147,Coritiba,https://media.api-sports.io/football/teams/147.png,True,145,Avai,https://media.api-sports.io/football/teams/145.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,,,
690577,Felipe da Silva Gonçalves,UTC,2021-05-30T14:00:00+00:00,1622383200,1622383200.0,1622386800.0,223.0,Estádio Augusto Bauer,"Brusque, Santa Catarina",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,1211,Brusque,https://media.api-sports.io/football/teams/1211.png,True,139,Ponte Preta,https://media.api-sports.io/football/teams/139.png,False,2.0,1.0,1.0,0.0,2.0,1.0,,,,,,,
690579,José Mendonça,UTC,2021-05-31T23:00:00+00:00,1622502000,1622502000.0,1622505600.0,265.0,Estádio Governador João Castelo,"São Luís, Maranhão",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 1,155,Sampaio Correa,https://media.api-sports.io/football/teams/155.png,,151,Goias,https://media.api-sports.io/football/teams/151.png,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
690586,Rodrigo Batista Raposo,UTC,2021-06-01T22:00:00+00:00,1622584800,1622584800.0,1622588400.0,230.0,Estádio Major Antônio Couto Pereira,"Curitiba, Paraná",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 2,1223,Operario-PR,https://media.api-sports.io/football/teams/1223.png,False,138,Guarani Campinas,https://media.api-sports.io/football/teams/138.png,True,2.0,5.0,1.0,3.0,2.0,5.0,,,,,,,
690581,Adriano Barros Carneiro,UTC,2021-06-04T20:30:00+00:00,1622838600,1622838600.0,1622842200.0,240.0,Estádio de Hailé Pinheiro,"Goiânia, Goiás",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 2,151,Goias,https://media.api-sports.io/football/teams/151.png,True,7772,Confiança,https://media.api-sports.io/football/teams/7772.png,False,2.0,0.0,1.0,0.0,2.0,0.0,,,,,,,
690584,José Ricardo Vasconcellos Laranjeira,UTC,2021-06-05T14:00:00+00:00,1622901600,1622901600.0,1622905200.0,249.0,Estádio Municipal Jacy Scaff,"Londrina, Paraná",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 2,148,Londrina,https://media.api-sports.io/football/teams/148.png,False,1211,Brusque,https://media.api-sports.io/football/teams/1211.png,True,0.0,1.0,0.0,1.0,0.0,1.0,,,,,,,
690585,Diego Fernando Silva,UTC,2021-06-05T19:30:00+00:00,1622921400,1622921400.0,1622925000.0,232.0,Estádio Rei Pelé,"Maceió, Alagoas",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 2,150,CSA,https://media.api-sports.io/football/teams/150.png,,155,Sampaio Correa,https://media.api-sports.io/football/teams/155.png,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
690589,Ricarle Gustavo Gonçalves Batista,UTC,2021-06-05T22:00:00+00:00,1622930400,1622930400.0,1622934000.0,,Estádio Evandro Almeida,"Belém, Pará",Match Finished,FT,90.0,72,Serie B,Brazil,https://media.api-sports.io/football/leagues/72.png,https://media.api-sports.io/flags/br.svg,2021,Regular Season - 2,1198,remo,https://media.api-sports.io/football/teams/1198.png,True,141,Brasil DE Pelotas,https://media.api-sports.io/football/teams/141.png,False,1.0,0.0,1.0,0.0,1.0,0.0,,,,,,,
